Year,Month,Date,Region,WYType,FlowPulseType,SamplePeriod,StationCode,Genus,CPUEZoop
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Diaphanosoma,3.11527207457065
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Alona,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Chydorus,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Ceriodaphnia,21.8069045219946
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Daphnia,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Diaptomus,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Ilyocryptus,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Macrothrix,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Limnoithona,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Camptocercus,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Acartiella,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Eurytemora,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Monospilus,3.11527207457065
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Microcyclops,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Eucyclops,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Pleuroxus,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Osphranticum,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Sida,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Disparalona,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Mesocyclops,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Graptoleberis,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Kurzia,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Simocephalus,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Moina,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Leydigia,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Acanthocyclops,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Macrocyclops,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Picripleuroxus,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Arctodiaptomus,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Pseudochydorus,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Scapholeberis,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Alonella,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Diacyclops,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Eurycercus,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Leptodiaptomus,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Skistodiaptomus,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Paracyclops,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Ergasilus,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Tropocyclops,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Anchistropus,0
2015,Aug,2015-08-18,Upstream,C,NF,Before,STTD,Acartia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Sinocalanus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Pseudodiaptomus,2328.403491549789
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,NA,330.6448141644982
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Bosmina,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Diaphanosoma,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Alona,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Chydorus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Ceriodaphnia,29.4734619183518
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Daphnia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Diaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Ilyocryptus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Macrothrix,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Limnoithona,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Camptocercus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Acartiella,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Eurytemora,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Monospilus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Microcyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Eucyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Pleuroxus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Osphranticum,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Sida,19.6489746122345
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Disparalona,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Mesocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Graptoleberis,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Kurzia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Simocephalus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Moina,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Leydigia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Acanthocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Macrocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Picripleuroxus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Arctodiaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Pseudochydorus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Scapholeberis,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Alonella,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Diacyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Eurycercus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Leptodiaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Skistodiaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Paracyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Ergasilus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Tropocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Anchistropus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,BL5,Acartia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Sinocalanus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Pseudodiaptomus,6057.716445805689
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,NA,113.52923129202281
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Bosmina,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Diaphanosoma,63.542480200759
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Alona,21.1808267335863
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Chydorus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Ceriodaphnia,127.084960401518
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Daphnia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Diaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Ilyocryptus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Macrothrix,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Limnoithona,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Camptocercus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Acartiella,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Eurytemora,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Monospilus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Microcyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Eucyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Pleuroxus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Osphranticum,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Sida,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Disparalona,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Mesocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Graptoleberis,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Kurzia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Simocephalus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Moina,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Leydigia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Acanthocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Macrocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Picripleuroxus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Arctodiaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Pseudochydorus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Scapholeberis,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Alonella,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Diacyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Eurycercus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Leptodiaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Skistodiaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Paracyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Ergasilus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Tropocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Anchistropus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,LIB,Acartia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Sinocalanus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Pseudodiaptomus,1255.29587345138
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,NA,12150.445383787537
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Bosmina,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Diaphanosoma,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Alona,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Chydorus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Ceriodaphnia,54.5780814544078
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Daphnia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Diaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Ilyocryptus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Macrothrix,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Limnoithona,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Camptocercus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Acartiella,218.312325817631
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Eurytemora,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Monospilus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Microcyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Eucyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Pleuroxus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Osphranticum,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Sida,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Disparalona,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Mesocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Graptoleberis,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Kurzia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Simocephalus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Moina,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Leydigia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Acanthocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Macrocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Picripleuroxus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Arctodiaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Pseudochydorus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Scapholeberis,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Alonella,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Diacyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Eurycercus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Leptodiaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Skistodiaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Paracyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Ergasilus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Tropocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Anchistropus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RVB,Acartia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Sinocalanus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Pseudodiaptomus,10936.588118356303
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,NA,282.09453479887355
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Bosmina,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Diaphanosoma,28.9327727998844
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Alona,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Chydorus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Ceriodaphnia,86.7983183996533
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Daphnia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Diaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Ilyocryptus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Macrothrix,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Limnoithona,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Camptocercus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Acartiella,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Eurytemora,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Monospilus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Microcyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Eucyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Pleuroxus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Osphranticum,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Sida,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Disparalona,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Mesocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Graptoleberis,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Kurzia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Simocephalus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Moina,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Leydigia,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Acanthocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Macrocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Picripleuroxus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Arctodiaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Pseudochydorus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Scapholeberis,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Alonella,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Diacyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Eurycercus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Leptodiaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Skistodiaptomus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Paracyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Ergasilus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Tropocyclops,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Anchistropus,0
2015,Aug,2015-08-18,Downstream,C,NF,Before,RYI,Acartia,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Sinocalanus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Pseudodiaptomus,107.49542985884571
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,NA,2463.436934265211
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Bosmina,17.9159049764743
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Diaphanosoma,17.9159049764743
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Alona,116.453382347083
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Chydorus,152.285192300031
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Ceriodaphnia,286.654479623589
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Daphnia,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Diaptomus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Ilyocryptus,8.95795248823714
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Macrothrix,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Limnoithona,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Camptocercus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Acartiella,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Eurytemora,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Monospilus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Microcyclops,44.7897624411857
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Eucyclops,35.8318099529486
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Pleuroxus,152.285192300031
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Osphranticum,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Sida,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Disparalona,206.032907229454
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Mesocyclops,17.9159049764743
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Graptoleberis,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Kurzia,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Simocephalus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Moina,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Leydigia,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Acanthocyclops,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Macrocyclops,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Picripleuroxus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Arctodiaptomus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Pseudochydorus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Scapholeberis,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Alonella,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Diacyclops,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Eurycercus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Leptodiaptomus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Skistodiaptomus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Paracyclops,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Ergasilus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Tropocyclops,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Anchistropus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,I80,Acartia,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Sinocalanus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Pseudodiaptomus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,NA,724.3393558326061
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Bosmina,7.64250199588916
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Diaphanosoma,12.7375033264819
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Alona,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Chydorus,109.542528607745
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Ceriodaphnia,50.9500133059277
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Daphnia,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Diaptomus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Ilyocryptus,137.565035926005
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Macrothrix,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Limnoithona,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Camptocercus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Acartiella,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Eurytemora,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Monospilus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Microcyclops,30.5700079835566
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Eucyclops,25.4750066529639
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Pleuroxus,17.8325046570747
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Osphranticum,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Sida,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Disparalona,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Mesocyclops,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Graptoleberis,2.54750066529639
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Kurzia,2.54750066529639
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Simocephalus,2.54750066529639
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Moina,2.54750066529639
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Leydigia,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Acanthocyclops,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Macrocyclops,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Picripleuroxus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Arctodiaptomus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Pseudochydorus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Scapholeberis,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Alonella,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Diacyclops,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Eurycercus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Leptodiaptomus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Skistodiaptomus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Paracyclops,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Ergasilus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Tropocyclops,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Anchistropus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RCS,Acartia,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Sinocalanus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Pseudodiaptomus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,NA,262.21928856424967
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Bosmina,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Diaphanosoma,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Alona,16.3546333823856
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Chydorus,14.9917472671868
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Ceriodaphnia,34.07215287997
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Daphnia,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Diaptomus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Ilyocryptus,55.8783307231509
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Macrothrix,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Limnoithona,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Camptocercus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Acartiella,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Eurytemora,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Monospilus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Microcyclops,8.17731669119281
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Eucyclops,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Pleuroxus,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Osphranticum,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Sida,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Disparalona,5.4515444607952
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Mesocyclops,2.7257722303976
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Graptoleberis,0
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Kurzia,55.8783307231509
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Simocephalus,4.0886583455964
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Moina,28.6206084191748
2015,Aug,2015-08-19,Upstream,C,NF,Before,RD22,Leydigia,1.3628861151988
