Year,Month,Date,Region,SamplePeriod,WYType,FlowPulseType,StationCode,TaxonName,CPUEZoop
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Ilyocryptus sp.,36.3206980794787
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Macrothrix sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Limnoithona tetraspina,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Camptocercus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Acartiella sinensis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Eurytemora affinis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Monospilus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Microcyclops rubellus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Eucyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Calanoida,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Pleuroxus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Osphranticum labronectum,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Sida sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Disparalona sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Eucyclops elegans,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Mesocyclops edax,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Graptoleberis sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Kurzia sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Simocephalus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Moina sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Leydigia sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Acanthocyclops vernalis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Macrocyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Picripleuroxus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Arctodiaptomus dorsalis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Pseudochydorus globosus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Scapholeberis sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Alonella sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Diacyclops thomasi,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Eurycercus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Monospilus dispar,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Leptodiaptomus siciloides,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Eucyclops prionophorus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Skistodiaptomus pallidus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Microcyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Diaptomus dorsalis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Diaptomus siciloides,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Pseudochydorus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Paracyclops fimbriatus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Paracyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Ergasilus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Eucyclops pectinifer,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Eucyclops agilis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Tropocyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Paracyclops chiltoni,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Tropocyclops prasinus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Anchistropus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Macrocyclops albidus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Limnoithona sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Eucyclops phaleratus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Acartia sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,LIS,Pseudodiaptomus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Sinocalanus doerrii,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Pseudodiaptomus forbesi,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Cyclopoida,1224.220858746702
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Bosmina longirostris,70.2062141216749
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Diaphanosoma sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Alona sp.,17.5515535304187
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Chydorus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Ceriodaphnia sp.,21.9394419130234
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Daphnia sp.,30.7152186782328
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Diaptomus sp.,13.16366514781404
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Ilyocryptus sp.,57.0425489738608
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Macrothrix sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Limnoithona tetraspina,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Camptocercus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Acartiella sinensis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Eurytemora affinis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Monospilus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Microcyclops rubellus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Eucyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Calanoida,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Pleuroxus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Osphranticum labronectum,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Sida sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Disparalona sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Eucyclops elegans,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Mesocyclops edax,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Graptoleberis sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Kurzia sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Simocephalus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Moina sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Leydigia sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Acanthocyclops vernalis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Macrocyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Picripleuroxus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Arctodiaptomus dorsalis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Pseudochydorus globosus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Scapholeberis sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Alonella sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Diacyclops thomasi,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Eurycercus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Monospilus dispar,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Leptodiaptomus siciloides,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Eucyclops prionophorus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Skistodiaptomus pallidus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Microcyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Diaptomus dorsalis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Diaptomus siciloides,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Pseudochydorus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Paracyclops fimbriatus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Paracyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Ergasilus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Eucyclops pectinifer,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Eucyclops agilis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Tropocyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Paracyclops chiltoni,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Tropocyclops prasinus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Anchistropus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Macrocyclops albidus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Limnoithona sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Eucyclops phaleratus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Acartia sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RCS,Pseudodiaptomus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Sinocalanus doerrii,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Pseudodiaptomus forbesi,1.01149049496172
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Cyclopoida,65.2411369250307
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Bosmina longirostris,9.6091597021363
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Diaphanosoma sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Alona sp.,10.1149049496172
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Chydorus sp.,6.0689429697703
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Ceriodaphnia sp.,5.05745247480858
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Daphnia sp.,1.01149049496172
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Diaptomus sp.,2.02298098992343
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Ilyocryptus sp.,4.04596197984687
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Macrothrix sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Limnoithona tetraspina,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Camptocercus sp.,2.52872623740429
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Acartiella sinensis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Eurytemora affinis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Monospilus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Microcyclops rubellus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Eucyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Calanoida,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Pleuroxus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Osphranticum labronectum,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Sida sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Disparalona sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Eucyclops elegans,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Mesocyclops edax,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Graptoleberis sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Kurzia sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Simocephalus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Moina sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Leydigia sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Acanthocyclops vernalis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Macrocyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Picripleuroxus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Arctodiaptomus dorsalis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Pseudochydorus globosus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Scapholeberis sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Alonella sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Diacyclops thomasi,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Eurycercus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Monospilus dispar,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Leptodiaptomus siciloides,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Eucyclops prionophorus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Skistodiaptomus pallidus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Microcyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Diaptomus dorsalis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Diaptomus siciloides,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Pseudochydorus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Paracyclops fimbriatus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Paracyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Ergasilus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Eucyclops pectinifer,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Eucyclops agilis,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Tropocyclops sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Paracyclops chiltoni,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Tropocyclops prasinus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Anchistropus sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Macrocyclops albidus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Limnoithona sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Eucyclops phaleratus,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Acartia sp.,0
2014,Sep,2014-09-25,Upstream,After,C,NF,RD22,Pseudodiaptomus sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Sinocalanus doerrii,1770.512962380989
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Pseudodiaptomus forbesi,13065.164618949344
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Cyclopoida,61.0521711165858
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Bosmina longirostris,1892.61730461416
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Diaphanosoma sp.,122.104342233172
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Alona sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Chydorus sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Ceriodaphnia sp.,244.208684466343
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Daphnia sp.,61.0521711165858
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Diaptomus sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Ilyocryptus sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Macrothrix sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Limnoithona tetraspina,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Camptocercus sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Acartiella sinensis,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Eurytemora affinis,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Monospilus sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Microcyclops rubellus,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Eucyclops sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Calanoida,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Pleuroxus sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Osphranticum labronectum,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Sida sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Disparalona sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Eucyclops elegans,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Mesocyclops edax,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Graptoleberis sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Kurzia sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Simocephalus sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Moina sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Leydigia sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Acanthocyclops vernalis,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Macrocyclops sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Picripleuroxus sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Arctodiaptomus dorsalis,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Pseudochydorus globosus,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Scapholeberis sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Alonella sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Diacyclops thomasi,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Eurycercus sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Monospilus dispar,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Leptodiaptomus siciloides,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Eucyclops prionophorus,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Skistodiaptomus pallidus,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Microcyclops sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Diaptomus dorsalis,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Diaptomus siciloides,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Pseudochydorus sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Paracyclops fimbriatus,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Paracyclops sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Ergasilus sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Eucyclops pectinifer,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Eucyclops agilis,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Tropocyclops sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Paracyclops chiltoni,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Tropocyclops prasinus,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Anchistropus sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Macrocyclops albidus,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Limnoithona sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Eucyclops phaleratus,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Acartia sp.,0
2014,Oct,2014-10-07,Upstream,After,C,NF,STTD,Pseudodiaptomus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Sinocalanus doerrii,334.6905410928144
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Pseudodiaptomus forbesi,5924.022577342813
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Cyclopoida,100.4071623278443
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Bosmina longirostris,33.4690541092814
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Diaphanosoma sp.,66.9381082185629
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Alona sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Chydorus sp.,33.4690541092814
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Ceriodaphnia sp.,100.407162327844
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Daphnia sp.,33.4690541092814
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Diaptomus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Ilyocryptus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Macrothrix sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Limnoithona tetraspina,66.9381082185629
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Camptocercus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Acartiella sinensis,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Eurytemora affinis,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Monospilus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Microcyclops rubellus,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Eucyclops sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Calanoida,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Pleuroxus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Osphranticum labronectum,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Sida sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Disparalona sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Eucyclops elegans,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Mesocyclops edax,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Graptoleberis sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Kurzia sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Simocephalus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Moina sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Leydigia sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Acanthocyclops vernalis,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Macrocyclops sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Picripleuroxus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Arctodiaptomus dorsalis,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Pseudochydorus globosus,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Scapholeberis sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Alonella sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Diacyclops thomasi,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Eurycercus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Monospilus dispar,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Leptodiaptomus siciloides,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Eucyclops prionophorus,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Skistodiaptomus pallidus,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Microcyclops sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Diaptomus dorsalis,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Diaptomus siciloides,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Pseudochydorus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Paracyclops fimbriatus,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Paracyclops sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Ergasilus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Eucyclops pectinifer,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Eucyclops agilis,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Tropocyclops sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Paracyclops chiltoni,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Tropocyclops prasinus,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Anchistropus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Macrocyclops albidus,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Limnoithona sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Eucyclops phaleratus,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Acartia sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,BL5,Pseudodiaptomus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Sinocalanus doerrii,88.1949171796258
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Pseudodiaptomus forbesi,4564.086964045639
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Cyclopoida,22.0487292949065
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Bosmina longirostris,44.0974585898129
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Diaphanosoma sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Alona sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Chydorus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Ceriodaphnia sp.,22.0487292949065
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Daphnia sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Diaptomus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Ilyocryptus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Macrothrix sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Limnoithona tetraspina,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Camptocercus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Acartiella sinensis,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Eurytemora affinis,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Monospilus sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Microcyclops rubellus,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Eucyclops sp.,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Calanoida,0
2014,Oct,2014-10-07,Downstream,After,C,NF,LIB,Pleuroxus sp.,0
