Date,Station,Flow,DO,Turbidity,Conductivity,pH,Chl,Temperature
8/21/2019 0:15,RVB,75200,8,4.13,134,7.4,1.99,21.94444444
8/21/2019 0:30,RVB,72600,7.9,3.99,134,7.4,2.05,21.94444444
8/21/2019 0:45,RVB,71000,7.9,4.29,134,7.4,2.03,21.94444444
8/21/2019 1:00,RVB,67100,7.9,3.51,134,7.4,1.89,21.88888889
8/21/2019 1:15,RVB,63100,7.9,4.01,134,7.4,2.03,21.88888889
8/21/2019 1:30,RVB,59400,7.9,4.09,134,7.4,1.97,21.88888889
8/21/2019 1:45,RVB,53700,7.9,3.61,134,7.4,2.12,21.83333333
8/21/2019 2:00,RVB,48900,7.9,3.85,134,7.4,1.86,21.83333333
8/21/2019 2:15,RVB,43400,7.9,3.75,135,7.4,1.9,21.83333333
8/21/2019 2:30,RVB,36600,7.9,4.2,135,7.3,1.73,21.83333333
8/21/2019 2:45,RVB,27900,7.9,3.96,135,7.3,1.73,21.83333333
8/21/2019 3:00,RVB,17100,7.9,3.67,135,7.4,1.75,21.77777778
8/21/2019 3:15,RVB,7670,7.9,4.99,135,7.3,1.74,21.77777778
8/21/2019 3:30,RVB,-2090,7.8,3.38,135,7.3,1.65,21.77777778
8/21/2019 3:45,RVB,-13700,7.9,3.26,135,7.3,1.62,21.77777778
8/21/2019 4:00,RVB,-22100,7.9,3.32,135,7.3,1.73,21.77777778
8/21/2019 4:15,RVB,-31400,7.8,3.11,135,7.3,1.73,21.77777778
8/21/2019 4:30,RVB,-39700,7.9,3.06,135,7.4,1.69,21.77777778
8/21/2019 4:45,RVB,-45000,7.9,3.49,135,7.4,1.77,21.77777778
8/21/2019 5:00,RVB,-48200,7.9,3.07,135,7.4,1.75,21.77777778
8/21/2019 5:15,RVB,-51200,7.9,3.77,135,7.3,1.82,21.77777778
8/21/2019 5:30,RVB,-52600,7.9,3.25,135,7.4,1.9,21.77777778
8/21/2019 5:45,RVB,-52400,7.9,3.4,134,7.4,2.05,21.77777778
8/21/2019 6:00,RVB,-51300,7.9,3.17,134,7.4,1.94,21.77777778
8/21/2019 6:15,RVB,-49200,7.9,3.06,134,7.4,1.87,21.77777778
8/21/2019 6:30,RVB,-45900,7.9,3.02,134,7.4,1.72,21.77777778
8/21/2019 6:45,RVB,-41500,7.9,3.04,134,7.4,1.81,21.77777778
8/21/2019 7:00,RVB,-36800,7.8,3.17,134,7.4,1.86,21.77777778
8/21/2019 7:15,RVB,-30500,7.9,2.71,134,7.4,1.72,21.77777778
8/21/2019 7:30,RVB,-22500,7.9,2.72,134,7.4,1.61,21.77777778
8/21/2019 7:45,RVB,-14800,7.9,3.14,134,7.4,1.7,21.77777778
8/21/2019 8:00,RVB,-4510,7.9,2.46,134,7.5,1.52,21.77777778
8/21/2019 8:15,RVB,6930,8,2.49,134,7.5,1.65,21.83333333
8/21/2019 8:30,RVB,18500,8,2.41,134,7.5,1.58,21.83333333
8/21/2019 8:45,RVB,29600,8,2.39,134,7.5,1.53,21.83333333
8/21/2019 9:00,RVB,42500,8,2.6,134,7.5,1.55,21.88888889
8/21/2019 9:15,RVB,49800,8,3.23,134,7.5,1.57,21.83333333
8/21/2019 9:30,RVB,56900,8,3.1,135,7.5,1.45,21.83333333
8/21/2019 9:45,RVB,61500,8,3.89,135,7.5,1.49,21.83333333
8/21/2019 10:00,RVB,65600,8,3.46,135,7.5,1.5,21.83333333
8/21/2019 10:15,RVB,68800,8,3.6,135,7.5,1.49,21.88888889
8/21/2019 10:30,RVB,70600,8,3.78,135,7.5,1.49,21.88888889
8/21/2019 10:45,RVB,71200,8,3.98,134,7.4,1.45,21.83333333
8/21/2019 11:00,RVB,72300,8.1,3.74,132,7.4,1.41,21.72222222
8/21/2019 11:15,RVB,72300,8.1,3.7,131,7.4,1.37,21.72222222
8/21/2019 11:30,RVB,69400,8.1,3.74,132,7.5,1.53,21.83333333
8/21/2019 11:45,RVB,68400,8.1,3.84,133,7.5,1.41,21.88888889
8/21/2019 12:00,RVB,66900,8.1,3.11,133,7.5,1.47,21.88888889
8/21/2019 12:15,RVB,64000,8.1,4.11,134,7.5,1.74,21.88888889
8/21/2019 12:30,RVB,61200,8.1,3.32,134,7.5,1.56,21.94444444
8/21/2019 12:45,RVB,58300,8.1,3.85,134,7.5,1.35,21.94444444
8/21/2019 13:00,RVB,54300,8.1,3.28,134,7.5,1.42,21.94444444
8/21/2019 13:15,RVB,50900,8.1,3.1,134,7.5,1.45,21.94444444
8/21/2019 13:30,RVB,47200,8.1,3.1,134,7.5,1.52,21.94444444
8/21/2019 13:45,RVB,41800,8.1,3.29,134,7.5,1.43,21.94444444
8/21/2019 14:00,RVB,34900,8.1,3.61,134,7.5,1.55,21.88888889
8/21/2019 14:15,RVB,25800,8.1,3.38,134,7.5,1.56,21.83333333
8/21/2019 14:30,RVB,13700,8.1,3.67,134,7.5,1.5,21.88888889
8/21/2019 14:45,RVB,2370,8.2,3.71,134,7.5,1.54,22.05555556
8/21/2019 15:00,RVB,-10100,8.3,3.26,134,7.5,1.66,22.11111111
8/21/2019 15:15,RVB,-23400,8.2,3.36,134,7.5,1.59,22
8/21/2019 15:30,RVB,-34200,8.2,3.4,134,7.4,1.65,22.05555556
8/21/2019 15:45,RVB,-45000,8.2,3.12,134,7.3,1.64,22.05555556
8/21/2019 16:00,RVB,-52300,8.1,2.94,133,7.3,1.56,22
8/21/2019 16:15,RVB,-58200,8,3.43,133,7.4,1.63,21.88888889
8/21/2019 16:30,RVB,-65500,8,3.64,133,7.5,1.53,21.88888889
8/21/2019 16:45,RVB,-69700,8,3.66,133,7.5,1.59,21.88888889
8/21/2019 17:00,RVB,-73600,8,3.79,133,7.5,1.64,21.94444444
8/21/2019 17:15,RVB,-75900,8,4.04,133,7.5,1.67,21.94444444
8/21/2019 17:30,RVB,-76100,8,4.05,133,7.5,1.75,21.94444444
8/21/2019 17:45,RVB,-75800,8,4.02,133,7.5,1.73,21.94444444
8/21/2019 18:00,RVB,-73700,8,3.56,133,7.5,1.69,21.94444444
8/21/2019 18:15,RVB,-72100,8,4.23,133,7.5,1.65,21.94444444
8/21/2019 18:30,RVB,-70400,8,4.31,133,7.5,1.78,21.94444444
8/21/2019 18:45,RVB,-70300,8,4.3,133,7.5,1.85,21.94444444
8/21/2019 19:00,RVB,-68200,8,4.35,133,7.5,1.96,22
8/21/2019 19:15,RVB,-64200,8,3.76,132,7.5,1.97,22
8/21/2019 19:30,RVB,-60100,8,4.24,132,7.5,2.23,22.05555556
8/21/2019 19:45,RVB,-55100,8,3.63,133,7.5,1.98,22.05555556
8/21/2019 20:00,RVB,-46400,8,3.97,133,7.5,1.93,22.11111111
8/21/2019 20:15,RVB,-38700,8,3.63,133,7.5,1.93,22.11111111
8/21/2019 20:30,RVB,-33500,8,3.66,133,7.5,1.86,22.11111111
8/21/2019 20:45,RVB,-17400,8,3.2,133,7.5,1.98,22.16666667
8/21/2019 21:00,RVB,-5610,7.9,3.49,133,7.5,2.11,22.11111111
8/21/2019 21:15,RVB,1100,8,3.61,133,7.5,1.91,22.16666667
8/21/2019 21:30,RVB,26900,8,3.46,133,7.4,2.08,22.16666667
8/21/2019 21:45,RVB,38700,8,3.19,133,7.4,2.17,22.16666667
8/21/2019 22:00,RVB,52600,8.1,3.16,133,7.3,1.94,22.16666667
8/21/2019 22:15,RVB,62800,8,3.2,133,7.3,1.95,22.11111111
8/21/2019 22:30,RVB,70000,8,3.54,133,7.3,1.87,22.11111111
8/21/2019 22:45,RVB,75400,8.1,3.29,134,7.3,1.96,22.16666667
8/21/2019 23:00,RVB,77100,8.1,3.56,134,7.4,1.88,22.22222222
8/21/2019 23:15,RVB,77000,8.1,3.62,134,7.4,1.8,22.22222222
8/21/2019 23:30,RVB,80100,8.1,4.11,133,7.4,1.85,22.16666667
8/21/2019 23:45,RVB,78800,8.1,4.1,132,7.4,1.85,22.11111111
8/22/2019 0:00,RVB,79700,8,3.83,132,7.4,1.71,22.11111111
8/22/2019 0:15,RVB,78100,8,3.72,132,7.4,1.85,22.05555556
8/22/2019 0:30,RVB,77200,8,4.04,132,7.3,1.93,22.05555556
8/22/2019 0:45,RVB,75400,8,4.33,132,7.3,1.89,22.05555556
8/22/2019 1:00,RVB,74100,8,4.29,132,7.4,1.82,22
8/22/2019 1:15,RVB,72100,8,4.63,132,7.4,1.79,22
8/22/2019 1:30,RVB,70000,8,4.66,132,7.4,1.66,22
8/22/2019 1:45,RVB,67600,8,4.39,132,7.3,1.85,22
8/22/2019 2:00,RVB,65100,8,4.36,132,7.3,1.88,21.94444444
8/22/2019 2:15,RVB,61800,8,4.38,132,7.4,1.89,21.94444444
8/22/2019 2:30,RVB,59400,8,3.9,132,7.4,1.81,21.94444444
8/22/2019 2:45,RVB,56200,8,4.2,132,7.3,1.84,21.94444444
8/22/2019 3:00,RVB,51900,8,3.62,132,7.4,1.85,21.88888889
8/22/2019 3:15,RVB,47100,8,4.12,132,7.3,1.86,21.88888889
8/22/2019 3:30,RVB,40000,7.9,3.67,132,7.4,1.54,21.88888889
8/22/2019 3:45,RVB,31500,7.9,3.57,132,7.3,1.63,21.88888889
8/22/2019 4:00,RVB,23200,8,3.48,132,7.4,1.49,21.88888889
8/22/2019 4:15,RVB,13400,7.9,3.99,132,7.4,1.59,21.88888889
8/22/2019 4:30,RVB,2950,7.9,3.55,132,7.3,1.74,21.88888889
8/22/2019 4:45,RVB,-6630,7.9,3.52,132,7.3,1.62,21.83333333
8/22/2019 5:00,RVB,-16200,8,3.49,132,7.4,1.63,21.83333333
8/22/2019 5:15,RVB,-26200,8,3.38,132,7.3,1.57,21.83333333
8/22/2019 5:30,RVB,-33900,8,3.22,133,7.4,1.61,21.83333333
8/22/2019 5:45,RVB,-40400,8,3,132,7.4,1.66,21.83333333
8/22/2019 6:00,RVB,-43900,7.9,3.15,132,7.4,1.57,21.83333333
8/22/2019 6:15,RVB,-45300,8,3.54,132,7.5,1.62,21.83333333
8/22/2019 6:30,RVB,-46900,7.9,3.27,132,7.5,1.56,21.88888889
8/22/2019 6:45,RVB,-46200,7.9,2.91,132,7.5,1.75,21.88888889
8/22/2019 7:00,RVB,-45900,8,3.22,132,7.5,1.56,21.88888889
8/22/2019 7:15,RVB,-44300,7.9,3.17,132,7.5,1.63,21.88888889
8/22/2019 7:30,RVB,-41800,7.9,2.75,132,7.5,1.77,21.88888889
8/22/2019 7:45,RVB,-38600,7.9,3.39,132,7.5,1.56,21.88888889
8/22/2019 8:00,RVB,-35200,7.9,3.07,132,7.5,1.52,21.88888889
8/22/2019 8:15,RVB,-29600,7.9,2.73,132,7.5,1.32,21.94444444
8/22/2019 8:30,RVB,-22400,7.9,2.46,132,7.5,1.39,21.94444444
8/22/2019 8:45,RVB,-15900,7.9,2.39,132,7.5,1.43,22
8/22/2019 9:00,RVB,-8020,8,2.66,132,7.5,1.17,22.05555556
8/22/2019 9:15,RVB,143,8.1,2.58,132,7.5,1.3,22
8/22/2019 9:30,RVB,9990,8.1,3.08,132,7.5,1.47,22.11111111
8/22/2019 9:45,RVB,19600,8.1,2.69,132,7.5,1.46,22.11111111
8/22/2019 10:00,RVB,28600,8.1,2.58,132,7.5,1.38,22.05555556
8/22/2019 10:15,RVB,36900,8.1,2.72,132,7.5,1.46,22.05555556
8/22/2019 10:30,RVB,45600,8.1,2.62,132,7.5,1.29,22
8/22/2019 10:45,RVB,50800,8.1,2.76,133,7.5,1.28,22.05555556
8/22/2019 11:00,RVB,53300,8.1,2.86,132,7.5,1.41,22.05555556
8/22/2019 11:15,RVB,57600,8.1,3.13,132,7.5,1.37,22.05555556
8/22/2019 11:30,RVB,60500,8.1,3.87,132,7.5,1.52,22.11111111
8/22/2019 11:45,RVB,62100,8.1,3.09,133,7.5,1.32,22.05555556
8/22/2019 12:00,RVB,62200,8.1,4.04,132,7.5,1.58,22.05555556
8/22/2019 12:15,RVB,61500,8.2,3.19,132,7.5,1.52,22
8/22/2019 12:30,RVB,61500,8.2,2.97,132,7.5,1.31,22
8/22/2019 12:45,RVB,59400,8.2,2.81,132,7.5,1.47,22
8/22/2019 13:00,RVB,58000,8.2,4.28,131,7.5,1.64,22.05555556
8/22/2019 13:15,RVB,53900,8.2,3.29,131,7.5,1.47,22.05555556
8/22/2019 13:30,RVB,48700,8.3,2.95,131,7.5,1.51,22.11111111
8/22/2019 13:45,RVB,44400,8.3,2.99,130,7.6,1.59,22.16666667
8/22/2019 14:00,RVB,40200,8.3,3.04,130,7.6,1.38,22.22222222
8/22/2019 14:15,RVB,34600,8.3,2.88,130,7.5,1.47,22.16666667
8/22/2019 14:30,RVB,27800,8.3,3.2,130,7.5,1.5,22.16666667
8/22/2019 14:45,RVB,20500,8.2,3.21,130,7.5,1.4,22.16666667
8/22/2019 15:00,RVB,11300,8.3,3.12,130,7.5,1.3,22.16666667
8/22/2019 15:15,RVB,1410,8.4,2.86,130,7.5,1.29,22.22222222
8/22/2019 15:30,RVB,-8760,8.6,2.89,131,7.6,1.55,22.5
8/22/2019 15:45,RVB,-18800,8.4,2.81,130,7.5,1.64,22.33333333
8/22/2019 16:00,RVB,-28900,8.3,2.62,130,7.5,1.62,22.38888889
8/22/2019 16:15,RVB,-38300,8.4,2.58,131,7.5,1.62,22.5
8/22/2019 16:30,RVB,-45600,8.3,2.59,130,7.5,1.64,22.38888889
8/22/2019 16:45,RVB,-52500,8.3,2.84,130,7.5,1.74,22.33333333
8/22/2019 17:00,RVB,-59800,8.2,2.76,130,7.5,1.57,22.22222222
8/22/2019 17:15,RVB,-66100,8.2,2.84,130,7.5,1.58,22.22222222
8/22/2019 17:30,RVB,-68400,8.2,3.17,130,7.5,1.54,22.16666667
8/22/2019 17:45,RVB,-71500,8.2,2.94,131,7.5,1.65,22.22222222
8/22/2019 18:00,RVB,-74200,8.2,3.65,131,7.5,1.7,22.22222222
8/22/2019 18:15,RVB,-74300,8.1,2.82,131,7.5,1.73,22.22222222
8/22/2019 18:30,RVB,-73600,8.1,3.35,131,7.5,1.74,22.22222222
8/22/2019 18:45,RVB,-70700,8.1,3.23,131,7.5,1.84,22.22222222
8/22/2019 19:00,RVB,-67400,8.1,2.78,131,7.5,1.93,22.22222222
8/22/2019 19:15,RVB,-65500,8.1,3.24,131,7.5,2.11,22.22222222
8/22/2019 19:30,RVB,-63200,8.1,3.34,131,7.5,1.96,22.22222222
8/22/2019 19:45,RVB,-62900,8.1,3.27,131,7.5,2.02,22.22222222
8/22/2019 20:00,RVB,-58000,8.1,3.89,132,7.5,2.01,22.27777778
8/22/2019 20:15,RVB,-55200,8.1,3.27,132,7.5,2.05,22.27777778
8/22/2019 20:30,RVB,-47900,8.1,2.76,132,7.5,2.17,22.33333333
8/22/2019 20:45,RVB,-39300,8.1,2.96,132,7.5,2.03,22.38888889
8/22/2019 21:00,RVB,-32000,8,3.07,132,7.5,1.97,22.38888889
8/22/2019 21:15,RVB,-21400,8,2.61,132,7.5,2.03,22.44444444
8/22/2019 21:30,RVB,-10200,8,3.19,132,7.5,1.76,22.44444444
8/22/2019 21:45,RVB,3230,8,2.77,132,7.5,1.76,22.44444444
8/22/2019 22:00,RVB,16100,8.1,2.95,132,7.5,2.06,22.5
8/22/2019 22:15,RVB,30600,8.1,2.71,132,7.5,2.32,22.5
8/22/2019 22:30,RVB,42300,8.1,2.66,132,7.4,2.27,22.5
8/22/2019 22:45,RVB,50900,8.1,2.51,132,7.5,2.34,22.44444444
8/22/2019 23:00,RVB,61800,8.1,2.86,132,7.4,2.13,22.44444444
8/22/2019 23:15,RVB,68700,8.2,2.62,131,7.5,1.75,22.5
8/22/2019 23:30,RVB,74600,8.2,2.78,130,7.5,1.71,22.61111111
8/22/2019 23:45,RVB,77200,8.2,3.05,131,7.5,1.86,22.5
8/23/2019 0:00,RVB,79300,8.2,3.16,130,7.5,1.66,22.5
8/23/2019 0:15,RVB,81600,8.2,3.25,130,7.5,1.7,22.44444444
8/23/2019 0:30,RVB,80400,8.2,3.23,130,7.5,1.64,22.44444444
8/23/2019 0:45,RVB,80800,8.1,2.97,130,7.5,1.91,22.38888889
8/23/2019 1:00,RVB,81100,8.1,3.16,130,7.5,1.83,22.38888889
8/23/2019 1:15,RVB,80700,8.1,4.39,129,7.5,2.02,22.33333333
8/23/2019 1:30,RVB,78600,8.1,3.34,130,7.4,1.98,22.33333333
8/23/2019 1:45,RVB,78300,8.1,3.47,130,7.5,1.78,22.27777778
8/23/2019 2:00,RVB,75600,8.1,3.71,130,7.4,1.85,22.27777778
8/23/2019 2:15,RVB,74600,8.1,2.88,130,7.5,1.9,22.27777778
8/23/2019 2:30,RVB,71600,8,2.94,130,7.4,1.86,22.22222222
8/23/2019 2:45,RVB,69900,8,2.9,130,7.5,1.85,22.22222222
8/23/2019 3:00,RVB,67700,8,2.7,130,7.5,1.72,22.22222222
8/23/2019 3:15,RVB,65800,8,2.93,131,7.5,1.66,22.22222222
8/23/2019 3:30,RVB,64200,8,3.29,131,7.4,1.83,22.16666667
8/23/2019 3:45,RVB,60500,8,3.25,131,7.3,1.82,22.16666667
8/23/2019 4:00,RVB,56400,8,3.1,132,7.4,1.71,22.16666667
8/23/2019 4:15,RVB,51400,8,3.1,132,7.4,1.69,22.16666667
8/23/2019 4:30,RVB,45200,8,3.17,132,7.4,1.67,22.16666667
8/23/2019 4:45,RVB,39500,8,2.99,133,7.3,1.53,22.16666667
8/23/2019 5:00,RVB,31800,7.9,3,133,7.4,1.51,22.16666667
8/23/2019 5:15,RVB,22800,7.9,3.45,133,7.4,1.89,22.16666667
8/23/2019 5:30,RVB,13800,7.8,2.56,133,7.4,1.51,22.16666667
8/23/2019 5:45,RVB,3650,7.8,2.19,134,7.4,1.56,22.16666667
8/23/2019 6:00,RVB,-7490,7.8,3.64,133,7.4,1.43,22.11111111
8/23/2019 6:15,RVB,-17400,7.8,2.54,133,7.4,1.41,22.11111111
8/23/2019 6:30,RVB,-27200,7.9,3.11,134,7.4,1.53,22.11111111
8/23/2019 6:45,RVB,-35000,7.9,3.06,133,7.4,1.56,22.11111111
8/23/2019 7:00,RVB,-40200,7.9,2.48,133,7.4,1.49,22.16666667
8/23/2019 7:15,RVB,-45100,8,2.77,134,7.5,1.37,22.16666667
8/23/2019 7:30,RVB,-47500,8,2.71,133,7.4,1.36,22.16666667
8/23/2019 7:45,RVB,-50100,8,2.84,133,7.4,1.4,22.16666667
8/23/2019 8:00,RVB,-50300,8,4.43,133,7.5,1.46,22.16666667
8/23/2019 8:15,RVB,-50100,8,2.57,132,7.4,1.51,22.16666667
8/23/2019 8:30,RVB,-48300,8,2.5,132,7.4,1.52,22.22222222
8/23/2019 8:45,RVB,-45700,8,2.47,132,7.4,1.39,22.22222222
8/23/2019 9:00,RVB,-41900,8,2.25,132,7.5,1.41,22.22222222
8/23/2019 9:15,RVB,-38200,7.9,2.46,132,7.5,1.37,22.22222222
8/23/2019 9:30,RVB,-34100,7.9,2.39,132,7.5,1.38,22.27777778
8/23/2019 9:45,RVB,-28600,8,2.32,132,7.5,1.22,22.27777778
8/23/2019 10:00,RVB,-21500,8,1.96,132,7.5,1.31,22.33333333
8/23/2019 10:15,RVB,-14700,8.1,2.6,132,7.5,1.42,22.33333333
8/23/2019 10:30,RVB,-8800,8.1,2.29,132,7.4,1.25,22.33333333
8/23/2019 10:45,RVB,-1600,8.1,2.26,132,7.5,1.31,22.33333333
8/23/2019 11:00,RVB,5470,8.1,2,132,7.5,1.23,22.44444444
8/23/2019 11:15,RVB,13200,8.2,2.07,132,7.6,1.18,22.61111111
8/23/2019 11:30,RVB,19600,8.2,2.13,132,7.5,1.44,22.61111111
8/23/2019 11:45,RVB,30200,8.3,2.01,132,7.6,1.34,22.77777778
8/23/2019 12:00,RVB,35900,8.3,2.14,132,7.5,1.38,22.66666667
8/23/2019 12:15,RVB,40900,8.2,2.36,132,7.5,1.41,22.5
8/23/2019 12:30,RVB,42500,8.2,2.32,133,7.5,1.41,22.44444444
8/23/2019 12:45,RVB,43300,8.1,2.14,133,7.5,1.35,22.44444444
8/23/2019 13:00,RVB,46000,8.2,2.27,133,7.5,1.41,22.5
8/23/2019 13:15,RVB,47600,8.2,3.93,133,7.4,1.63,22.5
8/23/2019 13:30,RVB,46400,8.2,2.62,133,7.4,1.37,22.5
8/23/2019 13:45,RVB,45900,8.2,2.4,133,7.4,1.47,22.5
8/23/2019 14:00,RVB,43200,8.1,2.44,133,7.4,1.43,22.5
8/23/2019 14:15,RVB,39400,8.3,2.58,134,7.4,1.38,22.55555556
8/23/2019 14:30,RVB,35300,8.2,2.53,134,7.4,1.43,22.5
8/23/2019 14:45,RVB,31200,8.1,2.92,134,7.4,1.57,22.44444444
8/23/2019 15:00,RVB,25400,8.1,2.69,134,7.4,1.57,22.44444444
8/23/2019 15:15,RVB,19200,8.2,2.4,134,7.4,1.58,22.44444444
8/23/2019 15:30,RVB,11200,8.2,2.42,134,7.4,1.57,22.5
8/23/2019 15:45,RVB,3280,8.4,2.28,134,7.5,1.39,22.61111111
8/23/2019 16:00,RVB,-4960,8.3,2.44,134,7.5,1.46,22.61111111
8/23/2019 16:15,RVB,-12500,8.3,2.37,134,7.4,1.55,22.55555556
8/23/2019 16:30,RVB,-18800,8.1,2.21,134,7.4,1.6,22.5
8/23/2019 16:45,RVB,-26900,8.1,2.17,134,7.3,1.67,22.5
8/23/2019 17:00,RVB,-34100,8.1,2.08,134,7.3,1.57,22.44444444
8/23/2019 17:15,RVB,-41500,8,2.2,135,7.3,1.68,22.44444444
8/23/2019 17:30,RVB,-50300,8,2.45,134,7.3,1.67,22.44444444
8/23/2019 17:45,RVB,-56200,8,2.7,134,7.3,1.73,22.44444444
8/23/2019 18:00,RVB,-63200,8,2.74,134,7.3,1.63,22.44444444
8/23/2019 18:15,RVB,-67600,8,2.91,134,7.4,1.65,22.5
8/23/2019 18:30,RVB,-66100,8,2.8,134,7.3,1.54,22.5
8/23/2019 18:45,RVB,-66100,8,3.06,133,7.4,1.64,22.5
8/23/2019 19:00,RVB,-66800,8,2.92,133,7.4,1.7,22.5
8/23/2019 19:15,RVB,-65400,8,3.21,133,7.4,1.81,22.5
8/23/2019 19:30,RVB,-64400,8,3.02,132,7.5,1.74,22.5
8/23/2019 19:45,RVB,-63800,8,2.84,132,7.5,1.76,22.5
8/23/2019 20:00,RVB,-61700,8,3.02,132,7.5,1.9,22.44444444
8/23/2019 20:15,RVB,-60000,8,2.74,131,7.5,1.93,22.44444444
8/23/2019 20:30,RVB,-57200,8.1,3.09,131,7.5,1.83,22.44444444
8/23/2019 20:45,RVB,-52600,8.1,2.96,131,7.5,1.98,22.44444444
8/23/2019 21:00,RVB,-47700,8.1,2.67,131,7.5,2.07,22.44444444
8/23/2019 21:15,RVB,-42700,8.1,2.61,131,7.4,2.04,22.44444444
8/23/2019 21:30,RVB,-33800,8.1,2.89,130,7.4,1.91,22.5
8/23/2019 21:45,RVB,-25400,8.1,2.66,130,7.4,2.11,22.5
8/23/2019 22:00,RVB,-17900,8.1,2.8,130,7.4,2.23,22.5
8/23/2019 22:15,RVB,-5080,8.1,2.99,130,7.4,2.15,22.5
8/23/2019 22:30,RVB,7820,8.1,2.71,130,7.5,1.94,22.5
8/23/2019 22:45,RVB,22400,8.2,2.73,130,7.5,2.17,22.5
8/23/2019 23:00,RVB,37000,8.2,2.94,130,7.4,2.25,22.5
8/23/2019 23:15,RVB,48400,8.2,2.5,130,7.4,2.3,22.5
8/23/2019 23:30,RVB,56500,8.1,2.5,130,7.3,1.94,22.44444444
8/23/2019 23:45,RVB,65400,8.1,2.8,131,7.4,2.06,22.38888889
8/24/2019 0:00,RVB,73100,8.1,2.65,132,7.4,2.01,22.5
8/24/2019 0:15,RVB,75300,8.1,2.92,132,7.4,1.95,22.55555556
8/24/2019 0:30,RVB,76600,8.1,2.82,132,7.4,1.84,22.61111111
8/24/2019 0:45,RVB,78900,8.1,3.22,132,7.4,1.71,22.61111111
8/24/2019 1:00,RVB,82600,8.1,3.66,132,7.3,1.75,22.55555556
8/24/2019 1:15,RVB,85200,8,3.42,132,7.3,1.94,22.55555556
8/24/2019 1:30,RVB,86800,8,3.67,132,7.3,1.84,22.55555556
8/24/2019 1:45,RVB,85000,8,3.94,132,7.3,1.81,22.5
8/24/2019 2:00,RVB,86500,8,3.67,132,7.3,1.87,22.5
8/24/2019 2:15,RVB,85100,8,3.88,133,7.4,1.81,22.5
8/24/2019 2:30,RVB,83400,7.9,3.91,133,7.4,1.68,22.44444444
8/24/2019 2:45,RVB,83100,7.9,3.67,133,7.4,1.79,22.44444444
8/24/2019 3:00,RVB,80500,7.9,3.64,133,7.4,1.67,22.38888889
8/24/2019 3:15,RVB,79000,7.9,3.8,134,7.4,1.62,22.38888889
8/24/2019 3:30,RVB,77900,7.9,3.43,134,7.4,1.57,22.33333333
8/24/2019 3:45,RVB,77900,7.8,3.27,134,7.3,1.63,22.33333333
8/24/2019 4:00,RVB,77600,7.8,3.53,135,7.4,1.63,22.33333333
8/24/2019 4:15,RVB,73400,7.8,3.44,135,7.4,1.58,22.27777778
8/24/2019 4:30,RVB,72400,7.8,3.44,135,7.3,1.49,22.27777778
8/24/2019 4:45,RVB,69100,7.8,3.61,135,7.3,1.58,22.27777778
8/24/2019 5:00,RVB,66800,7.8,3.42,136,7.4,1.59,22.22222222
8/24/2019 5:15,RVB,63300,7.8,3.75,136,7.4,1.7,22.22222222
8/24/2019 5:30,RVB,59600,7.8,3.34,136,7.3,1.57,22.22222222
8/24/2019 5:45,RVB,52500,7.8,3.31,136,7.4,1.49,22.22222222
8/24/2019 6:00,RVB,47600,7.8,3.44,136,7.4,1.53,22.22222222
8/24/2019 6:15,RVB,40000,7.8,3.67,137,7.4,1.5,22.22222222
8/24/2019 6:30,RVB,31900,7.7,3.27,137,7.4,1.47,22.22222222
8/24/2019 6:45,RVB,22600,7.7,3.4,137,7.4,1.45,22.16666667
8/24/2019 7:00,RVB,11400,7.8,3.25,137,7.4,1.43,22.22222222
8/24/2019 7:15,RVB,968,7.8,3.03,137,7.3,1.37,22.22222222
8/24/2019 7:30,RVB,-9500,7.8,2.98,137,7.2,1.37,22.16666667
8/24/2019 7:45,RVB,-18900,7.8,3.17,137,7.2,1.51,22.16666667
8/24/2019 8:00,RVB,-27900,7.8,2.88,138,7.3,1.32,22.22222222
8/24/2019 8:15,RVB,-34900,7.8,2.72,137,7.3,1.37,22.22222222
8/24/2019 8:30,RVB,-40700,,,,,,
8/24/2019 8:45,RVB,-43400,7.8,2.71,137,7.4,1.39,22.22222222
8/24/2019 9:00,RVB,-45600,7.8,2.52,137,7.4,1.39,22.22222222
8/24/2019 9:15,RVB,-47800,7.8,2.66,137,7.3,1.26,22.22222222
8/24/2019 9:30,RVB,-46900,7.8,2.88,137,7.4,1.31,22.27777778
8/24/2019 9:45,RVB,-46100,7.8,2.6,137,7.4,1.44,22.27777778
8/24/2019 10:00,RVB,-44500,7.8,2.63,137,7.4,1.31,22.27777778
8/24/2019 10:15,RVB,-43200,7.8,2.55,137,7.4,1.3,22.33333333
8/24/2019 10:30,RVB,-40000,7.8,2.62,137,7.4,1.36,22.33333333
8/24/2019 10:45,RVB,-36000,7.8,2.43,137,7.3,1.33,22.38888889
8/24/2019 11:00,RVB,-31800,7.9,2.42,137,7.4,1.37,22.38888889
8/24/2019 11:15,RVB,-27400,7.9,2.76,137,7.4,1.52,22.38888889
8/24/2019 11:30,RVB,-21400,7.9,2.13,136,7.4,1.27,22.44444444
8/24/2019 11:45,RVB,-14200,7.9,2.48,136,7.4,1.31,22.44444444
8/24/2019 12:00,RVB,-6690,7.8,2.07,136,7.4,1.39,22.5
8/24/2019 12:15,RVB,961,7.8,2.09,136,7.3,1.3,22.44444444
