Date,Time,StationCode,Depth,VolumeReceived,VolumeAnalyzed,PercentOfSampleCounted,FieldOfView,Slide_ChamberArea,AreaCounted,NumberOf FieldsCounted,Factor,BSA_TaxonID,Taxon,Diatom/SoftBody,Genus,Species,Synonym,UnitAbundance,NumberOfCellsPerUnit,Colony_Filament_IndividualGroupCode,Comments,Shape,Biovolume1,Biovolume2,Biovolume3,Biovolume4,Biovolume5,Biovolume6,Biovolume7,Biovolume8,Biovolume9,Biovolume10,,orgs/ml,cells/ml,biovol/ml
10/23/2018,NA,US3,NA,64,2,0.03125,0.0683,314.159,0.4098,6,383.3077111,1860,Skeletonema potamos,Diatom,Skeletonema,potamos,NA,1,1,i,Low sediment and detritus.,cylinder + 2 half spheres,34.48209184,NA,NA,NA,NA,NA,NA,NA,NA,NA,,383.3077111,383.3077111,13217.2517
10/23/2018,NA,US3,NA,64,2,0.03125,0.0683,314.159,0.4098,6,383.3077111,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,4,4,i,Low sediment and detritus.,sphere,11.49403061,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1533.230844,6132.923378,70492.00903
10/23/2018,NA,US3,NA,64,2,0.03125,0.0683,314.159,0.4098,6,383.3077111,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,NA,2,2,i,Low sediment and detritus.,cone + half sphere,76.35320336,NA,NA,NA,NA,NA,NA,NA,NA,NA,,766.6154222,1533.230844,117067.0865
10/23/2018,NA,US3,NA,64,2,0.03125,0.0683,314.159,0.4098,6,383.3077111,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,393,811,c,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,150639.9305,122168983.6,21990417.05
10/23/2018,NA,US4,NA,62.5,2,0.032,0.0683,314.159,0.6147,9,255.5384741,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,10,10,i,Low sediment and detritus.,sphere,6.370620922,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2555.384741,25553.84741,162793.8749
10/23/2018,NA,US4,NA,62.5,2,0.032,0.0683,314.159,0.6147,9,255.5384741,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,419,849,c,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,107070.6206,90902956.93,16362532.25
10/23/2018,NA,US5,NA,63,2,0.031746032,0.0683,314.159,0.5464,8,287.4807833,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,1,i,Low sediment and detritus.,prism on parallelogram,3262.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,,287.4807833,287.4807833,937909.5053
10/23/2018,NA,US5,NA,63,2,0.031746032,0.0683,314.159,0.5464,8,287.4807833,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,2,2,i,Low sediment and detritus.,sphere,11.49403061,NA,NA,NA,NA,NA,NA,NA,NA,NA,,574.9615666,1149.923133,13217.25169
10/23/2018,NA,US5,NA,63,2,0.031746032,0.0683,314.159,0.5464,8,287.4807833,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,NA,1,1,i,Low sediment and detritus.,cone + half sphere,902.578807,NA,NA,NA,NA,NA,NA,NA,NA,NA,,287.4807833,287.4807833,259474.0624
10/23/2018,NA,US5,NA,63,2,0.031746032,0.0683,314.159,0.5464,8,287.4807833,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,430,874,c,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,123616.7368,108041028,19447385.04
10/23/2018,NA,US4,NA,62,2,0.032258065,0.0683,314.159,0.683,10,229.9846266,481,Gyrosigma sp.,Diatom,Gyrosigma,sp.,NA,2,2,i,Low sediment and detritus.,prism on parallelogram,2634.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,,459.9692532,919.9385064,2423531.998
10/23/2018,NA,US4,NA,62,2,0.032258065,0.0683,314.159,0.683,10,229.9846266,713,Nitzschia inconspicua,Diatom,Nitzschia,inconspicua,NA,2,2,i,Low sediment and detritus.,prism on parallelogram,2.6325,NA,NA,NA,NA,NA,NA,NA,NA,NA,,459.9692532,919.9385064,2421.738118
10/23/2018,NA,US4,NA,62,2,0.032258065,0.0683,314.159,0.683,10,229.9846266,1860,Skeletonema potamos,Diatom,Skeletonema,potamos,NA,1,1,i,Low sediment and detritus.,cylinder + 2 half spheres,57.26490252,NA,NA,NA,NA,NA,NA,NA,NA,NA,,229.9846266,229.9846266,13170.04722
10/23/2018,NA,US4,NA,62,2,0.032258065,0.0683,314.159,0.683,10,229.9846266,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,6,6,i,Low sediment and detritus.,sphere,6.370620922,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1379.90776,8279.446558,52745.21546
10/23/2018,NA,US4,NA,62,2,0.032258065,0.0683,314.159,0.683,10,229.9846266,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,428,884,c,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,98433.42018,87015143.44,15662725.82
10/23/2018,NA,US5,NA,61,3,0.049180328,0.0683,314.159,0.4781,7,219.0329778,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,NA,2,2,i,Moderate sediment and detritus. Ciliates observed.,cylinder,310.1880302,NA,NA,NA,NA,NA,NA,NA,NA,NA,,438.0659556,876.1319112,271765.6317
10/23/2018,NA,US5,NA,61,3,0.049180328,0.0683,314.159,0.4781,7,219.0329778,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,1,1,i,Moderate sediment and detritus. Ciliates observed.,sphere,3.591360968,NA,NA,NA,NA,NA,NA,NA,NA,NA,,219.0329778,219.0329778,786.6264872
10/23/2018,NA,US5,NA,61,3,0.049180328,0.0683,314.159,0.4781,7,219.0329778,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,NA,1,1,i,Moderate sediment and detritus. Ciliates observed.,cone + half sphere,172.0334684,NA,NA,NA,NA,NA,NA,NA,NA,NA,,219.0329778,219.0329778,37681.00286
10/23/2018,NA,US5,NA,61,3,0.049180328,0.0683,314.159,0.4781,7,219.0329778,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,417,867,c,Moderate sediment and detritus. Ciliates observed.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,91336.75174,79188963.76,14254013.48
10/23/2018,NA,RYI,NA,62,3,0.048387097,0.0683,314.159,1.1611,17,90.19004967,481,Gyrosigma sp.,Diatom,Gyrosigma,sp.,NA,1,1,i,Low sediment and detritus.,prism on parallelogram,2739.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,,90.19004967,90.19004967,247063.8262
10/23/2018,NA,RYI,NA,62,3,0.048387097,0.0683,314.159,1.1611,17,90.19004967,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,4,4,i,Low sediment and detritus.,sphere,9.202764307,NA,NA,NA,NA,NA,NA,NA,NA,NA,,360.7601987,1443.040795,13279.96432
10/23/2018,NA,RYI,NA,62,3,0.048387097,0.0683,314.159,1.1611,17,90.19004967,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,413,843,c,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,37248.49051,31400477.5,5652085.951
10/23/2018,NA,RYI,NA,62,3,0.048387097,0.0683,314.159,1.1611,17,90.19004967,1629,Peridinium sp.,Soft Body,Peridinium,sp.,NA,1,1,i,Low sediment and detritus.,ellipsoid,43994.50592,NA,NA,NA,NA,NA,NA,NA,NA,NA,,90.19004967,90.19004967,3967866.674
10/23/2018,NA,US655,NA,62.5,2,0.032,0.0683,314.159,0.8879,13,176.9112513,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,NA,1,1,i,NA,cylinder,30.10585697,NA,NA,NA,NA,NA,NA,NA,NA,NA,,176.9112513,176.9112513,5326.064828
10/23/2018,NA,US655,NA,62.5,2,0.032,0.0683,314.159,0.8879,13,176.9112513,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,1,i,NA,prism on parallelogram,65.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,,176.9112513,176.9112513,11581.31816
10/23/2018,NA,US655,NA,62.5,2,0.032,0.0683,314.159,0.8879,13,176.9112513,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,7,7,i,NA,sphere,7.23822336,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1238.378759,8668.651314,62745.63444
10/23/2018,NA,US655,NA,62.5,2,0.032,0.0683,314.159,0.8879,13,176.9112513,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,1,1,i,NA,cone + half sphere,538.6797979,NA,NA,NA,NA,NA,NA,NA,NA,NA,,176.9112513,176.9112513,95298.5171
10/23/2018,NA,US655,NA,62.5,2,0.032,0.0683,314.159,0.8879,13,176.9112513,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,NA,2,2,i,NA,cone + half sphere,118.3528583,NA,NA,NA,NA,NA,NA,NA,NA,NA,,353.8225026,707.6450052,83751.80903
10/23/2018,NA,US655,NA,62.5,2,0.032,0.0683,314.159,0.8879,13,176.9112513,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,401,824,c,NA,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,70941.41177,58455723.3,10522030.19
10/23/2018,NA,US653,NA,64,2,0.03125,0.0683,314.159,0.8196,12,191.6538555,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,NA,3,3,i,Low sediment and detritus. Ciliates observed.,cylinder,147.9343315,NA,NA,NA,NA,NA,NA,NA,NA,NA,,574.9615665,1724.8847,255169.6649
10/23/2018,NA,US653,NA,64,2,0.03125,0.0683,314.159,0.8196,12,191.6538555,1020,Carteria sp.,Soft Body,Carteria,sp.,NA,1,1,i,Low sediment and detritus. Ciliates observed.,sphere,954.7857496,NA,NA,NA,NA,NA,NA,NA,NA,NA,,191.6538555,191.6538555,182988.3701
10/23/2018,NA,US653,NA,64,2,0.03125,0.0683,314.159,0.8196,12,191.6538555,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,5,5,i,Low sediment and detritus. Ciliates observed.,sphere,6.370620922,NA,NA,NA,NA,NA,NA,NA,NA,NA,,958.2692775,4791.346388,30523.85154
10/23/2018,NA,US653,NA,64,2,0.03125,0.0683,314.159,0.8196,12,191.6538555,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,1,1,i,Low sediment and detritus. Ciliates observed.,cone + half sphere,337.3808479,NA,NA,NA,NA,NA,NA,NA,NA,NA,,191.6538555,191.6538555,64660.34027
10/23/2018,NA,US653,NA,64,2,0.03125,0.0683,314.159,0.8196,12,191.6538555,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,NA,1,1,i,Low sediment and detritus. Ciliates observed.,cone + half sphere,159.1309583,NA,NA,NA,NA,NA,NA,NA,NA,NA,,191.6538555,191.6538555,30498.06169
10/23/2018,NA,US653,NA,64,2,0.03125,0.0683,314.159,0.8196,12,191.6538555,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,414,840,c,Low sediment and detritus. Ciliates observed.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,79344.69618,66649544.79,11996918.06
10/23/2018,NA,US649,NA,64,2,0.03125,0.0683,314.159,0.6147,9,255.5384741,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,2,2,i,Low sediment and detritus.,sphere,11.49403061,NA,NA,NA,NA,NA,NA,NA,NA,NA,,511.0769482,1022.153896,11748.66817
10/23/2018,NA,US649,NA,64,2,0.03125,0.0683,314.159,0.6147,9,255.5384741,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,404,826,c,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,103237.5435,85274210.96,15349357.97
10/23/2018,NA,US2,NA,62.5,2,0.032,0.0683,314.159,0.5464,8,287.4807833,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,NA,1,1,i,Low sediment and detritus.,elliptic prism,45.56562136,NA,NA,NA,NA,NA,NA,NA,NA,NA,,287.4807833,287.4807833,13099.24052
10/23/2018,NA,US2,NA,62.5,2,0.032,0.0683,314.159,0.5464,8,287.4807833,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,3,3,i,Low sediment and detritus.,sphere,8.181223958,NA,NA,NA,NA,NA,NA,NA,NA,NA,,862.4423499,2587.32705,21167.50205
10/23/2018,NA,US2,NA,62.5,2,0.032,0.0683,314.159,0.5464,8,287.4807833,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,401,820,c,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,115279.7941,94529431.16,17015297.61
10/23/2018,NA,US3,NA,62,3,0.048387097,0.0683,314.159,0.5464,8,191.6538555,1860,Skeletonema potamos,Diatom,Skeletonema,potamos,NA,2,2,i,Low sediment and detritus.,cylinder + 2 half spheres,40.0238566,NA,NA,NA,NA,NA,NA,NA,NA,NA,,383.307711,766.615422,30682.90572
10/23/2018,NA,US3,NA,62,3,0.048387097,0.0683,314.159,0.5464,8,191.6538555,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,4,4,i,Low sediment and detritus.,sphere,4.849044165,NA,NA,NA,NA,NA,NA,NA,NA,NA,,766.615422,3066.461688,14869.40816
10/23/2018,NA,US3,NA,62,3,0.048387097,0.0683,314.159,0.5464,8,191.6538555,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,1,1,i,Low sediment and detritus.,cone + half sphere,314.737838,NA,NA,NA,NA,NA,NA,NA,NA,NA,,191.6538555,191.6538555,60320.72012
10/23/2018,NA,US3,NA,62,3,0.048387097,0.0683,314.159,0.5464,8,191.6538555,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,448,925,c,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,85860.92726,79421357.72,14295844.39
10/23/2018,NA,US657,NA,61,3,0.049180328,0.0683,314.159,0.9562,14,109.5164889,88,Aulacoseira alpigena,Diatom,Aulacoseira,alpigena,NA,2,2,c,Low sediment and detritus.,cylinder,182.2624854,NA,NA,NA,NA,NA,NA,NA,NA,NA,,219.0329778,438.0659556,79842.98984
10/23/2018,NA,US657,NA,61,3,0.049180328,0.0683,314.159,0.9562,14,109.5164889,145,Cocconeis placentula,Diatom,Cocconeis,placentula,NA,1,1,i,Low sediment and detritus.,elliptic prism,161.0143415,NA,NA,NA,NA,NA,NA,NA,NA,NA,,109.5164889,109.5164889,17633.72534
10/23/2018,NA,US657,NA,61,3,0.049180328,0.0683,314.159,0.9562,14,109.5164889,749,cf. Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,1,i,Low sediment and detritus.,prism on parallelogram,72.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,,109.5164889,109.5164889,7942.135775
10/23/2018,NA,US657,NA,61,3,0.049180328,0.0683,314.159,0.9562,14,109.5164889,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,10,10,i,Low sediment and detritus.,sphere,6.370620922,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1095.164889,10951.64889,69768.80355
10/23/2018,NA,US657,NA,61,3,0.049180328,0.0683,314.159,0.9562,14,109.5164889,1235,cf. Scenedesmus sp.,Soft Body,Scenedesmus,sp.,NA,1,1,i,Low sediment and detritus.,prolate spheroid,23.52422592,NA,NA,NA,NA,NA,NA,NA,NA,NA,,109.5164889,109.5164889,2576.290627
10/23/2018,NA,US657,NA,61,3,0.049180328,0.0683,314.159,0.9562,14,109.5164889,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,1,1,i,Low sediment and detritus.,cone + half sphere,337.3808479,NA,NA,NA,NA,NA,NA,NA,NA,NA,,109.5164889,109.5164889,36948.76588
10/23/2018,NA,US657,NA,61,3,0.049180328,0.0683,314.159,0.9562,14,109.5164889,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,NA,1,1,i,Low sediment and detritus.,cone + half sphere,76.35320336,NA,NA,NA,NA,NA,NA,NA,NA,NA,,109.5164889,109.5164889,8361.934748
10/23/2018,NA,US657,NA,61,3,0.049180328,0.0683,314.159,0.9562,14,109.5164889,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,399,819,c,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,43697.07907,35787907.76,6441823.397
10/18/2018,3:04,I80,NA,58,1,0.017241379,0.0683,314.159,0.4098,6,766.6154222,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,2,2,i,Moderate sediment and detritus.,prism on parallelogram,148.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1533.230844,3066.461689,455878.5934
10/18/2018,3:04,I80,NA,58,1,0.017241379,0.0683,314.159,0.4098,6,766.6154222,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,4,4,i,Moderate sediment and detritus.,sphere,22.44927854,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3066.461689,12265.84676,275359.4103
10/18/2018,3:04,I80,NA,58,1,0.017241379,0.0683,314.159,0.4098,6,766.6154222,1085,cf. Dictyosphaerium sp.,Soft Body,Dictyosphaerium,sp.,NA,1,12,c,Moderate sediment and detritus.,sphere,5.292531953,NA,NA,NA,NA,NA,NA,NA,NA,NA,,766.6154222,9199.385066,48688.03941
10/18/2018,3:04,I80,NA,58,1,0.017241379,0.0683,314.159,0.4098,6,766.6154222,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,NA,1,1,i,Moderate sediment and detritus.,cylinder + 2 cones,18.57111659,NA,NA,NA,NA,NA,NA,NA,NA,NA,,766.6154222,766.6154222,14236.90439
10/18/2018,3:04,I80,NA,58,1,0.017241379,0.0683,314.159,0.4098,6,766.6154222,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,NA,2,2,i,Moderate sediment and detritus.,2 cones,23.52422592,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1533.230844,3066.461689,72136.13754
10/18/2018,3:04,I80,NA,58,1,0.017241379,0.0683,314.159,0.4098,6,766.6154222,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,NA,3,3,i,Moderate sediment and detritus.,2 cones,27.97481175,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2299.846267,6899.5388,193013.2991
10/18/2018,3:04,I80,NA,58,1,0.017241379,0.0683,314.159,0.4098,6,766.6154222,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,NA,1,1,i,Moderate sediment and detritus.,cone + half sphere,83.74222304,NA,NA,NA,NA,NA,NA,NA,NA,NA,,766.6154222,766.6154222,64198.07967
10/18/2018,3:04,I80,NA,58,1,0.017241379,0.0683,314.159,0.4098,6,766.6154222,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,NA,1,1,i,Moderate sediment and detritus.,cone + half sphere,76.35320336,NA,NA,NA,NA,NA,NA,NA,NA,NA,,766.6154222,766.6154222,58533.54323
10/18/2018,3:04,I80,NA,58,1,0.017241379,0.0683,314.159,0.4098,6,766.6154222,1842,cf. Plagioselmis sp.,Soft Body,Plagioselmis,sp.,NA,1,1,i,Moderate sediment and detritus.,cone + half sphere,337.3808479,NA,NA,NA,NA,NA,NA,NA,NA,NA,,766.6154222,766.6154222,258641.3612
10/18/2018,3:04,I80,NA,58,1,0.017241379,0.0683,314.159,0.4098,6,766.6154222,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,NA,1,2,c,Moderate sediment and detritus.,sphere,3.591360968,NA,NA,NA,NA,NA,NA,NA,NA,NA,,766.6154222,1533.230844,5506.38541
10/18/2018,3:04,I80,NA,58,1,0.017241379,0.0683,314.159,0.4098,6,766.6154222,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,394,810,c,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,302046.4763,244657645.8,44038376.25
10/18/2018,2:38,LIB,NA,63.5,4,0.062992126,0.0683,314.159,0.5464,8,143.7403917,145,Cocconeis placentula,Diatom,Cocconeis,placentula,NA,2,2,i,Low sediment and detritus.,elliptic prism,306.4346156,NA,NA,NA,NA,NA,NA,NA,NA,NA,,287.4807834,574.9615668,176188.1267
10/18/2018,2:38,LIB,NA,63.5,4,0.062992126,0.0683,314.159,0.5464,8,143.7403917,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,NA,1,1,i,Low sediment and detritus.,cylinder,46.53323108,NA,NA,NA,NA,NA,NA,NA,NA,NA,,143.7403917,143.7403917,6688.704863
10/18/2018,2:38,LIB,NA,63.5,4,0.062992126,0.0683,314.159,0.5464,8,143.7403917,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,5,5,i,Low sediment and detritus.,sphere,7.23822336,NA,NA,NA,NA,NA,NA,NA,NA,NA,,718.7019585,3593.509793,26010.62652
10/18/2018,2:38,LIB,NA,63.5,4,0.062992126,0.0683,314.159,0.5464,8,143.7403917,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,423,857,c,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,60802.18569,52107473.14,9379345.164
10/18/2018,1:55,RD22,NA,59,2,0.033898305,0.0683,314.159,0.3415,5,459.9692533,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,NA,8,8,i,High sediment and detritus. Ciliates observed.,cylinder,405.5038708,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3679.754026,29438.03221,11937236.01
10/18/2018,1:55,RD22,NA,59,2,0.033898305,0.0683,314.159,0.3415,5,459.9692533,1020,Carteria sp.,Soft Body,Carteria,sp.,NA,1,1,i,High sediment and detritus. Ciliates observed.,sphere,670.2330938,NA,NA,NA,NA,NA,NA,NA,NA,NA,,459.9692533,459.9692533,308286.6157
10/18/2018,1:55,RD22,NA,59,2,0.033898305,0.0683,314.159,0.3415,5,459.9692533,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,NA,1,1,i,High sediment and detritus. Ciliates observed.,sphere,335.1165469,NA,NA,NA,NA,NA,NA,NA,NA,NA,,459.9692533,459.9692533,154143.3078
10/18/2018,1:55,RD22,NA,59,2,0.033898305,0.0683,314.159,0.3415,5,459.9692533,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,2,2,i,High sediment and detritus. Ciliates observed.,sphere,5.575275053,NA,NA,NA,NA,NA,NA,NA,NA,NA,,919.9385066,1839.877013,10257.82041
10/18/2018,1:55,RD22,NA,59,2,0.033898305,0.0683,314.159,0.3415,5,459.9692533,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,NA,3,3,i,High sediment and detritus. Ciliates observed.,prolate spheroid,91.18883854,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1379.90776,4139.72328,377496.5578
10/18/2018,1:55,RD22,NA,59,2,0.033898305,0.0683,314.159,0.3415,5,459.9692533,1692,cf. Kephyrion sp.,Soft Body,Kephyrion,sp.,NA,1,1,i,High sediment and detritus. Ciliates observed.,prolate spheroid,62.04430811,NA,NA,NA,NA,NA,NA,NA,NA,NA,,459.9692533,459.9692533,28538.47407
10/18/2018,1:55,RD22,NA,59,2,0.033898305,0.0683,314.159,0.3415,5,459.9692533,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,455,944,c,High sediment and detritus. Ciliates observed.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,209286.0103,197565993.7,35561878.86
10/18/2018,3:52,LIS,NA,60,1,0.016666667,0.0683,314.159,0.5464,8,574.9615666,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,4,4,i,Moderate sediment and detritus.,sphere,7.23822336,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2299.846266,9199.385066,66587.20388
10/18/2018,3:52,LIS,NA,60,1,0.016666667,0.0683,314.159,0.5464,8,574.9615666,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,1,1,i,Moderate sediment and detritus.,cone + half sphere,337.3808479,NA,NA,NA,NA,NA,NA,NA,NA,NA,,574.9615666,574.9615666,193981.0208
10/18/2018,3:52,LIS,NA,60,1,0.016666667,0.0683,314.159,0.5464,8,574.9615666,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,429,888,c,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,246658.5121,219032758.7,39425896.57
10/18/2018,1:50,RVB,NA,64,4,0.0625,0.0683,314.159,0.9562,14,82.13736666,145,Cocconeis placentula,Diatom,Cocconeis,placentula,NA,1,1,i,Low sediment and detritus.,elliptic prism,234.5377576,NA,NA,NA,NA,NA,NA,NA,NA,NA,,82.13736666,82.13736666,19264.31379
10/18/2018,1:50,RVB,NA,64,4,0.0625,0.0683,314.159,0.9562,14,82.13736666,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,1,i,Low sediment and detritus.,prism on parallelogram,36.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,,82.13736666,82.13736666,3024.462115
10/18/2018,1:50,RVB,NA,64,4,0.0625,0.0683,314.159,0.9562,14,82.13736666,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,NA,1,1,i,Low sediment and detritus.,sphere,266.651876,NA,NA,NA,NA,NA,NA,NA,NA,NA,,82.13736666,82.13736666,21902.08291
10/18/2018,1:50,RVB,NA,64,4,0.0625,0.0683,314.159,0.9562,14,82.13736666,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,4,4,i,Low sediment and detritus.,sphere,4.849044165,NA,NA,NA,NA,NA,NA,NA,NA,NA,,328.5494666,1314.197867,6372.603496
10/18/2018,1:50,RVB,NA,64,4,0.0625,0.0683,314.159,0.9562,14,82.13736666,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,NA,3,3,i,Low sediment and detritus.,cone + half sphere,146.4899855,NA,NA,NA,NA,NA,NA,NA,NA,NA,,246.4121,739.2362999,108290.7149
10/18/2018,1:50,RVB,NA,64,4,0.0625,0.0683,314.159,0.9562,14,82.13736666,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,NA,412,838,c,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,33840.59506,28358418.66,5104515.359
10/18/2018,2:12,RYI,NA,59.5,4,0.067226891,0.0683,314.159,0.6147,9,127.769237,145,Cocconeis placentula,Diatom,Cocconeis,placentula,NA,1,1,i,NA,elliptic prism,231.7621629,NA,NA,NA,NA,NA,NA,NA,NA,NA,,127.769237,127.769237,29612.07472
10/18/2018,2:12,RYI,NA,59.5,4,0.067226891,0.0683,314.159,0.6147,9,127.769237,199,Cymbella affinis,Diatom,Cymbella,affinis,NA,1,1,i,NA,cymbelloid,217.637168,NA,NA,NA,NA,NA,NA,NA,NA,NA,,127.769237,127.769237,27807.3349
