MethodCode,SampleDate,SampleTime,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/15/2019,13:33,LIS,0,62,0.5,0.81%,0.0697,314.159,0.3485,5,1802.92,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,403,828,0.8,0.8,0.8,c,BSA.YOLO-11,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,5/6/2019,9:56,STTD,0,63,1,1.59%,0.0697,314.159,0.4879,7,643.9,627,Navicula salinarum,Diatom,Navicula,salinarum,,1,1,37.9,,,i,BSA.YOLO-12,BB,,elliptic prism,1550.24,,,,,,,,,,Length,37.9,37.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/6/2019,9:56,STTD,0,63,1,1.59%,0.0697,314.159,0.4879,7,643.9,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,8,8,1.9,,,i,BSA.YOLO-12,BB,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,5/6/2019,9:56,STTD,0,63,1,1.59%,0.0697,314.159,0.4879,7,643.9,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,,2,2,7.4,,,i,BSA.YOLO-12,BB,,2 cones,13.99,,,,,,,,,,Length,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/6/2019,9:56,STTD,0,63,1,1.59%,0.0697,314.159,0.4879,7,643.9,1140,Monoraphidium tortile,Soft Body,Monoraphidium,tortile,,1,1,20.4,,,i,BSA.YOLO-12,BB,,2 cones,8.65,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/6/2019,9:56,STTD,0,63,1,1.59%,0.0697,314.159,0.4879,7,643.9,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,429,870,0.8,0.8,0.8,c,BSA.YOLO-12,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,5/6/2019,,LIS,0,62,1,1.61%,0.0697,314.159,0.3485,5,901.46,57,Adlafia sp.,Diatom,Adlafia,sp.,,1,1,7.4,,,i,BSA.YOLO-13,BB,,elliptic prism,30.92,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/6/2019,,LIS,0,62,1,1.61%,0.0697,314.159,0.3485,5,901.46,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,,,i,BSA.YOLO-13,BB,,cylinder,159.13,,,,,,,,,,Length,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/6/2019,,LIS,0,62,1,1.61%,0.0697,314.159,0.3485,5,901.46,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,2,2,45.3,,,i,BSA.YOLO-13,BB,,prism on parallelogram,281.36,,,,,,,,,,Length,31.9,45.3,18.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.2,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.2,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/6/2019,,LIS,0,62,1,1.61%,0.0697,314.159,0.3485,5,901.46,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,19,19,2.4,,,i,BSA.YOLO-13,BB,,sphere,5.58,,,,,,,,,,Length,2.2,2.4,2.4,2.4,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,5/6/2019,,LIS,0,62,1,1.61%,0.0697,314.159,0.3485,5,901.46,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,22.2,,,i,BSA.YOLO-13,BB,,2 cones,41.96,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/6/2019,,LIS,0,62,1,1.61%,0.0697,314.159,0.3485,5,901.46,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,,1,1,7.4,,,i,BSA.YOLO-13,BB,,2 cones,6.55,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/6/2019,,LIS,0,62,1,1.61%,0.0697,314.159,0.3485,5,901.46,1349,Cryptomonas  cf. ovata,Soft Body,Cryptomonas,ovata,,1,1,29.6,,,i,BSA.YOLO-13,BB,,prolate spheroid,3394.79,,,,,,,,,,Length,29.6,29.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/6/2019,,LIS,0,62,1,1.61%,0.0697,314.159,0.3485,5,901.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,458,934,0.8,0.8,0.8,c,BSA.YOLO-13,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,3/29/2019,9:05,SHER,0,62,0.5,0.81%,0.0697,314.159,1.1152,16,563.41,37,Achnanthidium catenatum,Diatom,Achnanthidium,catenatum,,1,1,11.1,,,i,BSA.YOLO-14,BB,,elliptic prism,46.38,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/29/2019,9:05,SHER,0,62,0.5,0.81%,0.0697,314.159,1.1152,16,563.41,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,15.7,,,i,BSA.YOLO-14,BB,,elliptic prism,396.93,,,,,,,,,,Length,15.7,15.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.7,8.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/29/2019,9:05,SHER,0,62,0.5,0.81%,0.0697,314.159,1.1152,16,563.41,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,11.1,,,i,BSA.YOLO-14,BB,,cylinder,1074.13,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/29/2019,9:05,SHER,0,62,0.5,0.81%,0.0697,314.159,1.1152,16,563.41,538,Melosira sp.,Diatom,Melosira,sp.,,1,1,14.8,,,i,BSA.YOLO-14,BB,Fragment.,cylinder,1964.44,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13,13,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/29/2019,9:05,SHER,0,62,0.5,0.81%,0.0697,314.159,1.1152,16,563.41,956,cf. Surirella sp.,Diatom,Surirella,sp.,,1,1,50,,,i,BSA.YOLO-14,BB,,elliptic prism,11856.36,,,,,,,,,,Length,50,50,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/29/2019,9:05,SHER,0,62,0.5,0.81%,0.0697,314.159,1.1152,16,563.41,1915,Ankyra sp.,Soft Body,Ankyra,sp.,,1,1,27.8,,,i,BSA.YOLO-14,BB,,2 cones,11.79,,,,,,,,,,Length,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/29/2019,9:05,SHER,0,62,0.5,0.81%,0.0697,314.159,1.1152,16,563.41,1031,cf. Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,3.7,,,i,BSA.YOLO-14,BB,,sphere,26.52,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/29/2019,9:05,SHER,0,62,0.5,0.81%,0.0697,314.159,1.1152,16,563.41,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,13,13,1.9,,,i,BSA.YOLO-14,BB,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,3/29/2019,9:05,SHER,0,62,0.5,0.81%,0.0697,314.159,1.1152,16,563.41,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,14.8,,,i,BSA.YOLO-14,BB,,prolate spheroid,424.35,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/29/2019,9:05,SHER,0,62,0.5,0.81%,0.0697,314.159,1.1152,16,563.41,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.YOLO-14,BB,,cone + half sphere,314.74,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/29/2019,9:05,SHER,0,62,0.5,0.81%,0.0697,314.159,1.1152,16,563.41,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,5.6,,,i,BSA.YOLO-14,BB,,cone + half sphere,71.43,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/29/2019,9:05,SHER,0,62,0.5,0.81%,0.0697,314.159,1.1152,16,563.41,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,391,798,0.8,0.8,0.8,c,BSA.YOLO-14,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,4/4/2019,9:25,SHER,0,61,2,3.28%,0.0697,314.159,1.1849,17,132.57,86,Asterionella formosa,Diatom,Asterionella,formosa,,1,1,50,,,i,BSA.YOLO-15,BB,,box + 2 cylinders,1,,,,,,,,,,Length,50,50,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ends Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ends Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/4/2019,9:25,SHER,0,61,2,3.28%,0.0697,314.159,1.1849,17,132.57,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,2,2,11.1,,,i,BSA.YOLO-15,BB,,cylinder,541.91,,,,,,,,,,Length,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/4/2019,9:25,SHER,0,61,2,3.28%,0.0697,314.159,1.1849,17,132.57,713,Nitzschia inconspicua,Diatom,Nitzschia,inconspicua,,1,1,5.6,,,i,BSA.YOLO-15,BB,,prism on parallelogram,21.95,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/4/2019,9:25,SHER,0,61,2,3.28%,0.0697,314.159,1.1849,17,132.57,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,35.2,,,i,BSA.YOLO-15,BB,,prism on parallelogram,640.64,,,,,,,,,,Length,35.2,35.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/4/2019,9:25,SHER,0,61,2,3.28%,0.0697,314.159,1.1849,17,132.57,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,10.5,,,i,BSA.YOLO-15,BB,,sphere,606.13,,,,,,,,,,Length,10.5,10.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,10.5,10.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,10.5,10.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/4/2019,9:25,SHER,0,61,2,3.28%,0.0697,314.159,1.1849,17,132.57,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,11,11,1.9,,,i,BSA.YOLO-15,BB,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,4/4/2019,9:25,SHER,0,61,2,3.28%,0.0697,314.159,1.1849,17,132.57,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,401,810,0.8,0.8,0.8,c,BSA.YOLO-15,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,4/9/2019,9:10,SHER,0,60,0.5,0.83%,0.0697,314.159,1.1152,16,563.41,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.YOLO-16,BB,,cylinder,68.96,,,,,,,,,,Length,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/9/2019,9:10,SHER,0,60,0.5,0.83%,0.0697,314.159,1.1152,16,563.41,422,Gomphoneis minuta,Diatom,Gomphoneis,minuta,,1,1,32.1,,,i,BSA.YOLO-16,BB,,elliptic prism,5893.43,,,,,,,,,,Width,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,32.1,32.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,28,28,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/9/2019,9:10,SHER,0,60,0.5,0.83%,0.0697,314.159,1.1152,16,563.41,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,1.9,,,i,BSA.YOLO-16,BB,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,4/9/2019,9:10,SHER,0,60,0.5,0.83%,0.0697,314.159,1.1152,16,563.41,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,22.2,,,i,BSA.YOLO-16,BB,,2 cones,19.64,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/9/2019,9:10,SHER,0,60,0.5,0.83%,0.0697,314.159,1.1152,16,563.41,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,403,820,0.8,0.8,0.8,c,BSA.YOLO-16,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,4/8/2019,9:56,STTD,0,61,0.5,0.82%,0.0697,314.159,0.4879,7,1287.8,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,5.6,,,i,BSA.YOLO-17,BB,,cylinder,68.96,,,,,,,,,,Length,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/8/2019,9:56,STTD,0,61,0.5,0.82%,0.0697,314.159,0.4879,7,1287.8,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,10,10,1.9,,,i,BSA.YOLO-17,BB,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,4/8/2019,9:56,STTD,0,61,0.5,0.82%,0.0697,314.159,0.4879,7,1287.8,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,6.5,,,i,BSA.YOLO-17,BB,,cone + half sphere,112.82,,,,,,,,,,Length,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/8/2019,9:56,STTD,0,61,0.5,0.82%,0.0697,314.159,0.4879,7,1287.8,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,414,844,0.8,0.8,0.8,c,BSA.YOLO-17,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,3/28/2019,10:00,STTD,0,61,0.5,0.82%,0.0697,314.159,0.6273,9,1001.62,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,12,,,i,BSA.YOLO-18,BB,,cylinder,678.58,,,,,,,,,,Length,6,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,12,12,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2019,10:00,STTD,0,61,0.5,0.82%,0.0697,314.159,0.6273,9,1001.62,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,9.3,,,i,BSA.YOLO-18,BB,,cylinder,328.41,,,,,,,,,,Length,6.7,4,4,9.3,9.3,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.9,8.3,8.3,7.4,7.4,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2019,10:00,STTD,0,61,0.5,0.82%,0.0697,314.159,0.6273,9,1001.62,1860,Skeletonema potamos,Diatom,Skeletonema,potamos,,4,4,6.9,,,i,BSA.YOLO-18,BB,,cylinder + 2 half spheres,52.08,,,,,,,,,,Length,6.9,6.9,6.9,6.9,6.9,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.1,3.1,3.1,3.1,3.1,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2019,10:00,STTD,0,61,0.5,0.82%,0.0697,314.159,0.6273,9,1001.62,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,2,2,16.7,,,i,BSA.YOLO-18,BB,,cylinder,1620.89,,,,,,,,,,Length,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,16.7,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2019,10:00,STTD,0,61,0.5,0.82%,0.0697,314.159,0.6273,9,1001.62,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,9,9,2.4,,,i,BSA.YOLO-18,BB,,sphere,4.85,,,,,,,,,,Length,2.1,1.9,1.9,1.9,2.4,2.4,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2019,10:00,STTD,0,61,0.5,0.82%,0.0697,314.159,0.6273,9,1001.62,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,,4,4,8.3,,,i,BSA.YOLO-18,BB,,2 cones,25.03,,,,,,,,,,Length,8.3,8.3,8.3,8.3,8.3,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.4,2.4,2.4,2.4,2.4,,,,,,,,,,,,,,,,,,,,,
Phyto,3/28/2019,10:00,STTD,0,61,0.5,0.82%,0.0697,314.159,0.6273,9,1001.62,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,375,768,0.8,0.8,0.8,c,BSA.YOLO-18,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,3/28/2019,10:00,STTD,0,61,0.5,0.82%,0.0697,314.159,0.6273,9,1001.62,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,2,140,1.9,,,f,BSA.YOLO-18,BB,,cylinder,1.21,,,,,,,,,,Length,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/11/2019,12:23,STTD,0,62.5,0.5,0.80%,0.0697,314.159,0.4879,7,1287.8,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,2.4,,,i,BSA.YOLO-19,BB,,sphere,5.58,,,,,,,,,,Length,2.2,1.9,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/11/2019,12:23,STTD,0,62.5,0.5,0.80%,0.0697,314.159,0.4879,7,1287.8,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,436,884,0.8,0.8,0.8,c,BSA.YOLO-19,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
