MethodCode,SampleDate,SampleTime,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
Phyto,9/19/2018,9:14,LIS,1,62.0,1,1.61%,0.0683,314.159,0.5464,8,574.96,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,403,814,0.8,0.8,0.8,c,BSA.YOLO-09,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/19/2018,10:19,RYI,1,62.5,2,3.20%,0.0683,314.159,1.4343,21,109.52,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,18.5,,,i,BSA.YOLO-10,CT,Low sediment and detritus.,elliptic prism,596.74,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,10:19,RYI,1,62.5,2,3.20%,0.0683,314.159,1.4343,21,109.52,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,5.6,,,i,BSA.YOLO-10,CT,Low sediment and detritus.,cylinder,81.63,,,,,,,,,,Length,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.3,4.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,10:19,RYI,1,62.5,2,3.20%,0.0683,314.159,1.4343,21,109.52,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,12,12,3.7,,,i,BSA.YOLO-10,CT,Low sediment and detritus.,sphere,11.49,,,,,,,,,,Length,2.8,2.8,3.7,1.9,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,10:19,RYI,1,62.5,2,3.20%,0.0683,314.159,1.4343,21,109.52,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,396,796,0.8,0.8,0.8,c,BSA.YOLO-10,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/19/2018,10:19,RYI,1,62.5,2,3.20%,0.0683,314.159,1.4343,21,109.52,1519,Snowella sp.,Soft Body,Snowella,sp.,,1,6,0.9,,,c,BSA.YOLO-10,CT,Low sediment and detritus.,sphere,0.38,,,,,,,,,,Length,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,
Phyto,10/25/2018,10:10,STTD,1,64.5,2,3.10%,0.0683,314.159,0.4781,7,328.55,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,11,11,3.7,,,i,BSA.YOLO-11,CT,Moderate sediment and detritus. ,sphere,26.52,,,,,,,,,,Length,2.3,1.9,2.8,2.8,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,10/25/2018,10:10,STTD,1,64.5,2,3.10%,0.0683,314.159,0.4781,7,328.55,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,5.6,,,i,BSA.YOLO-11,CT,Moderate sediment and detritus. ,cone + half sphere,76.35,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/25/2018,10:10,STTD,1,64.5,2,3.10%,0.0683,314.159,0.4781,7,328.55,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,436,882,0.8,0.8,0.8,c,BSA.YOLO-11,CT,Moderate sediment and detritus. ,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/19/2018,10:42,LIB,1,62.0,2,3.23%,0.0683,314.159,1.2294,18,127.77,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,2,2,24.1,,,i,BSA.YOLO-12,CT,Low sediment and detritus.,elliptic prism,178.37,,,,,,,,,,Length,18.6,24.1,13.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,4.6,2.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.3,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,10:42,LIB,1,62.0,2,3.23%,0.0683,314.159,1.2294,18,127.77,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,3.7,,,i,BSA.YOLO-12,CT,Low sediment and detritus.,cylinder,30.11,,,,,,,,,,Length,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,10:42,LIB,1,62.0,2,3.23%,0.0683,314.159,1.2294,18,127.77,328,Epithemia turgida,Diatom,Epithemia,turgida,,1,1,37,,,i,BSA.YOLO-12,CT,Low sediment and detritus.,cymbelloid,848.85,,,,,,,,,,Length,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,10:42,LIB,1,62.0,2,3.23%,0.0683,314.159,1.2294,18,127.77,1031,cf. Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,2,2,7.4,,,i,BSA.YOLO-12,CT,Low sediment and detritus.,sphere,82.99,,,,,,,,,,Length,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.1,4.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.2,3.7,4.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,10:42,LIB,1,62.0,2,3.23%,0.0683,314.159,1.2294,18,127.77,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,16,16,3.7,,,i,BSA.YOLO-12,CT,Low sediment and detritus.,sphere,11.49,,,,,,,,,,Length,2.8,3.7,2.8,2.8,2.8,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,10:42,LIB,1,62.0,2,3.23%,0.0683,314.159,1.2294,18,127.77,1842,cf. Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,1,1,5.6,,,i,BSA.YOLO-12,CT,Low sediment and detritus.,cone + half sphere,76.35,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,10:42,LIB,1,62.0,2,3.23%,0.0683,314.159,1.2294,18,127.77,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,389,782,0.8,0.8,0.8,c,BSA.YOLO-12,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/5/2018,13:39,RVB,1,63.5,2,3.15%,0.0683,314.159,1.0928,16,143.74,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,13,,,i,BSA.YOLO-13,CT,Low sediment and detritus. Many broken diatoms.,elliptic prism,105.78,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,13:39,RVB,1,63.5,2,3.15%,0.0683,314.159,1.0928,16,143.74,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,4.6,,,i,BSA.YOLO-13,CT,Low sediment and detritus. Many broken diatoms.,cylinder,51.26,,,,,,,,,,Length,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.2,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,13:39,RVB,1,63.5,2,3.15%,0.0683,314.159,1.0928,16,143.74,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,5.6,,,i,BSA.YOLO-13,CT,Low sediment and detritus. Many broken diatoms.,sphere,62.04,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,13:39,RVB,1,63.5,2,3.15%,0.0683,314.159,1.0928,16,143.74,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,15,15,2.8,,,i,BSA.YOLO-13,CT,Low sediment and detritus. Many broken diatoms.,sphere,7.24,,,,,,,,,,Length,2.4,1.9,2.8,2.8,2.8,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,13:39,RVB,1,63.5,2,3.15%,0.0683,314.159,1.0928,16,143.74,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,18.5,,,i,BSA.YOLO-13,CT,Low sediment and detritus. Many broken diatoms.,prolate spheroid,1193.48,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,13:39,RVB,1,63.5,2,3.15%,0.0683,314.159,1.0928,16,143.74,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,405,816,0.8,0.8,0.8,c,BSA.YOLO-13,CT,Low sediment and detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/10/2018,12:57,LIB,1,62.5,2,3.20%,0.0683,314.159,0.7513,11,209.08,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.YOLO-14,CT,Moderate sediment and detritus.,cylinder,91.13,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,12:57,LIB,1,62.5,2,3.20%,0.0683,314.159,0.7513,11,209.08,280,Diploneis elliptica,Diatom,Diploneis,elliptica,,1,1,20.4,,,i,BSA.YOLO-14,CT,Moderate sediment and detritus.,elliptic prism,1648.03,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13.9,13.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,12:57,LIB,1,62.5,2,3.20%,0.0683,314.159,0.7513,11,209.08,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,2,2,5.6,,,i,BSA.YOLO-14,CT,Moderate sediment and detritus.,sphere,75.53,,,,,,,,,,Length,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,12:57,LIB,1,62.5,2,3.20%,0.0683,314.159,0.7513,11,209.08,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,14,14,3.7,,,i,BSA.YOLO-14,CT,Moderate sediment and detritus.,sphere,14.14,,,,,,,,,,Length,3.0,3.7,2.8,3.7,2.8,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,12:57,LIB,1,62.5,2,3.20%,0.0683,314.159,0.7513,11,209.08,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,1,1,7.4,,,i,BSA.YOLO-14,CT,Moderate sediment and detritus.,prolate spheroid,121.51,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,12:57,LIB,1,62.5,2,3.20%,0.0683,314.159,0.7513,11,209.08,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,11.1,,,i,BSA.YOLO-14,CT,Moderate sediment and detritus.,cone + half sphere,430.35,,,,,,,,,,Length,10.2,9.3,11.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,12:57,LIB,1,62.5,2,3.20%,0.0683,314.159,0.7513,11,209.08,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,409,818,0.8,0.8,0.8,c,BSA.YOLO-14,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/10/2018,12:57,LIB,1,62.5,2,3.20%,0.0683,314.159,0.7513,11,209.08,1423,cf. Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,4,2.8,,,c,BSA.YOLO-14,CT,Moderate sediment and detritus.,sphere,11.49,,,,,,,,,,Length,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,13:15,RYI,1,64.0,2,3.13%,0.0683,314.159,0.9562,14,164.27,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,25.9,,,i,BSA.YOLO-15,CT,Low sediment and detritus. Many broken diatoms.,elliptic prism,1392.40,,,,,,,,,,Length,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,13:15,RYI,1,64.0,2,3.13%,0.0683,314.159,0.9562,14,164.27,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,24.1,,,i,BSA.YOLO-15,CT,Low sediment and detritus. Many broken diatoms.,cymbelloid,418.43,,,,,,,,,,Length,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,13:15,RYI,1,64.0,2,3.13%,0.0683,314.159,0.9562,14,164.27,1031,cf. Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,4.6,,,i,BSA.YOLO-15,CT,Low sediment and detritus. Many broken diatoms.,sphere,32.97,,,,,,,,,,Length,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,13:15,RYI,1,64.0,2,3.13%,0.0683,314.159,0.9562,14,164.27,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,9,9,3.7,,,i,BSA.YOLO-15,CT,Low sediment and detritus. Many broken diatoms.,sphere,14.14,,,,,,,,,,Length,3.0,2.8,2.8,1.9,3.7,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,13:15,RYI,1,64.0,2,3.13%,0.0683,314.159,0.9562,14,164.27,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.YOLO-15,CT,Low sediment and detritus. Many broken diatoms.,cone + half sphere,182.07,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,13:15,RYI,1,64.0,2,3.13%,0.0683,314.159,0.9562,14,164.27,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,390,787,0.8,0.8,0.8,c,BSA.YOLO-15,CT,Low sediment and detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/25/2018,11:21,BL5,1,64.0,2,3.13%,0.0697,314.159,0.627718491,9,250.24,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,47,47,3.7,,,i,BSA.YOLO-16,DK,,sphere,17.16,,,,,,,,,,Length,3.2,1.9,3.7,3.7,3.7,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,10/25/2018,11:21,BL5,1,64.0,2,3.13%,0.0697,314.159,0.627718491,9,250.24,1733,Plagioselmis cf. prolonga,Soft Body,Plagioselmis,prolonga,,1,1,6.1,,,i,BSA.YOLO-16,DK,,cone + half sphere,95.47,,,,,,,,,,Length,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/25/2018,11:21,BL5,1,64.0,2,3.13%,0.0697,314.159,0.627718491,9,250.24,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,406,817,0.9,0.9,0.9,c,BSA.YOLO-16,DK,,sphere,0.11,0.18,0.11,0.27,0.38,0.18,0.27,0.11,0.11,0.18,Length,0.7,0.6,0.7,0.6,0.8,0.9,0.7,0.8,0.6,0.6,0.7,0.9,0.7,0.6,0.7,0.8,0.9,0.6,0.1,0.7,0.8,0.8,0.7,0.6,0.9,0.7
Phyto,10/25/2018,11:21,BL5,1,64.0,2,3.13%,0.0697,314.159,0.627718491,9,250.24,1709,cf. Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,15,1.9,,,f,BSA.YOLO-16,DK,,cylinder,2.52,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.3,1.3,1.3,1.3,1.3,1.3,,,,,,,,,,,,,,,,,,,,
Phyto,8/22/2018,14:33,STTD,1,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,25.9,,,i,BSA.YOLO-17,DK,Moderate sediment and low detritus.,prism on parallelogram,206.03,,,,,,,,,,Length,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/22/2018,14:33,STTD,1,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,59,59,4.6,,,i,BSA.YOLO-17,DK,Moderate sediment and low detritus.,sphere,26.52,,,,,,,,,,Length,3.7,3.7,4.6,3.7,3.7,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/22/2018,14:33,STTD,1,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1733,Plagioselmis cf. prolonga,Soft Body,Plagioselmis,prolonga,,2,2,7.4,,,i,BSA.YOLO-17,DK,Moderate sediment and low detritus.,cone + half sphere,108.40,,,,,,,,,,Length,6.5,7.4,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.3,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/22/2018,14:33,STTD,1,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,542,1101,0.9,0.9,0.9,c,BSA.YOLO-17,DK,Moderate sediment and low detritus.,sphere,0.11,0.18,0.11,0.27,0.38,0.18,0.27,0.11,0.11,0.18,Length,0.7,0.6,0.7,0.6,0.8,0.9,0.7,0.8,0.6,0.6,0.7,0.9,0.7,0.6,0.7,0.8,0.9,0.6,0.7,0.7,0.8,0.8,0.7,0.6,0.9,0.7
Phyto,9/4/2018,9:26,LIS,1,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,22,22,4.3,,,i,BSA.YOLO-18,DK,Moderate sediment and low detritus.,sphere,22.45,,,,,,,,,,Length,3.5,3.7,3.7,4.3,2.8,3.1,,,,,,,,,,,,,,,,,,,,
Phyto,9/4/2018,9:26,LIS,1,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,11.1,,,i,BSA.YOLO-18,DK,Moderate sediment and low detritus.,cone + half sphere,596.74,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/4/2018,9:26,LIS,1,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1733,Plagioselmis cf. prolonga,Soft Body,Plagioselmis,prolonga,,2,2,7.4,,,i,BSA.YOLO-18,DK,Moderate sediment and low detritus.,cone + half sphere,137.26,,,,,,,,,,Length,7.0,7.4,6.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/4/2018,9:26,LIS,1,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1842,cf. Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,1,1,13.5,,,i,BSA.YOLO-18,DK,Moderate sediment and low detritus.,cone + half sphere,1087.85,,,,,,,,,,Length,13.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/4/2018,9:26,LIS,1,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,459,927,0.9,0.9,0.9,c,BSA.YOLO-18,DK,Moderate sediment and low detritus.,sphere,0.11,0.18,0.11,0.27,0.38,0.18,0.27,0.11,0.11,0.18,Length,0.7,0.6,0.7,0.6,0.8,0.9,0.7,0.8,0.6,0.6,0.7,0.9,0.7,0.6,0.7,0.8,0.9,0.6,0.7,0.7,0.8,0.8,0.7,0.6,0.9,0.7
Phyto,9/5/2018,12:45,LIB,1,63.0,2,3.17%,0.0697,314.159,0.627718491,9,250.24,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.YOLO-19,DK,Low detritus. Ciliates observed.,cylinder,76.35,,,,,,,,,,Length,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,12:45,LIB,1,63.0,2,3.17%,0.0697,314.159,0.627718491,9,250.24,836,Planothidium dubium,Diatom,Planothidium,dubium,,1,1,9.8,,,i,BSA.YOLO-19,DK,Low detritus. Ciliates observed.,elliptic prism,185.34,,,,,,,,,,Length,9.8,9.8,,,,,,,,,,,,,,,,,,,,,,,,
