MethodCode,SampleDate,SampleTime,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25,
Phyto,10/17/2017,10:18,US655,3,62.0,2,3.23%,0.0697,314.159,0.836957988,12,187.68,1709,cf. Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,30,0.5,,,f,BSA.YOLO-22,CT,Low sediment and detritus. Many broken diatoms.,cylinder,0.10,,,,,,,,,,Length,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2017,10:18,US655,3,62.0,2,3.23%,0.0697,314.159,0.836957988,12,187.68,1888,Peridinium quadridentatum,Soft Body,Peridinium,quadridentatum,,2,2,24.1,,,i,BSA.YOLO-22,CT,Low sediment and detritus. Many broken diatoms.,ellipsoid,6275.16,,,,,,,,,,Length,24.1,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,22.3,24.1,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,22.3,24.1,20.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2017,12:15,US2,3,64.0,1,1.56%,0.0697,314.159,0.557971992,8,563.04,91,Aulacoseira granulata,Diatom,Aulacoseira,granulata,,3,3,14.8,,,i,BSA.YOLO-23,CT,,cylinder,1374.12,,,,,,,,,,Length,14.2,14.8,14.8,13.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,11.1,11.1,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2017,12:15,US2,3,64.0,1,1.56%,0.0697,314.159,0.557971992,8,563.04,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,20.4,,,i,BSA.YOLO-23,CT,,elliptic prism,770.66,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2017,12:15,US2,3,64.0,1,1.56%,0.0697,314.159,0.557971992,8,563.04,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,2,2,9.3,,,i,BSA.YOLO-23,CT,,cylinder,310.34,,,,,,,,,,Length,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.4,9.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2017,12:15,US2,3,64.0,1,1.56%,0.0697,314.159,0.557971992,8,563.04,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,3.7,,,i,BSA.YOLO-23,CT,,sphere,17.16,,,,,,,,,,Length,3.2,3.7,1.9,3.7,2.8,3.7,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2017,12:15,US2,3,64.0,1,1.56%,0.0697,314.159,0.557971992,8,563.04,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,9.3,,,i,BSA.YOLO-23,CT,,2 cones,17.58,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2017,12:15,US2,3,64.0,1,1.56%,0.0697,314.159,0.557971992,8,563.04,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,409,821,0.8,0.8,0.8,c,BSA.YOLO-23,CT,,sphere,0.18,0.18,0.18,0.27,0.27,0.18,0.18,0.18,0.27,0.27,Length,0.8,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.8,0.8,0.8,
Phyto,9/26/2017,11:46,US649,3,62.5,1,1.60%,0.0697,314.159,1.325183481,19,237.07,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,13,,,i,BSA.YOLO-24,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cylinder,982.22,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,11:46,US649,3,62.5,1,1.60%,0.0697,314.159,1.325183481,19,237.07,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,,,i,BSA.YOLO-24,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cylinder,132.73,,,,,,,,,,Length,4.0,3.7,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.5,7.4,6.5,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,11:46,US649,3,62.5,1,1.60%,0.0697,314.159,1.325183481,19,237.07,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,11,11,2.8,,,i,BSA.YOLO-24,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,6.37,,,,,,,,,,Length,2.3,2.8,1.9,1.9,1.9,2.8,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,11:46,US649,3,62.5,1,1.60%,0.0697,314.159,1.325183481,19,237.07,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,5.6,,,i,BSA.YOLO-24,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cylinder + 2 cones,3.85,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,11:46,US649,3,62.5,1,1.60%,0.0697,314.159,1.325183481,19,237.07,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,8.6,,,i,BSA.YOLO-24,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cone + half sphere,255.59,,,,,,,,,,Length,8.6,8.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,11:46,US649,3,62.5,1,1.60%,0.0697,314.159,1.325183481,19,237.07,1733,Plagioselmis cf. prolonga,Soft Body,Plagioselmis,prolonga,,4,4,7.4,,,i,BSA.YOLO-24,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cone + half sphere,143.68,,,,,,,,,,Length,7.0,7.4,5.6,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.2,4.6,3.7,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,11:46,US649,3,62.5,1,1.60%,0.0697,314.159,1.325183481,19,237.07,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,399,798,0.8,0.8,0.8,c,BSA.YOLO-24,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,
Phyto,10/17/2017,13:55,US5,3,63.0,1,1.59%,0.0697,314.159,0.627718491,9,500.48,88,Aulacoseira cf. alpigena,Diatom,Aulacoseira,alpigena,,1,1,6.5,,,i,BSA.YOLO-25,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,cylinder,152.64,,,,,,,,,,Length,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2017,13:55,US5,3,63.0,1,1.59%,0.0697,314.159,0.627718491,9,500.48,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,4.6,,,i,BSA.YOLO-25,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,cylinder,61.49,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2017,13:55,US5,3,63.0,1,1.59%,0.0697,314.159,0.627718491,9,500.48,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,5.6,,,i,BSA.YOLO-25,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,sphere,26.52,,,,,,,,,,Length,3.7,2.8,2.8,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2017,13:55,US5,3,63.0,1,1.59%,0.0697,314.159,0.627718491,9,500.48,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,4.6,,,i,BSA.YOLO-25,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,cylinder + 2 cones,3.21,,,,,,,,,,Length,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2017,13:55,US5,3,63.0,1,1.59%,0.0697,314.159,0.627718491,9,500.48,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,448,896,0.8,0.8,0.8,c,BSA.YOLO-25,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,sphere,0.18,0.18,0.18,0.27,0.27,0.18,0.18,0.18,0.27,0.27,Length,0.8,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.8,0.8,0.8,
Phyto,10/31/2017,10:47,US657,3,62.5,2,3.20%,0.0683,314.159,0.9562,14,164.27,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.YOLO-26,CT,Low sediment and detritus. Many broken diatoms.,cylinder,240.85,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/31/2017,10:47,US657,3,62.5,2,3.20%,0.0683,314.159,0.9562,14,164.27,325,Epithemia sorex,Diatom,Epithemia,sorex,,1,1,18.5,,,i,BSA.YOLO-26,CT,Fragment. Low sediment and detritus. Many broken diatoms.,cymbelloid,424.42,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/31/2017,10:47,US657,3,62.5,2,3.20%,0.0683,314.159,0.9562,14,164.27,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,12,12,3.7,,,i,BSA.YOLO-26,CT,Low sediment and detritus. Many broken diatoms.,sphere,14.14,,,,,,,,,,Length,3.0,2.8,2.8,3.7,2.8,2.8,,,,,,,,,,,,,,,,,,,,,
Phyto,10/31/2017,10:47,US657,3,62.5,2,3.20%,0.0683,314.159,0.9562,14,164.27,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,4,4,5.6,,,i,BSA.YOLO-26,CT,Low sediment and detritus. Many broken diatoms.,cylinder + 2 cones,3.09,,,,,,,,,,Length,4.4,5.6,3.7,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/31/2017,10:47,US657,3,62.5,2,3.20%,0.0683,314.159,0.9562,14,164.27,1842,cf. Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,2,2,7.4,,,i,BSA.YOLO-26,CT,Low sediment and detritus. Many broken diatoms.,cone + half sphere,118.35,,,,,,,,,,Length,6.5,5.6,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.2,3.7,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/31/2017,10:47,US657,3,62.5,2,3.20%,0.0683,314.159,0.9562,14,164.27,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,398,798,0.8,0.8,0.8,c,BSA.YOLO-26,CT,Low sediment and detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,
Phyto,10/31/2017,10:47,US657,3,62.5,2,3.20%,0.0683,314.159,0.9562,14,164.27,1891,cf. Cyanodictyon sp.,Soft Body,Cyanodictyon,sp.,,1,32,0.9,,,c,BSA.YOLO-26,CT,Low sediment and detritus. Many broken diatoms.,prolate spheroid,0.38,,,,,,,,,,Length,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,10:32,US655,3,62.0,1,1.61%,0.0697,314.159,1.534422978,22,204.74,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,2,2,20.4,,,i,BSA.YOLO-27,CT,Low sediment and detritus. Many broken diatoms.,prism on parallelogram,205.44,,,,,,,,,,Length,18.6,16.7,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.7,3.7,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.7,3.7,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,10:32,US655,3,62.0,1,1.61%,0.0697,314.159,1.534422978,22,204.74,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,3.7,,,i,BSA.YOLO-27,CT,Low sediment and detritus. Many broken diatoms.,sphere,11.49,,,,,,,,,,Length,2.8,3.7,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,10:32,US655,3,62.0,1,1.61%,0.0697,314.159,1.534422978,22,204.74,1806,cf. Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,1,1,5.6,,,i,BSA.YOLO-27,CT,Low sediment and detritus. Many broken diatoms.,prolate spheroid,40.14,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,10:32,US655,3,62.0,1,1.61%,0.0697,314.159,1.534422978,22,204.74,1692,cf. Kephyrion sp.,Soft Body,Kephyrion,sp.,,1,1,7.4,,,i,BSA.YOLO-27,CT,Low sediment and detritus. Many broken diatoms.,prolate spheroid,81.99,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,10:32,US655,3,62.0,1,1.61%,0.0697,314.159,1.534422978,22,204.74,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,12,,,i,BSA.YOLO-27,CT,Low sediment and detritus. Many broken diatoms.,prolate spheroid,344.07,,,,,,,,,,Length,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,10:32,US655,3,62.0,1,1.61%,0.0697,314.159,1.534422978,22,204.74,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,395,792,0.8,0.8,0.8,c,BSA.YOLO-27,CT,Low sediment and detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,
Phyto,10/24/2017,13:40,US4,3,63.5,1,1.57%,0.0697,314.159,0.836957988,12,375.36,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.YOLO-28,CT,Low sediment and detritus. Many broken diatoms.,cylinder,240.85,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/24/2017,13:40,US4,3,63.5,1,1.57%,0.0697,314.159,0.836957988,12,375.36,895,cf. Skeletonema sp.,Diatom,Skeletonema,sp.,,2,4,3.7,,,c,BSA.YOLO-28,CT,Low sediment and detritus. Many broken diatoms.,cylinder + 2 half spheres,5.08,,,,,,,,,,Length,3.3,3.7,3.7,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.4,1.9,1.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/24/2017,13:40,US4,3,63.5,1,1.57%,0.0697,314.159,0.836957988,12,375.36,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,24.1,,,i,BSA.YOLO-28,CT,Low sediment and detritus. Many broken diatoms.,cylinder,5930.17,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/24/2017,13:40,US4,3,63.5,1,1.57%,0.0697,314.159,0.836957988,12,375.36,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,8,8,2.8,,,i,BSA.YOLO-28,CT,Low sediment and detritus. Many broken diatoms.,sphere,7.24,,,,,,,,,,Length,2.4,2.8,2.8,2.8,1.9,1.9,,,,,,,,,,,,,,,,,,,,,
Phyto,10/24/2017,13:40,US4,3,63.5,1,1.57%,0.0697,314.159,0.836957988,12,375.36,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,400,801,0.8,0.8,0.8,c,BSA.YOLO-28,CT,Low sediment and detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,
Phyto,9/26/2017,12:43,US3,3,63.0,1,1.59%,0.0697,314.159,0.627718491,9,500.48,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,1,11.1,,,i,BSA.YOLO-29,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cylinder,273.39,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,12:43,US3,3,63.0,1,1.59%,0.0697,314.159,0.627718491,9,500.48,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,10.2,,,i,BSA.YOLO-29,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cylinder,457.59,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,12:43,US3,3,63.0,1,1.59%,0.0697,314.159,0.627718491,9,500.48,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,11.1,,,i,BSA.YOLO-29,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,prism on parallelogram,20.04,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,12:43,US3,3,63.0,1,1.59%,0.0697,314.159,0.627718491,9,500.48,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,11,11,2.8,,,i,BSA.YOLO-29,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,7.24,,,,,,,,,,Length,2.4,2.8,2.8,1.9,1.9,2.8,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,12:43,US3,3,63.0,1,1.59%,0.0697,314.159,0.627718491,9,500.48,1761,cf. Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,4,4,5.6,,,i,BSA.YOLO-29,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,cylinder + 2 cones,3.21,,,,,,,,,,Length,4.6,5.6,4.6,3.7,4.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/26/2017,12:43,US3,3,63.0,1,1.59%,0.0697,314.159,0.627718491,9,500.48,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,413,826,0.8,0.8,0.8,c,BSA.YOLO-29,CT,Low sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,
Phyto,10/17/2017,13:22,US4,3,63.5,1,1.57%,0.0697,314.159,0.557971992,8,563.04,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.YOLO-30,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,cylinder,91.13,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2017,13:22,US4,3,63.5,1,1.57%,0.0697,314.159,0.557971992,8,563.04,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,10,10,3.7,,,i,BSA.YOLO-30,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,sphere,14.14,,,,,,,,,,Length,3.0,3.7,2.8,3.7,2.8,1.9,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2017,13:22,US4,3,63.5,1,1.57%,0.0697,314.159,0.557971992,8,563.04,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,3.7,,,i,BSA.YOLO-30,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,cylinder + 2 cones,2.64,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2017,13:22,US4,3,63.5,1,1.57%,0.0697,314.159,0.557971992,8,563.04,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,5.6,,,i,BSA.YOLO-30,CT,Moderate sediment and low detritus. Many broken diatoms. Ciliates observed.,2 cones,2.38,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,
