MethodCode,SampleDate,SampleTime,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
Phyto,9/18/2018,9:25,RCS,1,62.5,2,3.20%,0.0683,314.159,0.4098,6,383.31,1007,Ulnaria ulna,Diatom,Ulnaria,ulna,,1,1,113,,,i,BSA.YOLO-32,CT,Moderate sediment and detritus. Ciliates observed.,elliptic prism,7675.98,,,,,,,,,,Length,113.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/18/2018,9:25,RCS,1,62.5,2,3.20%,0.0683,314.159,0.4098,6,383.31,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,1,1,5.6,,,i,BSA.YOLO-32,CT,Moderate sediment and detritus. Ciliates observed.,ellipsoid,22.99,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/18/2018,9:25,RCS,1,62.5,2,3.20%,0.0683,314.159,0.4098,6,383.31,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,9.3,,,i,BSA.YOLO-32,CT,Moderate sediment and detritus. Ciliates observed.,2 cones,17.58,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/18/2018,9:25,RCS,1,62.5,2,3.20%,0.0683,314.159,0.4098,6,383.31,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,404,835,0.8,0.8,0.8,c,BSA.YOLO-32,CT,Moderate sediment and detritus. Ciliates observed.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/20/2018,9:45,SHR,0,62.5,3,4.80%,0.0683,314.159,0.7513,11,139.38,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,5.6,,,i,BSA.YOLO-33,CT,Low sediment and detritus.,cylinder,53.73,,,,,,,,,,Length,3.7,2.8,2.8,5.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.3,3.7,3.7,5.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/20/2018,9:45,SHR,0,62.5,3,4.80%,0.0683,314.159,0.7513,11,139.38,975,Fragilaria tenera,Diatom,Fragilaria,tenera,,1,1,63,,,i,BSA.YOLO-33,CT,Low sediment and detritus.,elliptic prism,387.92,,,,,,,,,,Length,63.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/20/2018,9:45,SHR,0,62.5,3,4.80%,0.0683,314.159,0.7513,11,139.38,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,2.8,,,i,BSA.YOLO-33,CT,Low sediment and detritus.,sphere,11.49,,,,,,,,,,Length,2.8,2.8,3.7,2.8,1.9,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,9/20/2018,9:45,SHR,0,62.5,3,4.80%,0.0683,314.159,0.7513,11,139.38,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,11.1,,,i,BSA.YOLO-33,CT,Low sediment and detritus.,2 cones,20.98,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/20/2018,9:45,SHR,0,62.5,3,4.80%,0.0683,314.159,0.7513,11,139.38,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,7.4,,,i,BSA.YOLO-33,CT,Low sediment and detritus.,cone + half sphere,166.30,,,,,,,,,,Length,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.2,3.7,4.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/20/2018,9:45,SHR,0,62.5,3,4.80%,0.0683,314.159,0.7513,11,139.38,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,807,0.8,0.8,0.8,c,BSA.YOLO-33,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/27/2018,11:36,BL5,1,62.0,2,3.23%,0.0683,314.159,0.8196,12,191.65,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,14.8,,,i,BSA.YOLO-34,CT,Low sediment and detritus. ,elliptic prism,284.28,,,,,,,,,,Length,13.9,13.0,14.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2018,11:36,BL5,1,62.0,2,3.23%,0.0683,314.159,0.8196,12,191.65,1892,Cylindrotheca closterium,Diatom,Cylindrotheca,closterium,,1,1,18.5,,,i,BSA.YOLO-34,CT,Low sediment and detritus. ,prolate spheroid + 2 cylinders,156.15,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ends Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ends Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2018,11:36,BL5,1,62.0,2,3.23%,0.0683,314.159,0.8196,12,191.65,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,2.8,,,i,BSA.YOLO-34,CT,Low sediment and detritus. ,sphere,7.24,,,,,,,,,,Length,2.4,2.8,1.9,2.8,2.8,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2018,11:36,BL5,1,62.0,2,3.23%,0.0683,314.159,0.8196,12,191.65,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,409,833,0.8,0.8,0.8,c,BSA.YOLO-34,CT,Low sediment and detritus. ,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/18/2018,10:47,RD22,1,64.0,2,3.13%,0.0683,314.159,0.683,10,229.98,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,4.6,,,i,BSA.YOLO-35,CT,,cylinder,61.49,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/18/2018,10:47,RD22,1,64.0,2,3.13%,0.0683,314.159,0.683,10,229.98,309,Encyonema silesiacum,Diatom,Encyonema,silesiacum,,1,1,18.5,,,i,BSA.YOLO-35,CT,,cymbelloid,96.71,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/18/2018,10:47,RD22,1,64.0,2,3.13%,0.0683,314.159,0.683,10,229.98,1860,Skeletonema potamos,Diatom,Skeletonema,potamos,,2,2,9.3,,,i,BSA.YOLO-35,CT,,cylinder + 2 half spheres,79.54,,,,,,,,,,Length,9.3,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.3,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/18/2018,10:47,RD22,1,64.0,2,3.13%,0.0683,314.159,0.683,10,229.98,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,1.9,,,i,BSA.YOLO-35,CT,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/18/2018,10:47,RD22,1,64.0,2,3.13%,0.0683,314.159,0.683,10,229.98,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,5.6,,,i,BSA.YOLO-35,CT,,cylinder + 2 cones,18.57,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/18/2018,10:47,RD22,1,64.0,2,3.13%,0.0683,314.159,0.683,10,229.98,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,394,799,0.8,0.8,0.8,c,BSA.YOLO-35,CT,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/19/2018,9:57,SDI,1,62.0,3,4.84%,0.0683,314.159,0.9562,14,109.52,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,8,8,7.4,,,i,BSA.YOLO-36,CT,Low sediment and detritus.,cylinder,96.06,,,,,,,,,,Length,3.9,3.7,4.6,4.6,3.7,2.8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,7.4,5.6,7.4,3.7,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,9:57,SDI,1,62.0,3,4.84%,0.0683,314.159,0.9562,14,109.52,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,,1,1,24.1,,,i,BSA.YOLO-36,CT,Low sediment and detritus.,prism on parallelogram,164.96,,,,,,,,,,Length,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,9:57,SDI,1,62.0,3,4.84%,0.0683,314.159,0.9562,14,109.52,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,3,3,16.7,,,i,BSA.YOLO-36,CT,Low sediment and detritus.,prism on parallelogram,64.23,,,,,,,,,,Length,14.8,16.7,11.1,16.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.1,2.8,2.8,3.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,9:57,SDI,1,62.0,3,4.84%,0.0683,314.159,0.9562,14,109.52,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,13,13,2.8,,,i,BSA.YOLO-36,CT,Low sediment and detritus.,sphere,6.37,,,,,,,,,,Length,2.3,1.9,1.9,2.8,1.9,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,9:57,SDI,1,62.0,3,4.84%,0.0683,314.159,0.9562,14,109.52,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,9.3,,,i,BSA.YOLO-36,CT,Low sediment and detritus.,2 cones,3.94,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,9:57,SDI,1,62.0,3,4.84%,0.0683,314.159,0.9562,14,109.52,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,7.4,,,i,BSA.YOLO-36,CT,Low sediment and detritus.,cone + half sphere,172.03,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,9:57,SDI,1,62.0,3,4.84%,0.0683,314.159,0.9562,14,109.52,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,1,4,2.8,,,c,BSA.YOLO-36,CT,Low sediment and detritus.,sphere,11.49,,,,,,,,,,Length,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,9:57,SDI,1,62.0,3,4.84%,0.0683,314.159,0.9562,14,109.52,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,394,799,0.8,0.8,0.8,c,BSA.YOLO-36,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/27/2018,11:10,LIB 3M,3,63.0,3,4.76%,0.0683,314.159,0.8879,13,117.94,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,3.7,,,i,BSA.YOLO-37,CT,Low sediment and detritus.,cylinder,39.78,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2018,11:10,LIB 3M,3,63.0,3,4.76%,0.0683,314.159,0.8879,13,117.94,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,14,14,2.8,,,i,BSA.YOLO-37,CT,Low sediment and detritus.,sphere,7.24,,,,,,,,,,Length,2.4,2.8,2.8,2.8,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2018,11:10,LIB 3M,3,63.0,3,4.76%,0.0683,314.159,0.8879,13,117.94,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.YOLO-37,CT,Low sediment and detritus.,cone + half sphere,337.38,,,,,,,,,,Length,9.3,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2018,11:10,LIB 3M,3,63.0,3,4.76%,0.0683,314.159,0.8879,13,117.94,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,1,2,1.9,,,c,BSA.YOLO-37,CT,Low sediment and detritus.,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2018,11:10,LIB 3M,3,63.0,3,4.76%,0.0683,314.159,0.8879,13,117.94,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,400,820,0.8,0.8,0.8,c,BSA.YOLO-37,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/4/2018,13:10,RCS,1,60.5,1,1.65%,0.0683,314.159,0.5464,8,574.96,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,11.1,,,i,BSA.YOLO-38,CT,Moderate sediment and low detritus.,cylinder,716.09,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/4/2018,13:10,RCS,1,60.5,1,1.65%,0.0683,314.159,0.5464,8,574.96,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,2.8,,,i,BSA.YOLO-38,CT,Moderate sediment and low detritus.,sphere,5.58,,,,,,,,,,Length,2.2,1.9,2.8,1.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/4/2018,13:10,RCS,1,60.5,1,1.65%,0.0683,314.159,0.5464,8,574.96,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,436,904,0.8,0.8,0.8,c,BSA.YOLO-38,CT,Moderate sediment and low detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/4/2018,16:30,I80,1,61.5,1,1.63%,0.0683,314.159,0.6147,9,511.08,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,2.8,,,i,BSA.YOLO-39,CT,Moderate sediment and detritus.,sphere,11.49,,,,,,,,,,Length,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/4/2018,16:30,I80,1,61.5,1,1.63%,0.0683,314.159,0.6147,9,511.08,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,415,853,0.8,0.8,0.8,c,BSA.YOLO-39,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/4/2018,16:30,I80,1,61.5,1,1.63%,0.0683,314.159,0.6147,9,511.08,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,1,2,2.8,,,c,BSA.YOLO-39,CT,Moderate sediment and detritus.,sphere,11.49,,,,,,,,,,Length,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/4/2018,16:30,I80,1,61.5,1,1.63%,0.0683,314.159,0.6147,9,511.08,1588,Trachelomonas sp.,Soft Body,Trachelomonas,sp.,,1,1,31.5,,,i,BSA.YOLO-39,CT,Moderate sediment and detritus.,ellipsoid,12746.72,,,,,,,,,,Length,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2018,10:57,RVB,1,64.0,2,3.13%,0.0683,314.159,1.2977,19,121.04,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,20.4,,,i,BSA.YOLO-40,CT,Low sediment and detritus.,elliptic prism,583.20,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2018,10:57,RVB,1,64.0,2,3.13%,0.0683,314.159,1.2977,19,121.04,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,21,21,2.8,,,i,BSA.YOLO-40,CT,Low sediment and detritus.,sphere,7.24,,,,,,,,,,Length,2.4,2.8,2.8,1.9,1.9,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2018,10:57,RVB,1,64.0,2,3.13%,0.0683,314.159,1.2977,19,121.04,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,379,784,0.8,0.8,0.8,c,BSA.YOLO-40,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/13/2018,10:57,RVB 3M,3,62.0,3,4.84%,0.0683,314.159,0.7513,11,139.38,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,3.7,,,i,BSA.YOLO-41,CT,Low sediment and detritus.,cylinder,39.78,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2018,10:57,RVB 3M,3,62.0,3,4.84%,0.0683,314.159,0.7513,11,139.38,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,2,2,14.8,,,i,BSA.YOLO-41,CT,Low sediment and detritus.,prism on parallelogram,90.35,,,,,,,,,,Length,14.8,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,4.6,2.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.3,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2018,10:57,RVB 3M,3,62.0,3,4.84%,0.0683,314.159,0.7513,11,139.38,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,16,16,2.8,,,i,BSA.YOLO-41,CT,Low sediment and detritus.,sphere,7.24,,,,,,,,,,Length,2.4,2.8,2.8,1.9,2.8,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2018,10:57,RVB 3M,3,62.0,3,4.84%,0.0683,314.159,0.7513,11,139.38,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,9.3,,,i,BSA.YOLO-41,CT,Low sediment and detritus.,cone + half sphere,337.38,,,,,,,,,,Length,9.3,9.3,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2018,10:57,RVB 3M,3,62.0,3,4.84%,0.0683,314.159,0.7513,11,139.38,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,399,819,0.8,0.8,0.8,c,BSA.YOLO-41,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/13/2018,11:27,RYI,1,63.5,3,4.72%,0.0683,314.159,0.8196,12,127.77,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,11.1,,,i,BSA.YOLO-42,CT,Low sediment and detritus.,elliptic prism,90.32,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2018,11:27,RYI,1,63.5,3,4.72%,0.0683,314.159,0.8196,12,127.77,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,13,,,i,BSA.YOLO-42,CT,Low sediment and detritus.,elliptic prism,211.55,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2018,11:27,RYI,1,63.5,3,4.72%,0.0683,314.159,0.8196,12,127.77,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.YOLO-42,CT,Low sediment and detritus.,cylinder,91.13,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
