MethodCode,SampleDate,SampleTime,StationCode,Depth (ft),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
Phyto,8/8/2018,17:50,DI-WAT-2,,64.5,2,3.10%,0.0683,314.159,0.4098,6,383.31,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,3,1.9,,,f,BSA.YOLO-28,CT,Moderate sediment and detritus. Many broken diatoms.,cylinder,1.21,,,,,,,,,,Length,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,17:17,DI-WAT-1,3,61.5,2,3.25%,0.0683,314.159,0.4781,7,328.55,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,5.6,,,i,BSA.YOLO-29,CT,Moderate sediment and detritus.,cylinder,50.18,,,,,,,,,,Length,3.3,2.8,2.8,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.4,3.7,3.7,4.6,5.6,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,17:17,DI-WAT-1,3,61.5,2,3.25%,0.0683,314.159,0.4781,7,328.55,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,19,19,3.7,,,i,BSA.YOLO-29,CT,Moderate sediment and detritus.,sphere,11.49,,,,,,,,,,Length,2.8,2.8,2.8,1.9,3.7,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,17:17,DI-WAT-1,3,61.5,2,3.25%,0.0683,314.159,0.4781,7,328.55,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,11.1,,,i,BSA.YOLO-29,CT,Moderate sediment and detritus.,cone + half sphere,538.68,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,17:17,DI-WAT-1,3,61.5,2,3.25%,0.0683,314.159,0.4781,7,328.55,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,5.6,,,i,BSA.YOLO-29,CT,Moderate sediment and detritus.,cone + half sphere,76.35,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,17:17,DI-WAT-1,3,61.5,2,3.25%,0.0683,314.159,0.4781,7,328.55,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,395,797,0.8,0.8,0.8,c,BSA.YOLO-29,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/8/2018,17:17,DI-WAT-1,3,61.5,2,3.25%,0.0683,314.159,0.4781,7,328.55,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,1,2,1.9,,,c,BSA.YOLO-29,CT,Moderate sediment and detritus.,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,17:36,DI-SAV-2,,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,22.2,,,i,BSA.YOLO-30,CT,Moderate sediment and detritus.,prism on parallelogram,102.56,,,,,,,,,,Length,22.2,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.3,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,17:36,DI-SAV-2,,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1031,cf. Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,9.3,,,i,BSA.YOLO-30,CT,Moderate sediment and detritus.,sphere,201.79,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,17:36,DI-SAV-2,,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,9,9,2.8,,,i,BSA.YOLO-30,CT,Moderate sediment and detritus.,sphere,9.20,,,,,,,,,,Length,2.6,1.9,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,17:36,DI-SAV-2,,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,441,882,0.8,0.8,0.8,c,BSA.YOLO-30,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/8/2018,17:36,DI-SAV-2,,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,1,2,1.9,,,c,BSA.YOLO-30,CT,Moderate sediment and detritus.,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,16:40,DI-SAV-1,3,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,9.3,,,i,BSA.YOLO-31,CT,Moderate sediment and detritus.,elliptic prism,75.67,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,16:40,DI-SAV-1,3,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,5.6,,,i,BSA.YOLO-31,CT,Moderate sediment and detritus.,sphere,49.91,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,16:40,DI-SAV-1,3,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,15,15,2.8,,,i,BSA.YOLO-31,CT,Moderate sediment and detritus.,sphere,6.37,,,,,,,,,,Length,2.3,2.8,2.8,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,16:40,DI-SAV-1,3,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,4,4,7.4,,,i,BSA.YOLO-31,CT,Moderate sediment and detritus.,cone + half sphere,112.82,,,,,,,,,,Length,6.5,7.4,5.6,7.4,5.6,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,16:40,DI-SAV-1,3,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,425,854,0.8,0.8,0.8,c,BSA.YOLO-31,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/8/2018,16:04,FC-WAT-2,,61.0,2,3.28%,0.0683,314.159,0.6147,9,255.54,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.YOLO-32,CT,Moderate sediment and detritus.,cylinder,159.13,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,16:04,FC-WAT-2,,61.0,2,3.28%,0.0683,314.159,0.6147,9,255.54,895,cf. Skeletonema sp.,Diatom,Skeletonema,sp.,,3,3,5.6,,,i,BSA.YOLO-32,CT,Moderate sediment and detritus.,cylinder + 2 half spheres,56.99,,,,,,,,,,Length,5.3,4.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,16:04,FC-WAT-2,,61.0,2,3.28%,0.0683,314.159,0.6147,9,255.54,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,39,39,2.8,,,i,BSA.YOLO-32,CT,Moderate sediment and detritus.,sphere,9.20,,,,,,,,,,Length,2.6,2.8,2.8,1.9,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,16:04,FC-WAT-2,,61.0,2,3.28%,0.0683,314.159,0.6147,9,255.54,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,22.2,,,i,BSA.YOLO-32,CT,Moderate sediment and detritus.,prolate spheroid,1418.21,,,,,,,,,,Length,18.5,14.8,22.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,12.1,7.4,16.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,16:04,FC-WAT-2,,61.0,2,3.28%,0.0683,314.159,0.6147,9,255.54,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,6.5,,,i,BSA.YOLO-32,CT,Moderate sediment and detritus.,cone + half sphere,122.78,,,,,,,,,,Length,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,16:04,FC-WAT-2,,61.0,2,3.28%,0.0683,314.159,0.6147,9,255.54,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,382,766,0.8,0.8,0.8,c,BSA.YOLO-32,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/8/2018,16:04,FC-WAT-2,,61.0,2,3.28%,0.0683,314.159,0.6147,9,255.54,1421,Chroococcus minutus,Soft Body,Chroococcus,minutus,,2,2,5.6,,,i,BSA.YOLO-32,CT,Moderate sediment and detritus.,sphere,91.95,,,,,,,,,,Length,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:33,FC-WAT-1,3,61.5,2,3.25%,0.0683,314.159,0.4098,6,383.31,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.YOLO-33,CT,Moderate sediment and detritus.,cylinder,68.96,,,,,,,,,,Length,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:33,FC-WAT-1,3,61.5,2,3.25%,0.0683,314.159,0.4098,6,383.31,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,9,9,2.8,,,i,BSA.YOLO-33,CT,Moderate sediment and detritus.,sphere,9.20,,,,,,,,,,Length,2.6,2.8,2.8,2.8,1.9,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:33,FC-WAT-1,3,61.5,2,3.25%,0.0683,314.159,0.4098,6,383.31,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,18.5,,,i,BSA.YOLO-33,CT,Moderate sediment and detritus.,prolate spheroid,1193.48,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:33,FC-WAT-1,3,61.5,2,3.25%,0.0683,314.159,0.4098,6,383.31,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,390,781,0.8,0.8,0.8,c,BSA.YOLO-33,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/8/2018,15:33,FC-WAT-1,3,61.5,2,3.25%,0.0683,314.159,0.4098,6,383.31,1421,Chroococcus minutus,Soft Body,Chroococcus,minutus,,2,3,5.6,,,c,BSA.YOLO-33,CT,Moderate sediment and detritus.,sphere,61.60,,,,,,,,,,Length,4.9,4.6,4.6,5.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:45,FC-SAV-2,,60.5,2,3.31%,0.0683,314.159,0.4781,7,328.55,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,4.6,,,i,BSA.YOLO-34,CT,Moderate sediment and detritus.,sphere,40.99,,,,,,,,,,Length,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:45,FC-SAV-2,,60.5,2,3.31%,0.0683,314.159,0.4781,7,328.55,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,39,39,3.7,,,i,BSA.YOLO-34,CT,Moderate sediment and detritus.,sphere,9.20,,,,,,,,,,Length,2.6,1.9,3.7,1.9,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:45,FC-SAV-2,,60.5,2,3.31%,0.0683,314.159,0.4781,7,328.55,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,2,2,5.6,,,i,BSA.YOLO-34,CT,Moderate sediment and detritus.,ellipsoid,30.38,,,,,,,,,,Length,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:45,FC-SAV-2,,60.5,2,3.31%,0.0683,314.159,0.4781,7,328.55,1692,cf. Kephyrion sp.,Soft Body,Kephyrion,sp.,,1,1,7.4,,,i,BSA.YOLO-34,CT,Moderate sediment and detritus.,prolate spheroid,121.51,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:45,FC-SAV-2,,60.5,2,3.31%,0.0683,314.159,0.4781,7,328.55,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,9.3,,,i,BSA.YOLO-34,CT,Moderate sediment and detritus.,cone + half sphere,421.16,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:45,FC-SAV-2,,60.5,2,3.31%,0.0683,314.159,0.4781,7,328.55,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,3,3,18.5,,,i,BSA.YOLO-34,CT,Moderate sediment and detritus.,prolate spheroid,923.63,,,,,,,,,,Length,16.0,18.5,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,10.5,11.1,11.1,9.3,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:45,FC-SAV-2,,60.5,2,3.31%,0.0683,314.159,0.4781,7,328.55,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,1,1,13,,,i,BSA.YOLO-34,CT,Moderate sediment and detritus.,cone + half sphere,902.58,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:45,FC-SAV-2,,60.5,2,3.31%,0.0683,314.159,0.4781,7,328.55,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,355,718,0.8,0.8,0.8,c,BSA.YOLO-34,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/8/2018,15:45,FC-SAV-2,,60.5,2,3.31%,0.0683,314.159,0.4781,7,328.55,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,4,8,2.8,,,c,BSA.YOLO-34,CT,Moderate sediment and detritus.,sphere,11.49,,,,,,,,,,Length,2.8,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:45,FC-SAV-2,,60.5,2,3.31%,0.0683,314.159,0.4781,7,328.55,1421,Chroococcus minutus,Soft Body,Chroococcus,minutus,,7,11,5.6,,,c,BSA.YOLO-34,CT,Moderate sediment and detritus.,sphere,57.91,,,,,,,,,,Length,4.8,4.6,4.6,4.6,4.6,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:45,FC-SAV-2,,60.5,2,3.31%,0.0683,314.159,0.4781,7,328.55,1709,cf. Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,50,0.9,,,f,BSA.YOLO-34,CT,Moderate sediment and detritus.,cylinder,0.57,,,,,,,,,,Length,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:05,FC_SAV_1,3,60.0,2,3.33%,0.0683,314.159,0.5464,8,287.48,91,Aulacoseira granulata,Diatom,Aulacoseira,granulata,,5,5,29.6,,,i,BSA.YOLO-35,CT,Moderate sediment and detritus. Many broken diatoms.,cylinder,5191.24,,,,,,,,,,Length,23.7,22.2,22.2,29.6,22.2,22.2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,16.7,16.7,16.7,16.7,16.7,16.7,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:05,FC_SAV_1,3,60.0,2,3.33%,0.0683,314.159,0.5464,8,287.48,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,16.7,,,i,BSA.YOLO-35,CT,Moderate sediment and detritus. Many broken diatoms.,elliptic prism,261.20,,,,,,,,,,Length,14.9,13.0,16.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,7.4,11.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.4,1.9,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:05,FC_SAV_1,3,60.0,2,3.33%,0.0683,314.159,0.5464,8,287.48,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,18.5,,,i,BSA.YOLO-35,CT,Fragment. Moderate sediment and detritus. Many broken diatoms. ,elliptic prism,596.74,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:05,FC_SAV_1,3,60.0,2,3.33%,0.0683,314.159,0.5464,8,287.48,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,,,i,BSA.YOLO-35,CT,Moderate sediment and detritus. Many broken diatoms.,cylinder,129.82,,,,,,,,,,Length,4.3,5.6,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.2,7.4,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:05,FC_SAV_1,3,60.0,2,3.33%,0.0683,314.159,0.5464,8,287.48,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,24,24,3.7,,,i,BSA.YOLO-35,CT,Moderate sediment and detritus. Many broken diatoms.,sphere,9.20,,,,,,,,,,Length,2.6,3.7,2.8,1.9,2.8,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:05,FC_SAV_1,3,60.0,2,3.33%,0.0683,314.159,0.5464,8,287.48,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,14.8,,,i,BSA.YOLO-35,CT,Moderate sediment and detritus. Many broken diatoms.,prolate spheroid,954.79,,,,,,,,,,Length,14.8,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:05,FC_SAV_1,3,60.0,2,3.33%,0.0683,314.159,0.5464,8,287.48,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,11.1,,,i,BSA.YOLO-35,CT,Moderate sediment and detritus. Many broken diatoms.,cone + half sphere,430.35,,,,,,,,,,Length,10.2,11.1,9.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:05,FC_SAV_1,3,60.0,2,3.33%,0.0683,314.159,0.5464,8,287.48,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,7.4,,,i,BSA.YOLO-35,CT,Moderate sediment and detritus. Many broken diatoms.,cone + half sphere,172.03,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:05,FC_SAV_1,3,60.0,2,3.33%,0.0683,314.159,0.5464,8,287.48,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,368,741,0.8,0.8,0.8,c,BSA.YOLO-35,CT,Moderate sediment and detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/8/2018,15:05,FC_SAV_1,3,60.0,2,3.33%,0.0683,314.159,0.5464,8,287.48,1421,Chroococcus minutus,Soft Body,Chroococcus,minutus,,2,2,4.6,,,i,BSA.YOLO-35,CT,Moderate sediment and detritus. Many broken diatoms.,sphere,50.96,,,,,,,,,,Length,4.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/8/2018,15:05,FC_SAV_1,3,60.0,2,3.33%,0.0683,314.159,0.5464,8,287.48,1423,cf. Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,2,2.8,,,c,BSA.YOLO-35,CT,Moderate sediment and detritus. Many broken diatoms.,sphere,11.49,,,,,,,,,,Length,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/18/2018,17:20,FC-SAV-2,,62.0,2,3.23%,0.0683,314.159,0.5464,8,287.48,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,4.6,,,i,BSA.YOLO-36,CT,Moderate sediment and detritus.,cylinder,61.49,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
