MethodCode,SampleDate,SampleTime,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
Phyto,10/1/2019,8:56,RMB,1,62.0,1,1.61%,0.0697,314.159,0.3485,5,901.46,1692,Kephyrion sp.,Soft Body,Kephyrion,sp.,,1,1,5.6,,,i,BSA.YOLO-06,BB,,prolate spheroid,73.30,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,8:56,RMB,1,62.0,1,1.61%,0.0697,314.159,0.3485,5,901.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,431,928,0.8,0.8,0.8,c,BSA.YOLO-06,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/14/2019,9:57,SHR,1,61.0,3,4.92%,0.0697,314.159,0.9758,14,107.32,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,1,1,13,,,i,BSA.YOLO-07,BB,,elliptic prism,105.78,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/14/2019,9:57,SHR,1,61.0,3,4.92%,0.0697,314.159,0.9758,14,107.32,88,Aulacoseira cf. alpigena,Diatom,Aulacoseira,alpigena,,2,2,7.4,,,i,BSA.YOLO-07,BB,,cylinder,182.26,,,,,,,,,,Length,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/14/2019,9:57,SHR,1,61.0,3,4.92%,0.0697,314.159,0.9758,14,107.32,74,Amphora sp.,Diatom,Amphora,sp.,,1,1,18.5,,,i,BSA.YOLO-07,BB,,cymbelloid,148.31,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/14/2019,9:57,SHR,1,61.0,3,4.92%,0.0697,314.159,0.9758,14,107.32,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,13,,,i,BSA.YOLO-07,BB,,cylinder,862.76,,,,,,,,,,Length,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/14/2019,9:57,SHR,1,61.0,3,4.92%,0.0697,314.159,0.9758,14,107.32,1927,Geissleria acceptata,Diatom,Geissleria,acceptata,,1,1,10.2,,,i,BSA.YOLO-07,BB,,elliptic prism,165.99,,,,,,,,,,Length,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/14/2019,9:57,SHR,1,61.0,3,4.92%,0.0697,314.159,0.9758,14,107.32,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,5,5,27.8,,,i,BSA.YOLO-07,BB,,prism on parallelogram,110.33,,,,,,,,,,Length,23.4,20.4,20.4,24.1,24.1,27.8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.1,2.8,2.8,5.6,5.6,3.7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.3,1.9,1.9,2.8,2.8,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,10/14/2019,9:57,SHR,1,61.0,3,4.92%,0.0697,314.159,0.9758,14,107.32,271,Odontidium mesodon,Diatom,Odontidium,mesodon,,1,1,13,,,i,BSA.YOLO-07,BB,,elliptic prism,479.06,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/14/2019,9:57,SHR,1,61.0,3,4.92%,0.0697,314.159,0.9758,14,107.32,1007,Ulnaria ulna,Diatom,Ulnaria,ulna,,2,2,116.7,,,i,BSA.YOLO-07,BB,Fragment.,elliptic prism,3847.50,,,,,,,,,,Length,95.4,116.7,74.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.9,8.3,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,6.5,7.4,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/14/2019,9:57,SHR,1,61.0,3,4.92%,0.0697,314.159,0.9758,14,107.32,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,1.9,,,i,BSA.YOLO-07,BB,,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/14/2019,9:57,SHR,1,61.0,3,4.92%,0.0697,314.159,0.9758,14,107.32,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,408,858,0.8,0.8,0.8,c,BSA.YOLO-07,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/14/2019,9:57,SHR,1,61.0,3,4.92%,0.0697,314.159,0.9758,14,107.32,1709,cf. Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,6,5.6,,,f,BSA.YOLO-07,BB,,cylinder,91.13,,,,,,,,,,Length,3.7,3.7,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,10/2/2019,10:20,LIB,1,62.0,2,3.23%,0.0683,314.159,1.366,20,114.99,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,3.7,,,i,BSA.YOLO-08,CT,,cylinder,23.95,,,,,,,,,,Length,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.3,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/2/2019,10:20,LIB,1,62.0,2,3.23%,0.0683,314.159,1.366,20,114.99,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,2,2,11.1,,,i,BSA.YOLO-08,CT,,gomphonemoid,336.41,,,,,,,,,,Width,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,11.1,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,9.3,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/2/2019,10:20,LIB,1,62.0,2,3.23%,0.0683,314.159,1.366,20,114.99,846,Planothidium sp.,Diatom,Planothidium,sp.,,1,1,11.1,,,i,BSA.YOLO-08,CT,,elliptic prism,180.64,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/2/2019,10:20,LIB,1,62.0,2,3.23%,0.0683,314.159,1.366,20,114.99,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,12,12,2.8,,,i,BSA.YOLO-08,CT,,sphere,4.85,,,,,,,,,,Length,2.1,2.8,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,
Phyto,10/2/2019,10:20,LIB,1,62.0,2,3.23%,0.0683,314.159,1.366,20,114.99,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,11.1,,,i,BSA.YOLO-08,CT,,cone + half sphere,379.75,,,,,,,,,,Length,9.9,11.1,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.9,4.6,5.6,4.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/2/2019,10:20,LIB,1,62.0,2,3.23%,0.0683,314.159,1.366,20,114.99,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,391,814,0.8,0.8,0.8,c,BSA.YOLO-08,CT,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/1/2019,9:19,RMB Dup,1,63.0,1,1.59%,0.0697,314.159,0.3485,5,901.46,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.YOLO-09,BB,,cylinder,68.96,,,,,,,,,,Length,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,9:19,RMB Dup,1,63.0,1,1.59%,0.0697,314.159,0.3485,5,901.46,1020,Carteria sp.,Soft Body,Carteria,sp.,,2,2,13,,,i,BSA.YOLO-09,BB,,sphere,379.06,,,,,,,,,,Length,11.6,13.0,10.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.9,8.3,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,9:19,RMB Dup,1,63.0,1,1.59%,0.0697,314.159,0.3485,5,901.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,441,944,0.8,0.8,0.8,c,BSA.YOLO-09,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/2/2019,11:33,STTD,1,61.0,1,1.64%,0.0697,314.159,0.5576,8,563.41,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,2.4,,,i,BSA.YOLO-10,BB,,sphere,4.19,,,,,,,,,,Length,2.0,2.4,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,
Phyto,10/2/2019,11:33,STTD,1,61.0,1,1.64%,0.0697,314.159,0.5576,8,563.41,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,840,0.8,0.8,0.8,c,BSA.YOLO-10,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/1/2019,12:29,RD22,1,62.0,1,1.61%,0.0683,314.159,0.5464,8,574.96,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,9.3,,,i,BSA.YOLO-11,CT,Moderate sediment and detritus.,cylinder,197.96,,,,,,,,,,Length,5.0,5.6,3.7,5.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.1,9.3,4.6,7.4,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,12:29,RD22,1,62.0,1,1.61%,0.0683,314.159,0.5464,8,574.96,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,2,2,16.7,,,i,BSA.YOLO-11,CT,Moderate sediment and detritus.,cylinder + 2 half spheres,160.21,,,,,,,,,,Length,14.9,16.7,13.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,12:29,RD22,1,62.0,1,1.61%,0.0683,314.159,0.5464,8,574.96,1020,Carteria sp.,Soft Body,Carteria,sp.,,4,4,14.8,,,i,BSA.YOLO-11,CT,Moderate sediment and detritus.,sphere,522.79,,,,,,,,,,Length,13.5,13.0,13.0,14.8,13.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.6,9.3,7.4,8.2,9.3,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,12:29,RD22,1,62.0,1,1.61%,0.0683,314.159,0.5464,8,574.96,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,2.8,,,i,BSA.YOLO-11,CT,Moderate sediment and detritus.,sphere,7.24,,,,,,,,,,Length,2.4,1.9,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,12:29,RD22,1,62.0,1,1.61%,0.0683,314.159,0.5464,8,574.96,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,4,4,6.7,,,7.4,BSA.YOLO-11,CT,Moderate sediment and detritus.,prolate spheroid,130.54,,,,,,,,,,Length,6.7,6.5,7.4,6.5,6.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.1,6.5,5.6,5.6,6.5,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,12:29,RD22,1,62.0,1,1.61%,0.0683,314.159,0.5464,8,574.96,1313,Dinobryon sp.,Soft Body,Dinobryon,sp.,,1,1,11.1,,,i,BSA.YOLO-11,CT,Moderate sediment and detritus.,prolate spheroid,245.55,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,12:29,RD22,1,62.0,1,1.61%,0.0683,314.159,0.5464,8,574.96,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.YOLO-11,CT,Moderate sediment and detritus.,cone + half sphere,337.38,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,12:29,RD22,1,62.0,1,1.61%,0.0683,314.159,0.5464,8,574.96,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,389,801,0.8,0.8,0.8,c,BSA.YOLO-11,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/2/2019,9:01,RVB,1,63.0,2,3.17%,0.0683,314.159,1.5026,22,104.54,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,3.7,,,i,BSA.YOLO-12,CT,,cylinder,39.78,,,,,,,,,,Length,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/2/2019,9:01,RVB,1,63.0,2,3.17%,0.0683,314.159,1.5026,22,104.54,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,27.8,,,i,BSA.YOLO-12,CT,,elliptic prism,904.80,,,,,,,,,,Length,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/2/2019,9:01,RVB,1,63.0,2,3.17%,0.0683,314.159,1.5026,22,104.54,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,12,,,i,BSA.YOLO-12,CT,,prism on parallelogram,47.04,,,,,,,,,,Length,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/2/2019,9:01,RVB,1,63.0,2,3.17%,0.0683,314.159,1.5026,22,104.54,1007,Ulnaria ulna,Diatom,Ulnaria,ulna,,1,1,40.7,,,i,BSA.YOLO-12,CT,Fragment.,elliptic prism,1750.44,,,,,,,,,,Length,40.7,40.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/2/2019,9:01,RVB,1,63.0,2,3.17%,0.0683,314.159,1.5026,22,104.54,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,2.8,,,i,BSA.YOLO-12,CT,,sphere,11.49,,,,,,,,,,Length,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/2/2019,9:01,RVB,1,63.0,2,3.17%,0.0683,314.159,1.5026,22,104.54,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.YOLO-12,CT,,cone + half sphere,172.03,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/2/2019,9:01,RVB,1,63.0,2,3.17%,0.0683,314.159,1.5026,22,104.54,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,407,838,0.8,0.8,0.8,c,BSA.YOLO-12,CT,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/1/2019,10:30,LIS,1,61.0,1,1.64%,0.0683,314.159,0.8879,13,353.82,1917,Aulacoseira granulata var. angustissima,Diatom,Aulacoseira,granulata var. angustissima,,3,3,29.6,,,i,BSA.YOLO-13,CT,,cylinder,318.26,,,,,,,,,,Length,29.6,29.6,29.6,29.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,10:30,LIS,1,61.0,1,1.64%,0.0683,314.159,0.8879,13,353.82,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,8.2,,,i,BSA.YOLO-13,CT,,cylinder,140.28,,,,,,,,,,Length,4.8,3.7,5.6,4.6,5.6,4.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.1,4.6,6.5,6.5,8.2,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,10:30,LIS,1,61.0,1,1.64%,0.0683,314.159,0.8879,13,353.82,685,Nitzschia clausii,Diatom,Nitzschia,clausii,,1,1,70.4,,,i,BSA.YOLO-13,CT,,prism on parallelogram,1927.55,,,,,,,,,,Length,70.4,70.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,10:30,LIS,1,61.0,1,1.64%,0.0683,314.159,0.8879,13,353.82,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,37,,,i,BSA.YOLO-13,CT,,prism on parallelogram,191.66,,,,,,,,,,Length,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,10:30,LIS,1,61.0,1,1.64%,0.0683,314.159,0.8879,13,353.82,1020,Carteria sp.,Soft Body,Carteria,sp.,,2,2,13,,,i,BSA.YOLO-13,CT,,sphere,653.72,,,,,,,,,,Length,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.8,9.3,10.2,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,10:30,LIS,1,61.0,1,1.64%,0.0683,314.159,0.8879,13,353.82,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,6,6,2.8,,,i,BSA.YOLO-13,CT,,sphere,7.24,,,,,,,,,,Length,2.4,2.8,2.8,1.9,2.8,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,10:30,LIS,1,61.0,1,1.64%,0.0683,314.159,0.8879,13,353.82,1085,Dictyosphaerium sp.,Soft Body,Dictyosphaerium,sp.,,1,16,2.8,,,c,BSA.YOLO-13,CT,,sphere,11.49,,,,,,,,,,Length,2.8,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,10:30,LIS,1,61.0,1,1.64%,0.0683,314.159,0.8879,13,353.82,1136,Monoraphidium griffithii,Soft Body,Monoraphidium,griffithii,,1,1,64.8,,,i,BSA.YOLO-13,CT,,2 cones,122.48,,,,,,,,,,Length,64.8,64.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,10:30,LIS,1,61.0,1,1.64%,0.0683,314.159,0.8879,13,353.82,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,14.8,,,i,BSA.YOLO-13,CT,,2 cones,27.97,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,10:30,LIS,1,61.0,1,1.64%,0.0683,314.159,0.8879,13,353.82,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,5,5,11.1,,,i,BSA.YOLO-13,CT,,cone + half sphere,279.95,,,,,,,,,,Length,8.9,9.3,7.4,9.3,7.4,11.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,4.6,4.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,10/1/2019,10:30,LIS,1,61.0,1,1.64%,0.0683,314.159,0.8879,13,353.82,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,405,826,0.8,0.8,0.8,c,BSA.YOLO-13,CT,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/15/2019,13:16,LIS-DUP,1,61.0,1,1.64%,0.0683,314.159,0.5464,8,574.96,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,6.5,,,i,BSA.YOLO-14,CT,Moderate sediment and detritus.,cylinder,91.13,,,,,,,,,,Length,3.7,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,
