MethodCode,SampleDate,SampleTime,StationCode,Depth (ft),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
Phyto,12/18/2018,13:28,FC_SAV_1,,52.5,2,3.81%,0.0683,314.159,0.6147,9,255.54,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,7,7,7.4,,,i,BSA.YOLO-09,CT,Low sediment and detritus.,cone + half sphere,126.92,,,,,,,,,,Length,6.7,5.6,7.4,7.4,5.6,7.4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.1,3.7,3.7,4.6,3.7,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,13:28,FC_SAV_1,,52.5,2,3.81%,0.0683,314.159,0.6147,9,255.54,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,392,803,0.8,0.8,0.8,c,BSA.YOLO-09,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,12/18/2018,,FC_SAV_2,3,54.0,2,3.70%,0.0683,314.159,0.7513,11,209.08,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,11,11,2.8,,,i,BSA.YOLO-10,CT,Low sediment and detritus.,sphere,7.24,,,,,,,,,,Length,2.4,2.8,1.9,2.8,1.9,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,,FC_SAV_2,3,54.0,2,3.70%,0.0683,314.159,0.7513,11,209.08,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,1,1,11.1,,,i,BSA.YOLO-10,CT,Low sediment and detritus.,cone + half sphere,596.74,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,,FC_SAV_2,3,54.0,2,3.70%,0.0683,314.159,0.7513,11,209.08,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,6,6,7.4,,,i,BSA.YOLO-10,CT,Low sediment and detritus.,cone + half sphere,108.06,,,,,,,,,,Length,6.3,5.6,5.6,5.6,7.4,7.4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.1,3.7,3.7,3.7,4.6,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,,FC_SAV_2,3,54.0,2,3.70%,0.0683,314.159,0.7513,11,209.08,1393,cf. Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,3,10,4.6,,,f,BSA.YOLO-10,CT,Low sediment and detritus.,cylinder,24.01,,,,,,,,,,Length,3.9,3.7,3.7,3.7,3.7,4.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,,FC_SAV_2,3,54.0,2,3.70%,0.0683,314.159,0.7513,11,209.08,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,396,815,0.8,0.8,0.8,c,BSA.YOLO-10,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,12/18/2018,14:00,FC_WAT_1,,61.5,2,3.25%,0.0683,314.159,0.683,10,229.98,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,2,2,9.3,,,i,BSA.YOLO-11,CT,Low sediment and detritus.,elliptic prism,54.43,,,,,,,,,,Length,7.5,9.3,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.3,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,14:00,FC_WAT_1,,61.5,2,3.25%,0.0683,314.159,0.683,10,229.98,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,2,2,7.4,,,i,BSA.YOLO-11,CT,Low sediment and detritus.,sphere,96.13,,,,,,,,,,Length,6.0,4.6,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.0,4.6,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.1,4.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,14:00,FC_WAT_1,,61.5,2,3.25%,0.0683,314.159,0.683,10,229.98,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,1.9,,,i,BSA.YOLO-11,CT,Low sediment and detritus.,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,14:00,FC_WAT_1,,61.5,2,3.25%,0.0683,314.159,0.683,10,229.98,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,1,1,13,,,i,BSA.YOLO-11,CT,Low sediment and detritus.,cone + half sphere,902.58,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,14:00,FC_WAT_1,,61.5,2,3.25%,0.0683,314.159,0.683,10,229.98,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,6.5,,,i,BSA.YOLO-11,CT,Low sediment and detritus.,cone + half sphere,122.78,,,,,,,,,,Length,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,14:00,FC_WAT_1,,61.5,2,3.25%,0.0683,314.159,0.683,10,229.98,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,393,800,0.8,0.8,0.8,c,BSA.YOLO-11,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,12/18/2018,,FC_WAT_2,3,53.5,2,3.74%,0.0683,314.159,0.8879,13,176.91,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,8,8,2.8,,,i,BSA.YOLO-12,CT,Low sediment and detritus.,sphere,7.24,,,,,,,,,,Length,2.4,2.8,1.9,2.8,1.9,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,,FC_WAT_2,3,53.5,2,3.74%,0.0683,314.159,0.8879,13,176.91,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,3,3,14.8,,,i,BSA.YOLO-12,CT,Low sediment and detritus.,prolate spheroid,613.82,,,,,,,,,,Length,14.8,14.8,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.9,9.3,9.3,8.2,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,,FC_WAT_2,3,53.5,2,3.74%,0.0683,314.159,0.8879,13,176.91,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,2,2,12.9,,,i,BSA.YOLO-12,CT,Low sediment and detritus.,cone + half sphere,731.36,,,,,,,,,,Length,12.0,12.9,11.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,,FC_WAT_2,3,53.5,2,3.74%,0.0683,314.159,0.8879,13,176.91,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,9.3,,,i,BSA.YOLO-12,CT,Low sediment and detritus.,cone + half sphere,321.53,,,,,,,,,,Length,9.3,9.3,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.9,4.6,5.6,4.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,,FC_WAT_2,3,53.5,2,3.74%,0.0683,314.159,0.8879,13,176.91,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,3,3,7.4,,,i,BSA.YOLO-12,CT,Low sediment and detritus.,cone + half sphere,116.14,,,,,,,,,,Length,6.5,6.5,7.4,5.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.0,3.7,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/18/2018,,FC_WAT_2,3,53.5,2,3.74%,0.0683,314.159,0.8879,13,176.91,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,408,844,0.8,0.8,0.8,c,BSA.YOLO-12,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,12/17/2018,14:30,LH_SAV_2,,63.0,2,3.17%,0.0683,314.159,0.8196,12,191.65,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,12,12,2.8,,,i,BSA.YOLO-13,CT,Low sediment and detritus.,sphere,9.20,,,,,,,,,,Length,2.6,2.8,2.8,2.8,2.8,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,14:30,LH_SAV_2,,63.0,2,3.17%,0.0683,314.159,0.8196,12,191.65,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,1,1,11.1,,,i,BSA.YOLO-13,CT,Low sediment and detritus.,cone + half sphere,596.74,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,14:30,LH_SAV_2,,63.0,2,3.17%,0.0683,314.159,0.8196,12,191.65,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.YOLO-13,CT,Low sediment and detritus.,cone + half sphere,281.80,,,,,,,,,,Length,8.8,9.3,8.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.1,5.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,14:30,LH_SAV_2,,63.0,2,3.17%,0.0683,314.159,0.8196,12,191.65,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,7.4,,,i,BSA.YOLO-13,CT,Low sediment and detritus.,cone + half sphere,159.13,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,14:30,LH_SAV_2,,63.0,2,3.17%,0.0683,314.159,0.8196,12,191.65,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,396,824,0.8,0.8,0.8,c,BSA.YOLO-13,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,12/17/2018,,LH_SAV_1,3,62.0,2,3.23%,0.0683,314.159,1.0928,16,143.74,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,16.7,,,i,BSA.YOLO-14,CT,Low sediment and detritus. ,elliptic prism,407.65,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,,LH_SAV_1,3,62.0,2,3.23%,0.0683,314.159,1.0928,16,143.74,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,5.6,,,i,BSA.YOLO-14,CT,Low sediment and detritus. ,cylinder,64.19,,,,,,,,,,Length,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.7,3.7,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,,LH_SAV_1,3,62.0,2,3.23%,0.0683,314.159,1.0928,16,143.74,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,2.8,,,i,BSA.YOLO-14,CT,Low sediment and detritus. ,sphere,8.18,,,,,,,,,,Length,2.5,2.8,2.8,1.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,,LH_SAV_1,3,62.0,2,3.23%,0.0683,314.159,1.0928,16,143.74,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,1,1,13,,,i,BSA.YOLO-14,CT,Low sediment and detritus. ,cone + half sphere,902.58,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,,LH_SAV_1,3,62.0,2,3.23%,0.0683,314.159,1.0928,16,143.74,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,4,4,7.4,,,i,BSA.YOLO-14,CT,Low sediment and detritus. ,cone + half sphere,162.00,,,,,,,,,,Length,7.4,7.4,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.9,3.7,3.7,3.7,4.6,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,,LH_SAV_1,3,62.0,2,3.23%,0.0683,314.159,1.0928,16,143.74,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,823,0.8,0.8,0.8,c,BSA.YOLO-14,CT,Low sediment and detritus. ,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,12/17/2018,,LH_WAT_1,3,63.0,2,3.17%,0.0683,314.159,1.1611,17,135.29,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,22.2,,,i,BSA.YOLO-15,CT,Low sediment and detritus.,elliptic prism,634.66,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,,LH_WAT_1,3,63.0,2,3.17%,0.0683,314.159,1.1611,17,135.29,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,3.7,,,i,BSA.YOLO-15,CT,Low sediment and detritus.,sphere,6.37,,,,,,,,,,Length,2.3,1.9,1.9,1.9,1.9,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,,LH_WAT_1,3,63.0,2,3.17%,0.0683,314.159,1.1611,17,135.29,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,2,2,13,,,i,BSA.YOLO-15,CT,Low sediment and detritus.,cone + half sphere,732.10,,,,,,,,,,Length,12.1,13.0,11.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.0,7.4,6.5,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,,LH_WAT_1,3,63.0,2,3.17%,0.0683,314.159,1.1611,17,135.29,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.YOLO-15,CT,Low sediment and detritus.,cone + half sphere,314.74,,,,,,,,,,Length,9.3,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,,LH_WAT_1,3,63.0,2,3.17%,0.0683,314.159,1.1611,17,135.29,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,9,9,7.4,,,i,BSA.YOLO-15,CT,Low sediment and detritus.,cone + half sphere,103.91,,,,,,,,,,Length,6.3,5.6,7.4,5.6,7.4,5.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,,LH_WAT_1,3,63.0,2,3.17%,0.0683,314.159,1.1611,17,135.29,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,394,808,0.8,0.8,0.8,c,BSA.YOLO-15,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,12/17/2018,,LH_WAT_1,3,63.0,2,3.17%,0.0683,314.159,1.1611,17,135.29,1629,Peridinium sp.,Soft Body,Peridinium,sp.,,1,1,33.3,,,i,BSA.YOLO-15,CT,Low sediment and detritus.,ellipsoid,17300.70,,,,,,,,,,Length,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,33.3,33.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,14:42,LH_WAT_2,,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,2.8,,,i,BSA.YOLO-16,CT,Low sediment and detritus.,sphere,7.24,,,,,,,,,,Length,2.4,2.8,2.8,2.8,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,14:42,LH_WAT_2,,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,4.6,,,c,BSA.YOLO-16,CT,Low sediment and detritus.,prolate spheroid,8.69,,,,,,,,,,Length,4.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,14:42,LH_WAT_2,,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,14.8,,,i,BSA.YOLO-16,CT,Low sediment and detritus.,prolate spheroid,670.23,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,14:42,LH_WAT_2,,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.YOLO-16,CT,Low sediment and detritus.,cone + half sphere,314.74,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,14:42,LH_WAT_2,,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,7.4,,,i,BSA.YOLO-16,CT,Low sediment and detritus.,cone + half sphere,159.13,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,12/17/2018,14:42,LH_WAT_2,,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,403,832,0.8,0.8,0.8,c,BSA.YOLO-16,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,12/17/2018,14:42,LH_WAT_2,,63.0,2,3.17%,0.0683,314.159,0.8879,13,176.91,1611,cf. Gymnodinium sp.,Soft Body,Gymnodinium,sp.,,1,1,27.8,,,i,BSA.YOLO-16,CT,Low sediment and detritus.,ellipsoid,8454.29,,,,,,,,,,Length,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
