MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Organisms per mL,Total Cells Counted,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,
Phyto,11/7/13,8:15,D26,42,10,23.81%,0.0697,314.159,0.418478994,6,75.07,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,34,2552.44,34,5.6,i,BSA.11-08,KS,Fragment. Moderate sediment and detritus; many diatom fragments.,cylinder,137.93,,,,,,,,,,
Phyto,11/7/13,8:15,D26,42,10,23.81%,0.0697,314.159,0.418478994,6,75.07,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,4,300.29,4,24.3,i,BSA.11-08,KS,Fragment. Moderate sediment and detritus; many diatom fragments.,elliptic prism,988.61,,,,,,,,,,
Phyto,11/7/13,8:15,D26,42,10,23.81%,0.0697,314.159,0.418478994,6,75.07,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,225.21,3,9.3,i,BSA.11-08,KS,Moderate sediment and detritus; many diatom fragments.,cylinder,380.40,,,,,,,,,,
Phyto,11/7/13,8:15,D26,42,10,23.81%,0.0697,314.159,0.418478994,6,75.07,873,Reimeria sinuata,Diatom,Reimeria,sinuata,,1,75.07,1,12.2,i,BSA.11-08,KS,Moderate sediment and detritus; many diatom fragments.,elliptic prism,67.36,,,,,,,,,,
Phyto,11/7/13,8:15,D26,42,10,23.81%,0.0697,314.159,0.418478994,6,75.07,886,Sellaphora bacillum,Diatom,Sellaphora,bacillum,,1,75.07,1,31.8,i,BSA.11-08,KS,Moderate sediment and detritus; many diatom fragments.,box,1094.24,,,,,,,,,,
Phyto,11/7/13,8:15,D26,42,10,23.81%,0.0697,314.159,0.418478994,6,75.07,976,Synedra ulna,Diatom,Synedra,ulna,,10,750.72,10,9.3,i,BSA.11-08,KS,Fragment. Moderate sediment and detritus; many diatom fragments.,box,202.69,,,,,,,,,,
Phyto,11/7/13,8:15,D26,42,10,23.81%,0.0697,314.159,0.418478994,6,75.07,1032,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,75.07,1,4.7,i,BSA.11-08,KS,Moderate sediment and detritus; many diatom fragments.,sphere,54.36,,,,,,,,,,
Phyto,11/7/13,8:15,D26,42,10,23.81%,0.0697,314.159,0.418478994,6,75.07,1327,Pseudokephyrion pseudospirale,Soft Body,Pseudokephyrion,pseudospirale,,1,75.07,1,7.5,i,BSA.11-08,KS,Moderate sediment and detritus; many diatom fragments.,ellipsoid,53.76,,,,,,,,,,
Phyto,11/7/13,8:15,D26,42,10,23.81%,0.0697,314.159,0.418478994,6,75.07,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,4,300.29,4,11.2,i,BSA.11-08,KS,Moderate sediment and detritus; many diatom fragments.,cone + half sphere,551.71,,,,,,,,,,
Phyto,11/7/13,8:15,D26,42,10,23.81%,0.0697,314.159,0.418478994,6,75.07,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,380,28527.22,760,0.84,c,BSA.11-08,KS,Moderate sediment and detritus; many diatom fragments.,sphere,0.27,0.27,0.38,0.27,0.27,0.38,0.27,0.27,0.38,0.38,
Phyto,11/7/13,8:15,D26,42,10,23.81%,0.0697,314.159,0.418478994,6,75.07,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,2,150.14,8,1.9,c,BSA.11-08,KS,Moderate sediment and detritus; many diatom fragments.,sphere,3.59,,,,,,,,,,
Phyto,11/8/13,10:20,D19,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,64.35,1,8,i,BSA.11-09,KS,"Fragment. Moderate sediment, low detritus, diatom fragments.",cylinder,353.43,,,,,,,,,,
Phyto,11/8/13,10:20,D19,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,99,cf. Bacillaria paxillifer,Diatom,Bacillaria,paxillifer,,1,64.35,1,9.3,i,BSA.11-09,KS,"Fragment. Moderate sediment, low detritus, diatom fragments.",box,182.37,,,,,,,,,,
Phyto,11/8/13,10:20,D19,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,64.35,1,3.7,i,BSA.11-09,KS,"Moderate sediment, low detritus, diatom fragments.",cylinder,20.43,,,,,,,,,,
Phyto,11/8/13,10:20,D19,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,631,Navicula sp.,Diatom,Navicula,sp.,,1,64.35,1,33.6,i,BSA.11-09,KS,"Girdle view. Moderate sediment, low detritus, diatom fragments.",elliptic prism,546.79,,,,,,,,,,
Phyto,11/8/13,10:20,D19,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,874,Rhoicosphenia abbreviata,Diatom,Rhoicosphenia,abbreviata,,1,64.35,1,7.5,i,BSA.11-09,KS,"Fragment. Moderate sediment, low detritus, diatom fragments.",gomphonemoid,116.13,,,,,,,,,,
Phyto,11/8/13,10:20,D19,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,,1,64.35,1,5.6,i,BSA.11-09,KS,"Moderate sediment, low detritus, diatom fragments.",ellipsoid,22.99,,,,,,,,,,
Phyto,11/8/13,10:20,D19,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,64.35,1,9.3,i,BSA.11-09,KS,"Moderate sediment, low detritus, diatom fragments.",cone + half sphere,317.00,,,,,,,,,,
Phyto,11/8/13,10:20,D19,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,418,26897.09,841,0.84,c,BSA.11-09,KS,"Moderate sediment, low detritus, diatom fragments.",sphere,0.27,0.38,0.27,0.38,0.27,0.38,0.27,0.27,0.38,0.27,
Phyto,11/12/13,11:40,D8,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,1646,Coscinodiscus sp.,Diatom,Coscinodiscus,sp.,,1,64.35,1,11.2,i,BSA.11-10,KS,"Fragment. High detritus and sediment, many diatom fragments.",cylinder,494.80,,,,,,,,,,
Phyto,11/12/13,11:40,D8,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,6,386.08,6,5.6,i,BSA.11-10,KS,"High detritus and sediment, many diatom fragments.",cylinder,91.13,,,,,,,,,,
Phyto,11/12/13,11:40,D8,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,64.35,1,24.3,i,BSA.11-10,KS,"Fragment. High detritus and sediment, many diatom fragments.",cymbelloid,508.14,,,,,,,,,,
Phyto,11/12/13,11:40,D8,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,64.35,1,13.1,i,BSA.11-10,KS,"Fragment. High detritus and sediment, many diatom fragments.",prism on parallelogram,119.21,,,,,,,,,,
Phyto,11/12/13,11:40,D8,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,998,Tryblionella levidensis,Diatom,Tryblionella,levidensis,,1,64.35,1,13.1,i,BSA.11-10,KS,"High detritus and sediment, many diatom fragments.",elliptic prism,322.65,,,,,,,,,,
Phyto,11/12/13,11:40,D8,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,446,28698.81,885,0.85,c,BSA.11-10,KS,"High detritus and sediment, many diatom fragments.",sphere,0.27,0.38,0.38,0.27,0.38,0.38,0.27,0.27,0.38,0.27,
Phyto,11/12/13,11:40,D8,38,10,26.32%,0.0697,314.159,0.488225493,7,64.35,1664,cf. Goniochloris sp.,Soft Body,Goniochloris,sp.,,1,64.35,1,9.3,i,BSA.11-10,KS,"High detritus and sediment, many diatom fragments.",prism on triangle,160.01,,,,,,,,,,
Phyto,11/12/13,13:10,D4,40,10,25.00%,0.0697,314.159,0.627718491,9,50.05,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,3,150.14,3,11.2,i,BSA.11-11,KS,"Fragment. Moderate sediment and detritus, many diatom fragments. ",cylinder,494.80,,,,,,,,,,
Phyto,11/12/13,13:10,D4,40,10,25.00%,0.0697,314.159,0.627718491,9,50.05,99,cf. Bacillaria paxillifer,Diatom,Bacillaria,paxillifer,,1,50.05,1,15,i,BSA.11-11,KS,"Fragment. Moderate sediment and detritus, many diatom fragments. ",box,360.75,,,,,,,,,,
Phyto,11/12/13,13:10,D4,40,10,25.00%,0.0697,314.159,0.627718491,9,50.05,190,Cyclotella spp.,Diatom,Cyclotella,spp.,,7,350.33,7,10.3,i,BSA.11-11,KS,"Moderate sediment and detritus, many diatom fragments. ",cylinder,466.61,,,,,,,,,,
Phyto,11/12/13,13:10,D4,40,10,25.00%,0.0697,314.159,0.627718491,9,50.05,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,1,50.05,1,63.5,i,BSA.11-11,KS,"Moderate sediment and detritus, many diatom fragments. ",prism on parallelogram,114.62,,,,,,,,,,
Phyto,11/12/13,13:10,D4,40,10,25.00%,0.0697,314.159,0.627718491,9,50.05,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,50.05,1,24.3,i,BSA.11-11,KS,"Moderate sediment and detritus, many diatom fragments. ",prism on parallelogram,43.86,,,,,,,,,,
Phyto,11/12/13,13:10,D4,40,10,25.00%,0.0697,314.159,0.627718491,9,50.05,866,Pseudostaurosira brevistriata,Diatom,Pseudostaurosira,brevistriata,,1,50.05,1,7.5,i,BSA.11-11,KS,"Fragment. Moderate sediment and detritus, many diatom fragments. ",box,80.64,,,,,,,,,,
Phyto,11/12/13,13:10,D4,40,10,25.00%,0.0697,314.159,0.627718491,9,50.05,931,Stephanocyclus meneghiniana,Diatom,Stephanocyclus,meneghiniana,,1,50.05,1,11.2,i,BSA.11-11,KS,"Moderate sediment and detritus, many diatom fragments. ",cylinder,551.71,,,,,,,,,,
Phyto,11/12/13,13:10,D4,40,10,25.00%,0.0697,314.159,0.627718491,9,50.05,976,Synedra ulna,Diatom,Synedra,ulna,,1,50.05,1,13.1,i,BSA.11-11,KS,"Fragment. Moderate sediment and detritus, many diatom fragments. ",box,213.18,,,,,,,,,,
Phyto,11/12/13,13:10,D4,40,10,25.00%,0.0697,314.159,0.627718491,9,50.05,984,Thalassionema sp.,Diatom,Thalassionema,sp.,,1,50.05,1,20.6,i,BSA.11-11,KS,"Fragment. Moderate sediment and detritus, many diatom fragments. ",box,282.01,,,,,,,,,,
Phyto,11/12/13,13:10,D4,40,10,25.00%,0.0697,314.159,0.627718491,9,50.05,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,7,350.33,7,26.2,i,BSA.11-11,KS,"Fragment. Moderate sediment and detritus, many diatom fragments. ",cylinder,3019.12,,,,,,,,,,
Phyto,11/12/13,13:10,D4,40,10,25.00%,0.0697,314.159,0.627718491,9,50.05,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,50.05,1,5.6,i,BSA.11-11,KS,"Moderate sediment and detritus, many diatom fragments. ",sphere,91.95,,,,,,,,,,
Phyto,11/12/13,13:10,D4,40,10,25.00%,0.0697,314.159,0.627718491,9,50.05,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,50.05,1,8.4,i,BSA.11-11,KS,"Moderate sediment and detritus, many diatom fragments. ",cone + half sphere,241.99,,,,,,,,,,
Phyto,11/12/13,13:10,D4,40,10,25.00%,0.0697,314.159,0.627718491,9,50.05,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,402,20119.20,810,0.84,c,BSA.11-11,KS,"Moderate sediment and detritus, many diatom fragments. ",sphere,0.27,0.38,0.27,0.27,0.38,0.27,0.38,0.27,0.38,0.27,
Phyto,11/12/13,13:10,D4,40,10,25.00%,0.0697,314.159,0.627718491,9,50.05,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,1,50.05,6,1.9,c ,BSA.11-11,KS,"Moderate sediment and detritus, many diatom fragments. ",sphere,3.59,,,,,,,,,,
Phyto,11/14/13,9:45,D41A,40,10,25.00%,0.0697,314.159,0.557971992,8,56.30,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,3,168.91,3,7.5,i,BSA.11-12,KS,"Fragment. Moderate sediment and detritus, many diatom fragments. ",cylinder,184.73,,,,,,,,,,
Phyto,11/14/13,9:45,D41A,40,10,25.00%,0.0697,314.159,0.557971992,8,56.30,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,112.61,2,9.3,i,BSA.11-12,KS,"Fragment. Moderate sediment and detritus, many diatom fragments. ",elliptic prism,202.69,,,,,,,,,,
Phyto,11/14/13,9:45,D41A,40,10,25.00%,0.0697,314.159,0.557971992,8,56.30,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,10,563.04,10,9.3,i,BSA.11-12,KS,"Moderate sediment and detritus, many diatom fragments. ",cylinder,251.34,,,,,,,,,,
Phyto,11/14/13,9:45,D41A,40,10,25.00%,0.0697,314.159,0.557971992,8,56.30,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,406,22859.31,825,0.86,c,BSA.11-12,KS,"Moderate sediment and detritus, many diatom fragments. ",sphere,0.27,0.38,0.27,0.38,0.38,0.38,0.27,0.38,0.27,0.38,
Phyto,11/14/13,10:55,D41,39,10,25.64%,0.0697,314.159,1.325183481,19,23.71,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,4,94.83,4,5.6,i,BSA.11-13,KS,"Fragment. Low sediment, high detritus. ",cylinder,91.13,,,,,,,,,,
Phyto,11/14/13,10:55,D41,39,10,25.64%,0.0697,314.159,1.325183481,19,23.71,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,94.83,4,5.6,i,BSA.11-13,KS,"Low sediment, high detritus. ",cylinder,91.13,,,,,,,,,,
Phyto,11/14/13,10:55,D41,39,10,25.64%,0.0697,314.159,1.325183481,19,23.71,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,23.71,1,14,i,BSA.11-13,KS,"Low sediment, high detritus. ",cylinder,862.05,,,,,,,,,,
Phyto,11/14/13,10:55,D41,39,10,25.64%,0.0697,314.159,1.325183481,19,23.71,1665,Crucigenia fenestrata,Soft Body,Crucigenia,fenestrata,,1,23.71,4,3.7,c,BSA.11-13,KS,"Low sediment, high detritus. ",cube,15.47,,,,,,,,,,
Phyto,11/14/13,10:55,D41,39,10,25.64%,0.0697,314.159,1.325183481,19,23.71,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,,1,23.71,1,5.6,i,BSA.11-13,KS,"Low sediment, high detritus. ",ellipsoid,22.99,,,,,,,,,,
Phyto,11/14/13,10:55,D41,39,10,25.64%,0.0697,314.159,1.325183481,19,23.71,1642,Komma caudata,Soft Body,Komma,caudata,,1,23.71,1,8,i,BSA.11-13,KS,"Low sediment, high detritus. ",cone + half sphere,180.96,,,,,,,,,,
Phyto,11/14/13,10:55,D41,39,10,25.64%,0.0697,314.159,1.325183481,19,23.71,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,414,9814.63,842,0.84,c,BSA.11-13,KS,"Low sediment, high detritus. ",sphere,0.27,0.38,0.38,0.27,0.38,0.38,0.27,0.27,0.27,0.27,
Phyto,11/8/13,11:50,D28A,41,10,24.39%,0.0697,314.159,0.627718491,9,50.05,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,5,250.24,5,7.5,i,BSA.11-14,KS,Fragment. Light sediment and detritus. ,cylinder,331.34,,,,,,,,,,
Phyto,11/8/13,11:50,D28A,41,10,24.39%,0.0697,314.159,0.627718491,9,50.05,99,Bacillaria paxillifer,Diatom,Bacillaria,paxillifer,,2,100.10,2,56.1,i,BSA.11-14,KS,Light sediment and detritus. ,box,1162.39,,,,,,,,,,
Phyto,11/8/13,11:50,D28A,41,10,24.39%,0.0697,314.159,0.627718491,9,50.05,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,50.05,1,18.7,i,BSA.11-14,KS,Light sediment and detritus. ,elliptic prism,662.97,,,,,,,,,,
Phyto,11/8/13,11:50,D28A,41,10,24.39%,0.0697,314.159,0.627718491,9,50.05,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,50.05,1,9.3,i,BSA.11-14,KS,Fragment. Light sediment and detritus. ,elliptic prism,151.34,,,,,,,,,,
Phyto,11/8/13,11:50,D28A,41,10,24.39%,0.0697,314.159,0.627718491,9,50.05,976,Synedra ulna,Diatom,Synedra,ulna,,1,50.05,1,9.3,i,BSA.11-14,KS,Fragment. Light sediment and detritus. ,box,151.34,,,,,,,,,,
Phyto,11/8/13,11:50,D28A,41,10,24.39%,0.0697,314.159,0.627718491,9,50.05,1327,Pseudokephyrion pseudospirale,Soft Body,Pseudokephyrion,pseudospirale,,1,50.05,1,8.4,i,BSA.11-14,KS,Light sediment and detritus. ,ellipsoid,76.49,,,,,,,,,,
Phyto,11/8/13,11:50,D28A,41,10,24.39%,0.0697,314.159,0.627718491,9,50.05,1357,cf. Hemiselmis sp.,Soft Body,Hemiselmis,sp.,,8,400.38,8,5.9,i,BSA.11-14,KS,Light sediment and detritus. ,prolate spheroid,42.29,,,,,,,,,,
Phyto,11/8/13,11:50,D28A,41,10,24.39%,0.0697,314.159,0.627718491,9,50.05,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,8,400.38,8,9.3,i,BSA.11-14,KS,Light sediment and detritus. ,cone + half sphere,337.38,,,,,,,,,,
Phyto,11/8/13,11:50,D28A,41,10,24.39%,0.0697,314.159,0.627718491,9,50.05,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,411,20569.63,828,0.84,c,BSA.11-14,KS,Light sediment and detritus. ,sphere,0.27,0.27,0.38,0.27,0.38,0.38,0.27,0.38,0.38,0.27,
Phyto,11/13/13,11:15,D7,43,10,23.26%,0.0697,314.159,0.418478994,6,75.07,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,2,150.14,2,13.1,i,BSA.11-15,KS,High sediment and detritus.,elliptic prism,72.33,,,,,,,,,,
Phyto,11/13/13,11:15,D7,43,10,23.26%,0.0697,314.159,0.418478994,6,75.07,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,75.07,1,10.3,i,BSA.11-15,KS,High sediment and detritus.,elliptic prism,194.55,,,,,,,,,,
Phyto,11/13/13,11:15,D7,43,10,23.26%,0.0697,314.159,0.418478994,6,75.07,1646,Coscinodiscus sp.,Diatom,Coscinodiscus,sp.,,1,75.07,1,11.2,i,BSA.11-15,KS,Fragment. High sediment and detritus.,cylinder,738.90,,,,,,,,,,
Phyto,11/13/13,11:15,D7,43,10,23.26%,0.0697,314.159,0.418478994,6,75.07,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,300.29,4,5.6,i,BSA.11-15,KS,High sediment and detritus.,cylinder,91.13,,,,,,,,,,
Phyto,11/13/13,11:15,D7,43,10,23.26%,0.0697,314.159,0.418478994,6,75.07,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,2,150.14,2,48.6,i,BSA.11-15,KS,Fragment. High sediment and detritus.,prism on parallelogram,503.50,,,,,,,,,,
Phyto,11/13/13,11:15,D7,43,10,23.26%,0.0697,314.159,0.418478994,6,75.07,866,Pseudostaurosira brevistriata,Diatom,Pseudostaurosira,brevistriata,,1,75.07,1,7.5,i,BSA.11-15,KS,High sediment and detritus.,box,80.64,,,,,,,,,,
Phyto,11/13/13,11:15,D7,43,10,23.26%,0.0697,314.159,0.418478994,6,75.07,976,Synedra ulna,Diatom,Synedra,ulna,,2,150.14,2,7.5,i,BSA.11-15,KS,Fragment. High sediment and detritus.,box,80.64,,,,,,,,,,
Phyto,11/13/13,11:15,D7,43,10,23.26%,0.0697,314.159,0.418478994,6,75.07,984,Thalassionema sp.,Diatom,Thalassionema,sp.,,1,75.07,1,9.3,i,BSA.11-15,KS,Fragment. High sediment and detritus.,box,127.32,,,,,,,,,,
Phyto,11/13/13,11:15,D7,43,10,23.26%,0.0697,314.159,0.418478994,6,75.07,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,75.07,1,5.6,i,BSA.11-15,KS,High sediment and detritus.,sphere,91.95,,,,,,,,,,
Phyto,11/13/13,11:15,D7,43,10,23.26%,0.0697,314.159,0.418478994,6,75.07,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,75.07,1,8.4,i,BSA.11-15,KS,High sediment and detritus.,cone + half sphere,241.99,,,,,,,,,,
Phyto,11/13/13,11:15,D7,43,10,23.26%,0.0697,314.159,0.418478994,6,75.07,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,449,33707.16,886,0.85,c,BSA.11-15,KS,High sediment and detritus.,sphere,0.27,0.38,0.27,0.38,0.27,0.38,0.27,0.38,0.27,0.38,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
