SampleID,Genus,BV.Density,,Year,Month,StationCode,Region,WYType,FlowPulseType,FlowPulseCategory,ActionPhase
I80.2015.09.10,Ulnaria,2287075.791,,2015,Sep,I80,Upstream,C,NF,High,During
STTD.2015.09.10,Aulacoseira,125922.2108,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.10,Chlorella,134561.4582,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.10,Eucapsis,181784.5394,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.10,Heteroleibleinia,33322.8114,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.10,Nitzschia,479140.4082,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.10,Plagioselmis,101635.0252,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.10,Thalassiosira,246286.1154,,2015,Sep,STTD,Upstream,C,NF,High,During
BL5.2015.09.10,Bacillaria,110983.488,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.10,Cocconeis,60863.7532,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.10,Diploneis,71990.6286,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.10,Eucapsis,26391.6092,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.10,Merismopedia,390.364,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.10,Nitzschia,3062.856,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.10,Tetrastrum,2516.3464,,2015,Sep,BL5,Downstream,C,NF,High,During
LIB.2015.09.10,Aphanizomenon,138227.4126,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.10,Aulacoseira,1042881.913,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.10,Chlamydomonas,12913.6814,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.10,Chlorella,2587.4331,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.10,Cocconeis,20865.462,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.10,Cyclotella,13835.6736,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.10,Eucapsis,19663.9125,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.10,Hemiselmis,3320.9091,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.10,Melosira,260720.4782,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.10,Nitzschia,3094.754,,2015,Sep,LIB,Downstream,C,NF,High,During
RYI.2015.09.10,Chlorella,87980.5386,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.10,Cocconeis,52748.6862,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.10,Desmodesmus,1589.9826,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.10,Eucapsis,445153.0888,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.10,Merismopedia,438.4088,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.10,Monoraphidium,2639.4612,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.10,Nitzschia,2262.6098,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.10,Plagioselmis,141555.7455,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.10,Snowella,540.504,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.10,Synechococcus,539.0026,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.10,Ulnaria,9202.0806,,2015,Sep,RYI,Downstream,C,NF,High,During
RCS.2015.09.10,Cyclotella,634621.32,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.10,Eucapsis,25922.0454,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.10,Euglena,53812.6848,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.10,Fragilaria,33542.8398,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.10,Monoraphidium,5819.0304,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.10,Nitzschia,113577.864,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.10,Snowella,270.2646,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.10,Strombomonas,124913.9625,,2015,Sep,RCS,Upstream,C,NF,High,During
RVB.2015.09.10,Chlamydomonas,30027.4565,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.10,Chlorella,62106.6672,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.10,Desmodesmus,1574.2878,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.10,Drepanochloris,361.4781,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.10,Eucapsis,286285.0247,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.10,Gyrosigma,765315.5776,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.10,Hemiselmis,8110.1722,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.10,Heteroleibleinia,4335.485,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.10,Nitzschia,13062.76,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.10,Plagioselmis,206684.394,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.10,Snowella,470.7098,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.10,Ulnaria,27120.9924,,2015,Sep,RVB,Downstream,C,NF,High,During
RD22.2015.09.10,Chlorella,25877.3184,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.10,Chrysococcus,30406.6624,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.10,Cryptomonas,293298.7968,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.10,Cyclotella,624033.4976,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.10,Desmodesmus,38216.6528,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.10,Eucapsis,37691.1488,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.10,Euglena,242134.7264,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.10,Hemiselmis,15524.8896,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.10,Monoraphidium,31472.6848,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.10,Nitzschia,202769.472,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.10,Snowella,270.2592,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.10,Ulnaria,1682836.474,,2015,Sep,RD22,Upstream,C,NF,High,During
I80.2015.09.15,Chlorella,1478.6481,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.15,Cocconeis,53608.3933,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.15,Cyclotella,204784.397,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.15,Eucapsis,20280.2571,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.15,Fragilaria,22639.1448,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.15,Monoraphidium,30149.4932,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.15,Nitzschia,1672.97,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.15,Plagioselmis,19650.963,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.15,Pseudanabaena,29753.128,,2015,Sep,I80,Upstream,C,NF,High,During
LIS.2015.09.15,Chlorella,43128.864,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.15,Cyclotella,271215.1168,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.15,Eucapsis,49607.5776,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.15,Heteroleibleinia,12634.6176,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.15,Monoraphidium,4924.7232,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.15,Nitzschia,139601.3888,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.15,Snowella,2837.7216,,2015,Sep,LIS,Upstream,C,NF,High,During
STTD.2015.09.15,Aulacoseira,221211.6314,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.15,Chlorella,96609.2988,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.15,Chroomonas,179195.0546,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.15,Cocconeis,311250.585,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.15,Cyclotella,147478.4248,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.15,Eucapsis,53908.0608,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.15,Heteroleibleinia,26350.4475,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.15,Monoraphidium,15597.0626,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.15,Nitzschia,41932.4956,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.15,Plagioselmis,22927.1415,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.15,Snowella,24981.1251,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.15,Thalassiosira,452849.3316,,2015,Sep,STTD,Upstream,C,NF,High,During
BL5.2015.09.15,Chlorella,10351.341,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.15,Cocconeis,44969.925,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.15,Eucapsis,21063.042,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.15,Merismopedia,408.408,,2015,Sep,BL5,Downstream,C,NF,High,During
LIB.2015.09.15,Aphanizomenon,412954.542,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.15,Chlamydomonas,4442.6655,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.15,Chlorella,8469.279,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.15,Eucapsis,6272.3115,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.15,Pseudanabaena,3806.712,,2015,Sep,LIB,Downstream,C,NF,High,During
RYI.2015.09.15,Aphanizomenon,147722.9985,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.15,Chlorella,4379.4135,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.15,Cocconeis,14982.66,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.15,Cyclotella,9415.098,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.15,Eucapsis,34258.8015,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.15,Lagerheimia,203.049,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.15,Merismopedia,424.116,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.15,Navicula,77250.789,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.15,Nitzschia,86098.32,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.15,Ochromonas,2901.591,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.15,Plagioselmis,8686.4085,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.15,Planothidium,3492.72,,2015,Sep,RYI,Downstream,C,NF,High,During
RVB.2015.09.15,Aphanizomenon,78703.129,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Aulacoseira,15740.6258,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Chlamydomonas,23892.4637,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Chlorella,111274.4454,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Cocconeis,14660.6959,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Eucapsis,39445.0308,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Gomphonema,55355.6977,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Halamphora,12644.9769,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Microcystis,10354.4895,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Monoraphidium,1575.4139,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Nitzschia,17573.9166,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Plagioselmis,76865.3338,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Synechococcus,808.5398,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Thalassiosira,62960.251,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Tryblionella,70365.4846,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.15,Ulnaria,18404.9784,,2015,Sep,RVB,Downstream,C,NF,High,During
RD22.2015.09.15,Aulacoseira,174666.2688,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.15,Chlorella,28033.7616,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.15,Cryptomonas,365364.1632,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.15,Cyclotella,263968.1664,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.15,Eucapsis,31171.7712,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.15,Monoraphidium,19665.1104,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.15,Nitzschia,19443.648,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.15,Ochromonas,17259.0528,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.15,Strombomonas,458130.6336,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.15,Tryblionella,196341.432,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.15,Ulnaria,15646900.37,,2015,Sep,RD22,Upstream,C,NF,High,During
RCS.2015.09.15,Chlorella,101726.2404,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.15,Cyclotella,808972.2513,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.15,Desmodesmus,54736.8612,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.15,Eucapsis,51304.5465,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.15,Fragilaria,56787.8419,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.15,Gymnodinium,393265.7898,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.15,Heteroleibleinia,29404.3968,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.15,Merismopedia,10570.208,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.15,Minutocellus,13392.934,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.15,Monoraphidium,18221.5972,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.15,Nitzschia,141556.706,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.15,Plagioselmis,100633.1848,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.15,Snowella,3195.0856,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.15,Synechococcus,2156.0822,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.15,Thalassiosira,143355.4431,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.21,Aulacoseira,55254.7689,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.21,Chlorella,78541.9482,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.21,Cryptomonas,730608.7074,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.21,Cyclotella,646906.1298,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.21,Eucapsis,92106.2958,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.21,Heteroleibleinia,31401.336,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.21,Lagerheimia,98264.3037,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.21,Micromonas,18184.4622,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.21,Monoraphidium,19715.9208,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.21,Nitzschia,83618.9265,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.21,Plagioselmis,532445.6862,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.21,Snowella,1563.6321,,2015,Sep,RCS,Upstream,C,NF,High,During
RCS.2015.09.21,Thalassiosira,175918.2633,,2015,Sep,RCS,Upstream,C,NF,High,During
RD22.2015.09.21,Aulacoseira,537580.5768,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Chlorella,51754.2921,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Chrysochromulina,59167.0665,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Cyclotella,1228751.008,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Diploneis,450403.2612,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Drepanochloris,7959.7239,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Eucapsis,111140.1384,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Fragilaria,84468.3069,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Gomphonema,79996.1904,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Heteroleibleinia,2258.5797,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Monoraphidium,57288.1341,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Nitzschia,52854.6258,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Skeletonema,346624.4196,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Snowella,30751.4313,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Thalassiosira,1293837.998,,2015,Sep,RD22,Upstream,C,NF,High,During
RD22.2015.09.21,Westella,68259.2976,,2015,Sep,RD22,Upstream,C,NF,High,During
STTD.2015.09.21,Aulacoseira,322538.5323,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.21,Bacillaria,280286.8656,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.21,Chlamydomonas,45446.0808,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.21,Chlorella,2070.1533,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.21,Cyclotella,139484.0106,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.21,Diploneis,65931.4098,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.21,Eucapsis,39266.2498,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.21,Lagerheimia,3713.3037,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.21,Ochromonas,25443.6074,,2015,Sep,STTD,Upstream,C,NF,High,During
STTD.2015.09.21,Skeletonema,32837.7842,,2015,Sep,STTD,Upstream,C,NF,High,During
BL5.2015.09.21,Aphanizomenon,321391.1854,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.21,Chlamydomonas,6163.247,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.21,Chlorella,6900.4344,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.21,Desmodesmus,990.924,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.21,Eucapsis,11370.8529,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.21,Microcystis,138053.73,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.21,Navicula,114051.5989,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.21,Nitzschia,2222.072,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.21,Plagioselmis,13990.7959,,2015,Sep,BL5,Downstream,C,NF,High,During
BL5.2015.09.21,Pleurosigma,162001.06,,2015,Sep,BL5,Downstream,C,NF,High,During
LIB.2015.09.21,Aphanizomenon,232434.684,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.21,Aulacoseira,40953.6968,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.21,Chlamydomonas,9722.4174,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.21,Chlorella,11088.999,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.21,Cyclotella,6917.8368,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.21,Drepanochloris,154.0943,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.21,Eucapsis,4457.1535,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.21,Lagerheimia,802.6415,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.21,Microcystis,5916.063,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.21,Plagioselmis,12456.8674,,2015,Sep,LIB,Downstream,C,NF,High,During
LIB.2015.09.21,Skeletonema,2931.9738,,2015,Sep,LIB,Downstream,C,NF,High,During
RYI.2015.09.21,Aphanizomenon,30996.108,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.21,Chlorella,21589.425,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.21,Cyclotella,56826.198,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.21,Eucapsis,36494.8155,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.21,Hemiselmis,5166.018,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.21,Hillea,2121.6195,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.21,Lagerheimia,1239.381,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.21,Nitzschia,3980.691,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.21,Plagioselmis,124353.801,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.21,Schroederia,21103.5825,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.21,Snowella,1025.0955,,2015,Sep,RYI,Downstream,C,NF,High,During
RYI.2015.09.21,Ulnaria,11938.212,,2015,Sep,RYI,Downstream,C,NF,High,During
I80.2015.09.21,Chlamydomonas,5688.2748,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.21,Chlorella,78863.6832,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.21,Cyclotella,159430.417,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.21,Eucapsis,30847.9518,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.21,Lagerheimia,3948.7609,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.21,Monoraphidium,2771.2108,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.21,Navicula,182595.337,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.21,Nitzschia,32409.439,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.21,Plagioselmis,204752.154,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.21,Planktothrix,238545.0535,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.21,Snowella,2142.7551,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.21,Thalassiosira,697405.6554,,2015,Sep,I80,Upstream,C,NF,High,During
I80.2015.09.21,Ulnaria,5424220.451,,2015,Sep,I80,Upstream,C,NF,High,During
RVB.2015.09.21,Aphanizomenon,248598.0585,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.21,Chlorella,6037.8801,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.21,Eucapsis,11115.6149,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.21,Microcystis,20708.0595,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.21,Ochromonas,6286.3618,,2015,Sep,RVB,Downstream,C,NF,High,During
RVB.2015.09.21,Plagioselmis,5176.8272,,2015,Sep,RVB,Downstream,C,NF,High,During
LIS.2015.09.21,Chlorella,7393.2405,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.21,Chrysococcus,46911.3657,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.21,Cryptomonas,304667.1405,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.21,Cyclotella,285801.1865,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.21,Desmodesmus,40588.826,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.21,Eucapsis,21964.8092,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.21,Hemiselmis,5165.6166,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.21,Monoraphidium,16954.9075,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.21,Nitzschia,22964.7305,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.21,Plagioselmis,29941.0154,,2015,Sep,LIS,Upstream,C,NF,High,During
LIS.2015.09.21,Skeletonema,25735.4262,,2015,Sep,LIS,Upstream,C,NF,High,During
RCS.2015.10.01,Aulacoseira,115794.8064,,2015,Oct,RCS,Upstream,C,NF,High,During
RCS.2015.10.01,Carteria,637445.736,,2015,Oct,RCS,Upstream,C,NF,High,During
RCS.2015.10.01,Chlorella,10782.216,,2015,Oct,RCS,Upstream,C,NF,High,During
RCS.2015.10.01,Chrysococcus,114024.984,,2015,Oct,RCS,Upstream,C,NF,High,During
RCS.2015.10.01,Cyclotella,407971.2768,,2015,Oct,RCS,Upstream,C,NF,High,During
RCS.2015.10.01,Diatoma,100896.768,,2015,Oct,RCS,Upstream,C,NF,High,During
RCS.2015.10.01,Dolichospermum,79636.3776,,2015,Oct,RCS,Upstream,C,NF,High,During
RCS.2015.10.01,Eucapsis,30310.32,,2015,Oct,RCS,Upstream,C,NF,High,During
RCS.2015.10.01,Lagerheimia,3868.0848,,2015,Oct,RCS,Upstream,C,NF,High,During
RCS.2015.10.01,Monoraphidium,2359.1376,,2015,Oct,RCS,Upstream,C,NF,High,During
RCS.2015.10.01,Skeletonema,90401.7024,,2015,Oct,RCS,Upstream,C,NF,High,During
RD22.2015.10.01,Aulacoseira,160253.696,,2015,Oct,RD22,Upstream,C,NF,High,During
RD22.2015.10.01,Carteria,93274.4576,,2015,Oct,RD22,Upstream,C,NF,High,During
RD22.2015.10.01,Chlorella,14376.288,,2015,Oct,RD22,Upstream,C,NF,High,During
RD22.2015.10.01,Chrysococcus,80124.3456,,2015,Oct,RD22,Upstream,C,NF,High,During
RD22.2015.10.01,Cyclotella,470336.0896,,2015,Oct,RD22,Upstream,C,NF,High,During
RD22.2015.10.01,Eucapsis,43391.616,,2015,Oct,RD22,Upstream,C,NF,High,During
RD22.2015.10.01,Gomphonema,50318.2592,,2015,Oct,RD22,Upstream,C,NF,High,During
RD22.2015.10.01,Nitzschia,38702.1184,,2015,Oct,RD22,Upstream,C,NF,High,During
