"","s.d","Acanthocyclops vernalis adult","Acanthocyclops vernalis copepodid","Acartia copepodid","Acartiella sinensis","Alona","Alonella","Anchistropus sp.","Arctodiaptomus dorsalis","Baby clam","Baby snail","Barnacles","Bosmina","Calanoid copepodids","Camptocercus","Ceriodaphnia","Chydorus","Cladocera nauplii","Clam","Copepod nauplii","Corophium spp.","Cyclopoid adult","Cyclopoid copepodid","Daphnia","Diacyclops thomasi","Diaphanosoma","Diaptomus copepodid","Diaptomus spp.","Disparalona","Ectocyclops phaleratus copepodid","Ergasilus sp.","Eucyclops agilis","Eucyclops elegans","Eucyclops pectinifer","Eucyclops phaleratus","Eucyclops prionophorus","Eucyclops spp.","Eurycercus","Eurycerus","Eurytemora affinis adult","Eurytemora affinis copepodid","Graptoleberis","Harpacticoids","Ilyocryptus","Insect larvae","Kurzia","Larval Fish","Leptodiaptomus siciloides","Leydigia","Limnoithona copepodid","Limnoithona spp.","Limnoithona tetraspina","Macrocyclops albidus","Macrocyclops spp.","Macrothrix","Mesocyclops edax","Microcyclops","Microcyclops rubellus","Moina","Monospilus","Monospilus dispar","Osphranticum copepodid","Osphranticum labronectum","Ostracods","Other Cyclopoids","Paracyclops chiltoni","Paracyclops fimbriatus","Paracyclops spp.","Picripleuroxus","Pleuroxus","Pseudochydorus globosus","Pseudochydorus sp.","Pseudodiaptomus forbesi adult","Pseudodiaptomus forbesi copepodid","Pseudodiaptomus spp.","Rotifers","Scapholeberis","Sida","Simocephalus","Sinocalanus doerrii adult","Sinocalanus doerrii copepodid","Skistodiaptomus pallidus adult","Tropocyclops prasinus","Tropocyclops sp.","UNIDENTIFIED"
"100","LIB_2018-09-19",NA,NA,NA,NA,NA,NA,16.3672057147979,NA,NA,NA,NA,16.3672057147979,3437.11320010756,NA,NA,16.3672057147979,NA,NA,640.45587579644,NA,NA,32.7344114295958,NA,NA,16.3672057147979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9439704352503,NA,NA,NA,NA,NA,NA,NA,NA,458.281760014342,NA,NA,14.9439704352503,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","LIB_2018-10-10",26.0210110821456,NA,NA,NA,34.6946814428608,NA,NA,NA,NA,NA,NA,121.431385050013,112.757714689297,NA,112.757714689297,147.452396132158,NA,NA,562.824832295297,NA,NA,1214.31385050013,NA,NA,8.67367036071519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67367036071519,17.3473407214304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4198584190492,NA,NA,NA,NA,NA,NA,NA,NA,60.7156925250063,NA,NA,25.057269930955,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","LIB_2018-10-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0633442389756,726.293061450918,NA,32.101350782361,28.0886819345659,NA,NA,1068.97498105262,NA,NA,24.0760130867708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01266884779513,12.0380065433854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01266884779513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.02533769559025,NA,NA,NA,8.02533769559025,NA,NA,44.9418910953054,NA,NA,4.01266884779513,NA,NA,NA,NA,NA,NA
"103","LIB_2019-08-07",NA,NA,NA,NA,11.6194452002034,NA,NA,NA,NA,NA,NA,5.80972260010168,1533.76676642684,NA,5.80972260010168,11.6194452002034,NA,NA,2.14042411582694,NA,NA,11.6194452002034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6194452002034,NA,NA,NA,NA,NA,3.66929848427475,NA,NA,NA,NA,NA,NA,NA,5.80972260010168,156.862510202745,NA,NA,16.5118431792364,NA,NA,5.80972260010168,NA,NA,NA,NA,NA,NA
"104","LIB_2019-08-21",15.1014340908967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.5071704544833,2944.77964772485,NA,45.30430227269,15.1014340908967,NA,NA,32.7197738636094,NA,NA,45.30430227269,NA,NA,15.1014340908967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.54395477272189,NA,NA,NA,NA,NA,NA,NA,NA,226.52151136345,NA,NA,34.7332984090623,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","LIB_2019-09-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.121251978514,1194.30773346465,NA,30.3637559355421,20.242503957028,NA,NA,7.1571710419492,NA,NA,40.4850079140561,NA,NA,10.121251978514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.121251978514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6636901709939,NA,NA,10.121251978514,NA,NA,NA,NA,NA,75.9093898388552,NA,NA,2.31342902366035,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","LIB_2019-09-18",NA,NA,NA,NA,6.5671845785645,NA,NA,NA,NA,NA,NA,26.268738314258,1280.60099282008,19.7015537356935,26.268738314258,6.5671845785645,NA,NA,1.45937435079211,NA,NA,13.134369157129,NA,NA,6.5671845785645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.134369157129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75624610475266,NA,NA,NA,NA,NA,NA,NA,NA,144.478060728419,NA,NA,2.91874870158422,NA,NA,NA,NA,NA,6.5671845785645,NA,NA,NA
"107","LIB_2019-10-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.20506879339131,1290.65430902539,6.20506879339131,NA,NA,NA,NA,7.52129550714099,NA,NA,12.4101375867826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06835626446377,NA,NA,NA,NA,NA,NA,NA,NA,111.691238281044,NA,NA,0.564097163035574,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","LIB_2019-10-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4472820843598,2781.68954649944,NA,11.4472820843598,NA,NA,NA,1299.26651657484,NA,NA,11.4472820843598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3418462530795,NA,NA,17.1709231265398,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","LIS_2014-08-20",NA,NA,NA,NA,187.265794097989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614.085883243406,NA,17.0241630998172,17.0241630998172,51.0724892994516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0724892994516,NA,NA,NA,NA,NA,NA,NA,17.0241630998172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.560407749543,NA,NA,NA,NA,NA,NA,NA,NA,187.265794097989,2502.55197567313,NA,10.1334304165579,NA,NA,NA,374.531588195978,1566.22300518318,NA,NA,NA,NA
"110","LIS_2014-09-11",NA,NA,NA,NA,65.2523204808718,NA,NA,NA,NA,NA,NA,65.2523204808718,NA,NA,NA,21.7507734936239,NA,NA,1152.79099516207,NA,21.7507734936239,217.507734936239,108.75386746812,NA,1218.04331564294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7507734936239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7507734936239,NA,NA,NA,NA,NA,NA,NA,NA,304.510828910735,1674.80955900904,NA,7591.01994927475,NA,NA,NA,652.523204808718,891.781713238581,NA,NA,NA,NA
"111","LIS_2014-09-25",NA,NA,NA,NA,12.1068993598262,NA,NA,NA,NA,NA,NA,19.371038975722,NA,NA,9.68551948786099,4.84275974393049,NA,NA,250.209253436409,NA,36.3206980794787,200.974529373115,9.68551948786099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84275974393049,36.3206980794787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03563311994208,NA,NA,NA,NA,NA,NA,NA,NA,14.5282792317915,94.4338150066446,NA,1590.03944925718,NA,NA,NA,2.42137987196525,79.9055357748531,NA,NA,NA,NA
"112","LIS_2014-10-08",NA,NA,NA,NA,16.1796223716278,NA,NA,NA,NA,NA,NA,203.400966957607,NA,NA,36.9819939922922,4.62274924903652,NA,NA,1772.05387879733,NA,25.4251208697009,23.1137462451826,73.9639879845843,NA,249.628459447972,30.0478701187374,9.24549849807304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7364954942191,NA,NA,NA,NA,NA,NA,NA,4.62274924903652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4091641634551,NA,NA,NA,NA,NA,NA,NA,NA,43.916117865847,34.6706193677739,NA,154.091641634551,NA,NA,NA,34.6706193677739,198.77821770857,NA,NA,NA,NA
"113","LIS_2014-10-21",NA,NA,NA,NA,14.865767946104,NA,NA,NA,NA,NA,NA,906.811844712345,NA,NA,178.389215353248,NA,NA,NA,981.140684442865,NA,14.865767946104,222.98651919156,104.060375622728,NA,59.4630717844161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4630717844161,NA,NA,NA,NA,NA,NA,NA,89.1946076766241,NA,NA,14.865767946104,NA,NA,NA,NA,NA,NA,NA,NA,4.95525598203467,NA,NA,NA,NA,NA,NA,NA,NA,14.865767946104,1441.97949077209,NA,961.319660514726,NA,NA,NA,74.3288397305201,550.033414005849,NA,NA,NA,NA
"114","LIS_2015-08-04",NA,NA,NA,NA,4.23619665845758,NA,NA,NA,NA,NA,NA,NA,597.303728842519,NA,33.8895732676606,4.23619665845758,NA,NA,109.670424602291,NA,NA,16.9447866338303,NA,NA,156.73927636293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5981632430334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23619665845758,NA,NA,NA,NA,NA,4.70688517606398,NA,NA,NA,NA,NA,8.47239331691516,NA,NA,4.23619665845758,NA,NA,36.713704373299,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","LIS_2015-08-18",NA,NA,NA,NA,24.9233010405553,NA,NA,NA,NA,NA,NA,12.4616505202777,2592.02330821775,NA,12.4616505202777,NA,NA,NA,152.309061914505,NA,12.4616505202777,186.924757804165,NA,NA,336.464564047497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9233010405553,62.3082526013883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9233010405553,8.30776701351844,NA,NA,NA,NA,NA,NA,NA,NA,62.3082526013883,NA,NA,143.078209677262,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","LIS_2015-09-02",110.945981976877,NA,NA,NA,83.2094864826574,NA,NA,13.8682477471096,NA,NA,NA,27.7364954942191,180.287220712424,NA,235.760211700863,138.682477471096,NA,NA,134.059728222059,NA,13.8682477471096,1483.90250894072,NA,NA,346.706193677739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.706193677739,NA,NA,NA,NA,NA,NA,NA,27.7364954942191,NA,NA,NA,13.8682477471096,NA,NA,NA,NA,NA,NA,NA,13.8682477471096,NA,NA,NA,NA,NA,27.7364954942191,NA,NA,13.8682477471096,NA,NA,1243.51954799082,NA,NA,13.8682477471096,NA,NA,NA,NA,NA,NA
"117","LIS_2015-09-15",NA,NA,NA,NA,63.1160480006126,NA,NA,NA,NA,NA,NA,9.96569178957041,9.96569178957041,NA,116.266404211655,112.944506948465,NA,NA,24.310248153346,NA,16.6094863159507,209.279527580979,NA,NA,46.5065616846619,NA,NA,NA,NA,NA,NA,9.96569178957041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.3693288429435,NA,36.5408698950915,NA,NA,3.32189726319014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.367215464361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.495108596092,NA,NA,9.96569178957041,NA,NA,NA,NA,NA,NA
"118","LIS_2015-10-02",NA,NA,NA,NA,40.965593373375,NA,NA,NA,NA,NA,NA,409.65593373375,NA,NA,450.621527107125,40.965593373375,NA,NA,154.869926167637,NA,NA,573.51830722725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.965593373375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.965593373375,NA,NA,NA,NA,149.874122097713,NA,NA,NA,NA,NA,NA,NA,NA,368.690340360375,12125.815638519,NA,13.9882513957866,NA,40.965593373375,NA,NA,NA,NA,NA,NA,NA
"119","LIS_2015-10-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8367627428484,NA,NA,NA,42.3921270325269,NA,NA,NA,NA,NA,11.8367627428484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8367627428484,NA,NA,NA,NA,34.6844675720674,NA,NA,NA,NA,NA,NA,NA,NA,23.6735254856968,3408.98766994034,NA,7.9829330126187,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","LIS_2015-10-28",NA,NA,NA,NA,11.9714399591597,NA,NA,NA,NA,NA,NA,23.9428799183194,5710.37686051918,NA,47.8857598366388,11.9714399591597,NA,NA,137.671559530337,NA,NA,239.428799183194,NA,NA,23.9428799183194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.8286397549582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9428799183194,NA,11.9714399591597,NA,NA,3.99047998638657,NA,NA,NA,NA,NA,NA,NA,NA,275.343119060673,NA,NA,25.9381199115127,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","LIS_2016-07-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26892.5641832222,2566.08436862807,NA,NA,NA,NA,NA,821.146997960982,NA,NA,NA,NA,NA,1231.72049694147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1026.43374745123,NA,NA,76982.5310588421,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","LIS_2016-07-19",NA,NA,NA,NA,85.9240572036473,NA,NA,NA,NA,NA,NA,902.202600638297,42.9620286018236,21.4810143009118,494.063328920972,NA,NA,NA,3909.54460276595,NA,NA,2105.13940148936,NA,NA,429.620286018237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.4430429027355,150.367100106383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.734200212765,NA,NA,NA,NA,NA,NA,NA,NA,42.9620286018236,NA,NA,74431.7145526595,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","LIS_2016-08-02",NA,NA,NA,NA,450.097389189297,NA,NA,NA,NA,NA,NA,245.507666830526,450.097389189297,NA,450.097389189297,40.9179444717543,NA,NA,225.048694594649,NA,20.4589722358772,1820.84852899307,NA,NA,184.130750122894,NA,NA,511.474305896929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.343555774034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.179444717543,NA,NA,NA,NA,143.21280565114,NA,NA,NA,NA,NA,NA,NA,NA,81.8358889435086,NA,NA,6096.77372629139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","LIS_2016-08-16",NA,NA,NA,NA,121.674018560103,NA,NA,NA,NA,NA,NA,29080.0904358647,7665.4631692865,NA,NA,NA,NA,NA,2615.99139904222,NA,NA,973.392148480825,NA,NA,608.370092800516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.348037120206,NA,NA,NA,NA,NA,NA,NA,121.674018560103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8370092800516,NA,NA,NA,NA,NA,NA,NA,NA,121.674018560103,NA,NA,36198.0205216307,NA,NA,NA,486.696074240413,NA,NA,NA,NA,NA
"125","LIS_2016-08-30",NA,NA,NA,NA,180.037280400845,NA,NA,NA,NA,NA,NA,31686.5613505486,3420.70832761605,NA,NA,NA,NA,NA,6157.27498970888,NA,NA,NA,NA,NA,900.186402004223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.111841202534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2079.43058862975,NA,NA,180.037280400845,180.037280400845,NA,NA,NA,NA,NA
"126","LIS_2017-08-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.151467817019,2233.18121466699,NA,87.5757339085095,NA,NA,NA,1444.99960949041,NA,NA,240.833268248401,NA,NA,1576.36321035317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.833268248401,NA,NA,NA,NA,NA,NA,NA,NA,153.257534339892,NA,NA,138479.129242831,NA,NA,NA,372.196869111166,NA,NA,NA,NA,NA
"127","LIS_2017-08-16",NA,NA,NA,NA,47.4399982545545,NA,NA,NA,NA,NA,NA,806.479970327427,3890.07985687347,NA,94.879996509109,NA,NA,NA,1576.4676343052,NA,NA,1280.87995287297,NA,NA,3510.55987083703,NA,NA,NA,NA,47.4399982545545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4399982545545,NA,NA,NA,NA,NA,47.4399982545545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.163070478355,NA,NA,NA,94.879996509109,NA,NA,NA,NA,47.4399982545545,NA,NA,12086.2518630065,NA,NA,NA,569.279979054654,NA,NA,NA,NA,NA
"128","LIS_2017-08-30",13.8969926710842,NA,NA,NA,208.454890066263,NA,NA,NA,NA,NA,NA,472.497750816863,1111.75941368674,13.8969926710842,13.8969926710842,NA,NA,NA,750.437604238547,NA,NA,458.600758145779,NA,NA,569.776699514453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8969926710842,41.6909780132526,NA,27.7939853421684,NA,NA,NA,NA,NA,NA,NA,NA,41.6909780132526,NA,NA,NA,41.6909780132526,NA,NA,NA,NA,69.484963355421,NA,NA,NA,NA,13.8969926710842,NA,NA,NA,13.8969926710842,NA,NA,727.27594978674,NA,NA,NA,97.2789486975895,NA,NA,NA,NA,NA
"129","LIS_2017-09-13",NA,NA,NA,NA,76.7222283698428,NA,NA,NA,NA,NA,NA,51.1481522465619,1329.85195841061,NA,42.6234602054682,8.52469204109365,NA,NA,264.265453273903,NA,NA,213.117301027341,NA,NA,76.7222283698428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.0987681643746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.6728442876555,NA,NA,NA,NA,25.5740761232809,NA,NA,NA,NA,NA,25.5740761232809,NA,NA,NA,NA,NA,3145.61136316356,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","LIS_2018-08-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.86433239622,NA,1.67594195222,1.67594195222,NA,NA,48.4826064749358,NA,NA,10.05565171332,NA,NA,72.0655039454601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.37970976110001,NA,NA,NA,NA,NA,NA,NA,NA,1.67594195222,NA,NA,NA,NA,NA,NA,NA,NA,48.6023166143801,1.67594195222,NA,1.67594195222,NA,NA,NA,NA,NA,12.56956464165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8695627499286,NA,NA,NA,3.35188390444,NA,NA,NA,NA,NA
"131","LIS_2018-08-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0222682045568,6937.01448443541,NA,NA,NA,NA,NA,1255.26928765974,NA,NA,22.0222682045568,NA,NA,264.267218454682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0222682045568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3138.17321914935,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","LIS_2018-09-04",6.10171647036486,NA,NA,NA,48.8137317629189,NA,NA,NA,NA,NA,NA,128.136045877662,24.4068658814595,NA,360.001271751527,262.373808225689,NA,NA,323.032048431081,NA,NA,280.678957636784,NA,NA,280.678957636784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6102988221892,NA,36.6102988221892,NA,NA,18.3051494110946,NA,NA,NA,NA,NA,30.5085823518243,6.10171647036486,NA,NA,NA,NA,NA,NA,NA,43.0709397908108,NA,NA,NA,6.10171647036486,NA,NA,NA,6.10171647036486,NA,NA,NA,183.051494110946,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","LIS_2018-09-19",NA,NA,NA,NA,86.1810174959966,NA,NA,NA,NA,NA,NA,250.938845061872,48.1599803654098,17.7431506609405,98.8546965395255,35.4863013218809,NA,NA,30.5375314096458,NA,NA,154.618884331053,NA,NA,60.8336594089388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.6252445567041,NA,NA,12.6736790435289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1424377359982,NA,NA,NA,NA,5.06947161741156,NA,NA,NA,2.53473580870578,NA,NA,104.889781798349,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","LIS_2018-10-10",NA,NA,NA,NA,12.6607068257754,6.33035341288772,NA,NA,NA,NA,NA,31.6517670644386,1709.19542147968,NA,44.312473890214,NA,NA,NA,144.481007305908,NA,NA,37.9821204773263,NA,NA,6.33035341288772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33035341288772,NA,NA,NA,NA,7.94397291029047,NA,NA,NA,NA,6.33035341288772,NA,NA,NA,18.9910602386632,NA,NA,6.45447798961101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","LIS_2018-10-25",NA,NA,NA,NA,7.25896809519284,NA,NA,NA,NA,NA,NA,3.11098632651122,132.735416597812,NA,2.07399088434081,1.03699544217041,NA,NA,605.932002753697,NA,NA,87.1076171423141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11098632651122,NA,NA,NA,NA,NA,NA,NA,NA,2.07399088434081,NA,NA,1.03699544217041,NA,NA,NA,NA,NA,NA,NA,NA,1.88763863786199,NA,NA,NA,1.03699544217041,NA,NA,NA,NA,NA,NA,NA,18.8763863786199,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","LIS_2019-08-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755.706752235788,15761.8836894893,NA,NA,NA,NA,NA,1872.83847293217,NA,NA,1727.32971939609,NA,NA,9932.14588652749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.958107462255,NA,NA,NA,NA,NA,98.5704459437984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2802.21696325941,NA,NA,NA,107.958107462255,NA,NA,NA,NA,NA
"137","LIS_2019-08-20",7.93240574543454,NA,NA,NA,10.5765409939127,NA,NA,NA,NA,NA,NA,132.206762423909,166.580520654125,NA,5.28827049695636,2.64413524847818,NA,NA,3.96620287271727,NA,NA,37.0178934786945,10.5765409939127,NA,222.107360872167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28827049695636,NA,NA,NA,NA,NA,NA,7.93240574543454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28827049695636,NA,NA,NA,NA,35.6958258544554,NA,NA,NA,NA,NA,NA,NA,NA,5.28827049695636,NA,NA,1673.73761228669,NA,NA,2.64413524847818,2.64413524847818,NA,NA,NA,NA,NA
"138","LIS_2019-09-03",9.57436559600366,NA,NA,NA,81.3821075660311,NA,NA,NA,NA,NA,NA,153.189849536059,43.0846451820165,NA,138.828301142053,19.1487311920073,NA,NA,100.052120478238,NA,NA,239.359139900091,NA,NA,119.679569950046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.466752748048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1487311920073,4.78718279800183,NA,NA,NA,NA,127.698101136699,NA,NA,NA,NA,NA,52.6590107780201,NA,NA,NA,NA,NA,179.040636645268,NA,NA,4.78718279800183,NA,NA,NA,NA,NA,NA
"139","LIS_2019-09-17",NA,NA,NA,NA,138.940623616122,NA,NA,6.3154828916419,NA,NA,NA,82.1012775913447,138.940623616122,6.3154828916419,164.202555182689,18.9464486749257,NA,NA,134.20401144739,NA,NA,656.810220730758,NA,NA,25.2619315665676,NA,NA,NA,NA,6.3154828916419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5774144582095,NA,50.5238631331352,NA,NA,NA,NA,NA,NA,NA,NA,6.3154828916419,NA,NA,31.5774144582095,69.4703118080609,NA,NA,NA,NA,59.7715345101823,NA,NA,NA,NA,NA,NA,NA,18.9464486749257,NA,NA,18.9464486749257,151.120483478574,NA,NA,6.3154828916419,NA,NA,NA,NA,NA,NA
