,X,Station.Code,Date,Time,Classification,Organism,Count,Subsample,VolMeso,SubMeso,VolMicro,SubMicro,StartMeter,EndMeter,FlowMeterSpeed,CPUE
1120,1120,I80,10/15/2019,14:24:00,Cladocera,Macrothrix,2,1,49,1.2,49,1,914459,915000,Low,13.36339112
1121,1121,I80,10/15/2019,14:24:00,Cladocera,Moina,4,1,49,1.2,49,1,914459,915000,Low,26.72678224
1069,1069,I80,10/15/2019,14:24:00,Cyclopoids,Cyclopoid copepodid,145,1,49,1.2,49,1,914459,915000,Low,968.8458563
1072,1072,I80,10/15/2019,14:24:00,Cyclopoids,Eucyclops pectinifer,5,1,49,1.2,49,1,914459,915000,Low,33.4084778
1079,1079,I80,10/15/2019,14:24:00,Cyclopoids,Microcyclops rubellus,4,1,49,1.2,49,1,914459,915000,Low,26.72678224
1129,1129,I80,10/15/2019,14:24:00,Harpacticoids,Harpacticoids,1,1,49,1.2,49,1,914459,915000,Low,6.68169556
1064,1064,I80,10/15/2019,14:24:00,Microzooplankton_Nauplii,Copepod nauplii,2,1,49,1.2,49,1,914459,915000,Low,16.03606935
1065,1065,I80,10/15/2019,14:24:00,Microzooplankton_Nauplii,Ostracods,4,1,49,1.2,49,1,914459,915000,Low,32.07213869
1063,1063,I80,10/15/2019,14:24:00,Microzooplankton_Nauplii,Rotifers,375,1,49,1.2,49,1,914459,915000,Low,3006.763002
600,600,I80-DUP,8/20/2019,9:40:00,Calanoids,Calanoid copepodid,14,1,75,0.4,75,1.1,931152,932000,Low,274.032814
614,614,I80-DUP,8/20/2019,9:40:00,Cladocera,Alona,8,1,75,0.4,75,1.1,931152,932000,Low,156.5901795
617,617,I80-DUP,8/20/2019,9:40:00,Cladocera,Bosmina,39,1,75,0.4,75,1.1,931152,932000,Low,763.3771248
619,619,I80-DUP,8/20/2019,9:40:00,Cladocera,Ceriodaphnia,18,1,75,0.4,75,1.1,931152,932000,Low,352.3279038
620,620,I80-DUP,8/20/2019,9:40:00,Cladocera,Chydorus,3,1,75,0.4,75,1.1,931152,932000,Low,58.7213173
621,621,I80-DUP,8/20/2019,9:40:00,Cladocera,Daphnia,11,1,75,0.4,75,1.1,931152,932000,Low,215.3114968
622,622,I80-DUP,8/20/2019,9:40:00,Cladocera,Diaphanosoma,78,1,75,0.4,75,1.1,931152,932000,Low,1526.75425
623,623,I80-DUP,8/20/2019,9:40:00,Cladocera,Disparalona,7,1,75,0.4,75,1.1,931152,932000,Low,137.016407
626,626,I80-DUP,8/20/2019,9:40:00,Cladocera,Ilyocryptus,9,1,75,0.4,75,1.1,931152,932000,Low,176.1639519
628,628,I80-DUP,8/20/2019,9:40:00,Cladocera,Leydigia,1,1,75,0.4,75,1.1,931152,932000,Low,19.57377243
629,629,I80-DUP,8/20/2019,9:40:00,Cladocera,Macrothrix,7,1,75,0.4,75,1.1,931152,932000,Low,137.016407
630,630,I80-DUP,8/20/2019,9:40:00,Cladocera,Moina,14,1,75,0.4,75,1.1,931152,932000,Low,274.032814
632,632,I80-DUP,8/20/2019,9:40:00,Cladocera,Picripleuroxus,1,1,75,0.4,75,1.1,931152,932000,Low,19.57377243
577,577,I80-DUP,8/20/2019,9:40:00,Cyclopoids,Acanthocyclops vernalis adult,1,1,75,0.4,75,1.1,931152,932000,Low,19.57377243
580,580,I80-DUP,8/20/2019,9:40:00,Cyclopoids,Cyclopoid copepodid,41,1,75,0.4,75,1.1,931152,932000,Low,802.5246697
588,588,I80-DUP,8/20/2019,9:40:00,Cyclopoids,Mesocyclops edax,1,1,75,0.4,75,1.1,931152,932000,Low,19.57377243
638,638,I80-DUP,8/20/2019,9:40:00,Harpacticoids,Harpacticoids,1,1,75,0.4,75,1.1,931152,932000,Low,19.57377243
574,574,I80-DUP,8/20/2019,9:40:00,Microzooplankton_Nauplii,Copepod nauplii,30,1,75,0.4,75,1.1,931152,932000,Low,213.5320629
575,575,I80-DUP,8/20/2019,9:40:00,Microzooplankton_Nauplii,Ostracods,16,1,75,0.4,75,1.1,931152,932000,Low,113.8837669
573,573,I80-DUP,8/20/2019,9:40:00,Microzooplankton_Nauplii,Rotifers,255,1,75,0.4,75,1.1,931152,932000,Low,1815.022535
1255,1255,LIB,8/7/2019,10:59:00,Calanoids,Calanoid copepodid,264,1,48,0.2,48,3.8,989774,993431,Low,1533.766766
1262,1262,LIB,8/7/2019,10:59:00,Calanoids,Pseudodiaptomus forbesi adult,27,1,48,0.2,48,3.8,989774,993431,Low,156.8625102
1269,1269,LIB,8/7/2019,10:59:00,Cladocera,Alona,2,1,48,0.2,48,3.8,989774,993431,Low,11.6194452
1272,1272,LIB,8/7/2019,10:59:00,Cladocera,Bosmina,1,1,48,0.2,48,3.8,989774,993431,Low,5.8097226
1274,1274,LIB,8/7/2019,10:59:00,Cladocera,Ceriodaphnia,1,1,48,0.2,48,3.8,989774,993431,Low,5.8097226
1275,1275,LIB,8/7/2019,10:59:00,Cladocera,Chydorus,2,1,48,0.2,48,3.8,989774,993431,Low,11.6194452
1289,1289,LIB,8/7/2019,10:59:00,Cladocera,Pseudochydorus,1,1,48,0.2,48,3.8,989774,993431,Low,5.8097226
1292,1292,LIB,8/7/2019,10:59:00,Cladocera,Simocephalus,1,1,48,0.2,48,3.8,989774,993431,Low,5.8097226
1235,1235,LIB,8/7/2019,10:59:00,Cyclopoids,Cyclopoid copepodid,2,1,48,0.2,48,3.8,989774,993431,Low,11.6194452
1244,1244,LIB,8/7/2019,10:59:00,Cyclopoids,Microcyclops rubellus,2,1,48,0.2,48,3.8,989774,993431,Low,11.6194452
1229,1229,LIB,8/7/2019,10:59:00,Microzooplankton_Nauplii,Copepod nauplii,7,1,48,0.2,48,3.8,989774,993431,Low,2.140424116
1230,1230,LIB,8/7/2019,10:59:00,Microzooplankton_Nauplii,Ostracods,12,1,48,0.2,48,3.8,989774,993431,Low,3.669298484
1228,1228,LIB,8/7/2019,10:59:00,Microzooplankton_Nauplii,Rotifers,54,1,48,0.2,48,3.8,989774,993431,Low,16.51184318
1337,1337,LIB,8/21/2019,10:55:00,Calanoids,Calanoid copepodid,195,1,58,0.1,58,3,939600,943000,Low,2944.779648
1344,1344,LIB,8/21/2019,10:55:00,Calanoids,Pseudodiaptomus forbesi adult,15,1,58,0.1,58,3,939600,943000,Low,226.5215114
1354,1354,LIB,8/21/2019,10:55:00,Cladocera,Bosmina,5,1,58,0.1,58,3,939600,943000,Low,75.50717045
1356,1356,LIB,8/21/2019,10:55:00,Cladocera,Ceriodaphnia,3,1,58,0.1,58,3,939600,943000,Low,45.30430227
1357,1357,LIB,8/21/2019,10:55:00,Cladocera,Chydorus,1,1,58,0.1,58,3,939600,943000,Low,15.10143409
1359,1359,LIB,8/21/2019,10:55:00,Cladocera,Diaphanosoma,1,1,58,0.1,58,3,939600,943000,Low,15.10143409
1314,1314,LIB,8/21/2019,10:55:00,Cyclopoids,Acanthocyclops vernalis adult,1,1,58,0.1,58,3,939600,943000,Low,15.10143409
1317,1317,LIB,8/21/2019,10:55:00,Cyclopoids,Cyclopoid copepodid,3,1,58,0.1,58,3,939600,943000,Low,45.30430227
1311,1311,LIB,8/21/2019,10:55:00,Microzooplankton_Nauplii,Copepod nauplii,65,1,58,0.1,58,3,939600,943000,Low,32.71977386
1312,1312,LIB,8/21/2019,10:55:00,Microzooplankton_Nauplii,Ostracods,13,1,58,0.1,58,3,939600,943000,Low,6.543954773
1310,1310,LIB,8/21/2019,10:55:00,Microzooplankton_Nauplii,Rotifers,69,1,58,0.1,58,3,939600,943000,Low,34.73329841
1418,1418,LIB,9/4/2019,10:50:00,Calanoids,Calanoid copepodid,236,1,43,0.2,43,14,848500,852261,Low,1194.307733
1426,1426,LIB,9/4/2019,10:50:00,Calanoids,Pseudodiaptomus forbesi adult,15,1,43,0.2,43,14,848500,852261,Low,75.90938984
1435,1435,LIB,9/4/2019,10:50:00,Cladocera,Bosmina,2,1,43,0.2,43,14,848500,852261,Low,10.12125198
1437,1437,LIB,9/4/2019,10:50:00,Cladocera,Ceriodaphnia,6,1,43,0.2,43,14,848500,852261,Low,30.36375594
1438,1438,LIB,9/4/2019,10:50:00,Cladocera,Chydorus,4,1,43,0.2,43,14,848500,852261,Low,20.24250396
1440,1440,LIB,9/4/2019,10:50:00,Cladocera,Diaphanosoma,2,1,43,0.2,43,14,848500,852261,Low,10.12125198
1398,1398,LIB,9/4/2019,10:50:00,Cyclopoids,Cyclopoid copepodid,8,1,43,0.2,43,14,848500,852261,Low,40.48500791
1413,1413,LIB,9/4/2019,10:50:00,Cyclopoids,Paracyclops fimbriatus,2,1,43,0.2,43,14,848500,852261,Low,10.12125198
1455,1455,LIB,9/4/2019,10:50:00,Harpacticoids,Harpacticoids,2,1,43,0.2,43,14,848500,852261,Low,10.12125198
1393,1393,LIB,9/4/2019,10:50:00,Microzooplankton_Nauplii,Copepod nauplii,99,1,43,0.2,43,14,848500,852261,Low,7.157171042
1394,1394,LIB,9/4/2019,10:50:00,Microzooplankton_Nauplii,Ostracods,189,1,43,0.2,43,14,848500,852261,Low,13.66369017
1392,1392,LIB,9/4/2019,10:50:00,Microzooplankton_Nauplii,Rotifers,32,1,43,0.2,43,14,848500,852261,Low,2.313429024
1499,1499,LIB,9/18/2019,10:12:00,Calanoids,Calanoid copepodid,195,1,75,0.3,75,2.7,804425,807795,Low,1280.600993
1506,1506,LIB,9/18/2019,10:12:00,Calanoids,Pseudodiaptomus forbesi adult,22,1,75,0.3,75,2.7,804425,807795,Low,144.4780607
1510,1510,LIB,9/18/2019,10:12:00,Calanoids,Skistodiaptomus pallidus,1,1,75,0.3,75,2.7,804425,807795,Low,6.567184579
1513,1513,LIB,9/18/2019,10:12:00,Cladocera,Alona,1,1,75,0.3,75,2.7,804425,807795,Low,6.567184579
1516,1516,LIB,9/18/2019,10:12:00,Cladocera,Bosmina,4,1,75,0.3,75,2.7,804425,807795,Low,26.26873831
1517,1517,LIB,9/18/2019,10:12:00,Cladocera,Camptocercus,3,1,75,0.3,75,2.7,804425,807795,Low,19.70155374
1518,1518,LIB,9/18/2019,10:12:00,Cladocera,Ceriodaphnia,4,1,75,0.3,75,2.7,804425,807795,Low,26.26873831
1519,1519,LIB,9/18/2019,10:12:00,Cladocera,Chydorus,1,1,75,0.3,75,2.7,804425,807795,Low,6.567184579
1521,1521,LIB,9/18/2019,10:12:00,Cladocera,Diaphanosoma,1,1,75,0.3,75,2.7,804425,807795,Low,6.567184579
1478,1478,LIB,9/18/2019,10:12:00,Cyclopoids,Cyclopoid copepodid,2,1,75,0.3,75,2.7,804425,807795,Low,13.13436916
1486,1486,LIB,9/18/2019,10:12:00,Cyclopoids,Macrocyclops albidus,2,1,75,0.3,75,2.7,804425,807795,Low,13.13436916
1473,1473,LIB,9/18/2019,10:12:00,Microzooplankton_Nauplii,Copepod nauplii,2,1,75,0.3,75,2.7,804425,807795,Low,1.459374351
1474,1474,LIB,9/18/2019,10:12:00,Microzooplankton_Nauplii,Ostracods,12,1,75,0.3,75,2.7,804425,807795,Low,8.756246105
1472,1472,LIB,9/18/2019,10:12:00,Microzooplankton_Nauplii,Rotifers,4,1,75,0.3,75,2.7,804425,807795,Low,2.918748702
1580,1580,LIB,10/2/2019,10:20:00,Calanoids,Calanoid copepodid,208,1,45,0.5,45,16.5,769617,770901,Low,1290.654309
1587,1587,LIB,10/2/2019,10:20:00,Calanoids,Pseudodiaptomus forbesi adult,18,1,45,0.5,45,16.5,769617,770901,Low,111.6912383
1597,1597,LIB,10/2/2019,10:20:00,Cladocera,Bosmina,1,1,45,0.5,45,16.5,769617,770901,Low,6.205068793
1598,1598,LIB,10/2/2019,10:20:00,Cladocera,Camptocercus,1,1,45,0.5,45,16.5,769617,770901,Low,6.205068793
1560,1560,LIB,10/2/2019,10:20:00,Cyclopoids,Cyclopoid copepodid,2,1,45,0.5,45,16.5,769617,770901,Low,12.41013759
1555,1555,LIB,10/2/2019,10:20:00,Microzooplankton_Nauplii,Copepod nauplii,40,1,45,0.5,45,16.5,769617,770901,Low,7.521295507
1556,1556,LIB,10/2/2019,10:20:00,Microzooplankton_Nauplii,Ostracods,11,1,45,0.5,45,16.5,769617,770901,Low,2.068356264
1554,1554,LIB,10/2/2019,10:20:00,Microzooplankton_Nauplii,Rotifers,3,1,45,0.5,45,16.5,769617,770901,Low,0.564097163
1662,1662,LIB,10/16/2019,10:40:00,Calanoids,Calanoid copepodid,243,1,36,0.4,36,0.8,744631,745327,Low,2781.689546
1669,1669,LIB,10/16/2019,10:40:00,Calanoids,Pseudodiaptomus forbesi adult,3,1,36,0.4,36,0.8,744631,745327,Low,34.34184625
1679,1679,LIB,10/16/2019,10:40:00,Cladocera,Bosmina,1,1,36,0.4,36,0.8,744631,745327,Low,11.44728208
1681,1681,LIB,10/16/2019,10:40:00,Cladocera,Ceriodaphnia,1,1,36,0.4,36,0.8,744631,745327,Low,11.44728208
1642,1642,LIB,10/16/2019,10:40:00,Cyclopoids,Cyclopoid copepodid,1,1,36,0.4,36,0.8,744631,745327,Low,11.44728208
1636,1636,LIB,10/16/2019,10:40:00,Microzooplankton_Nauplii,Copepod nauplii,227,1,36,0.4,36,0.8,744631,745327,Low,1299.266517
1635,1635,LIB,10/16/2019,10:40:00,Microzooplankton_Nauplii,Rotifers,3,1,36,0.4,36,0.8,744631,745327,Low,17.17092313
1173,1173,LIB-DUP,8/7/2019,11:05:00,Calanoids,Calanoid copepodid,208,1,71,0.1,71,3.9,985827,989695,Low,3379.903752
1180,1180,LIB-DUP,8/7/2019,11:05:00,Calanoids,Pseudodiaptomus forbesi adult,27,1,71,0.1,71,3.9,985827,989695,Low,438.7375063
1193,1193,LIB-DUP,8/7/2019,11:05:00,Cladocera,Chydorus,1,1,71,0.1,71,3.9,985827,989695,Low,16.24953727
1210,1210,LIB-DUP,8/7/2019,11:05:00,Cladocera,Simocephalus,1,1,71,0.1,71,3.9,985827,989695,Low,16.24953727
1147,1147,LIB-DUP,8/7/2019,11:05:00,Microzooplankton_Nauplii,Copepod nauplii,13,1,71,0.1,71,3.9,985827,989695,Low,5.416512424
1148,1148,LIB-DUP,8/7/2019,11:05:00,Microzooplankton_Nauplii,Ostracods,25,1,71,0.1,71,3.9,985827,989695,Low,10.41637005
1146,1146,LIB-DUP,8/7/2019,11:05:00,Microzooplankton_Nauplii,Rotifers,67,1,71,0.1,71,3.9,985827,989695,Low,27.91587172
1908,1908,LIS,8/6/2019,11:28:00,Calanoids,Calanoid copepodid,146,1,60,0.3,60,2.3,890556,890720,Low,15761.88369
1917,1917,LIS,8/6/2019,11:28:00,Calanoids,Sinocalanus doerrii adult,1,1,60,0.3,60,2.3,890556,890720,Low,107.9581075
1925,1925,LIS,8/6/2019,11:28:00,Cladocera,Bosmina,7,1,60,0.3,60,2.3,890556,890720,Low,755.7067522
1930,1930,LIS,8/6/2019,11:28:00,Cladocera,Diaphanosoma,92,1,60,0.3,60,2.3,890556,890720,Low,9932.145887
1888,1888,LIS,8/6/2019,11:28:00,Cyclopoids,Cyclopoid copepodid,16,1,60,0.3,60,2.3,890556,890720,Low,1727.329719
1897,1897,LIS,8/6/2019,11:28:00,Cyclopoids,Microcyclops rubellus,1,1,60,0.3,60,2.3,890556,890720,Low,107.9581075
1882,1882,LIS,8/6/2019,11:28:00,Microzooplankton_Nauplii,Copepod nauplii,133,1,60,0.3,60,2.3,890556,890720,Low,1872.838473
1883,1883,LIS,8/6/2019,11:28:00,Microzooplankton_Nauplii,Ostracods,7,1,60,0.3,60,2.3,890556,890720,Low,98.57044594
1881,1881,LIS,8/6/2019,11:28:00,Microzooplankton_Nauplii,Rotifers,199,1,60,0.3,60,2.3,890556,890720,Low,2802.216963
1990,1990,LIS,8/20/2019,11:23:00,Calanoids,Calanoid copepodid,63,1,40,0.9,40,0.6,929512,931000,Low,166.5805207
1997,1997,LIS,8/20/2019,11:23:00,Calanoids,Pseudodiaptomus forbesi adult,2,1,40,0.9,40,0.6,929512,931000,Low,5.288270497
1999,1999,LIS,8/20/2019,11:23:00,Calanoids,Sinocalanus doerrii adult,1,1,40,0.9,40,0.6,929512,931000,Low,2.644135248
2004,2004,LIS,8/20/2019,11:23:00,Cladocera,Alona,4,1,40,0.9,40,0.6,929512,931000,Low,10.57654099
2007,2007,LIS,8/20/2019,11:23:00,Cladocera,Bosmina,50,1,40,0.9,40,0.6,929512,931000,Low,132.2067624
2009,2009,LIS,8/20/2019,11:23:00,Cladocera,Ceriodaphnia,2,1,40,0.9,40,0.6,929512,931000,Low,5.288270497
2010,2010,LIS,8/20/2019,11:23:00,Cladocera,Chydorus,1,1,40,0.9,40,0.6,929512,931000,Low,2.644135248
2011,2011,LIS,8/20/2019,11:23:00,Cladocera,Daphnia,4,1,40,0.9,40,0.6,929512,931000,Low,10.57654099
2012,2012,LIS,8/20/2019,11:23:00,Cladocera,Diaphanosoma,84,1,40,0.9,40,0.6,929512,931000,Low,222.1073609
2016,2016,LIS,8/20/2019,11:23:00,Cladocera,Ilyocryptus,3,1,40,0.9,40,0.6,929512,931000,Low,7.932405745
2020,2020,LIS,8/20/2019,11:23:00,Cladocera,Moina,2,1,40,0.9,40,0.6,929512,931000,Low,5.288270497
2027,2027,LIS,8/20/2019,11:23:00,Cladocera,Simocephalus,1,1,40,0.9,40,0.6,929512,931000,Low,2.644135248
1967,1967,LIS,8/20/2019,11:23:00,Cyclopoids,Acanthocyclops vernalis adult,3,1,40,0.9,40,0.6,929512,931000,Low,7.932405745
1970,1970,LIS,8/20/2019,11:23:00,Cyclopoids,Cyclopoid copepodid,14,1,40,0.9,40,0.6,929512,931000,Low,37.01789348
1973,1973,LIS,8/20/2019,11:23:00,Cyclopoids,Eucyclops sp.,2,1,40,0.9,40,0.6,929512,931000,Low,5.288270497
1964,1964,LIS,8/20/2019,11:23:00,Microzooplankton_Nauplii,Copepod nauplii,1,1,40,0.9,40,0.6,929512,931000,Low,3.966202873
1965,1965,LIS,8/20/2019,11:23:00,Microzooplankton_Nauplii,Ostracods,9,1,40,0.9,40,0.6,929512,931000,Low,35.69582585
1963,1963,LIS,8/20/2019,11:23:00,Microzooplankton_Nauplii,Rotifers,422,1,40,0.9,40,0.6,929512,931000,Low,1673.737612
2072,2072,LIS,9/3/2019,11:18:00,Calanoids,Calanoid copepodid,9,1,90,1.1,90,4,926687,928200,Low,43.08464518
2086,2086,LIS,9/3/2019,11:18:00,Cladocera,Alona,17,1,90,1.1,90,4,926687,928200,Low,81.38210757
2089,2089,LIS,9/3/2019,11:18:00,Cladocera,Bosmina,32,1,90,1.1,90,4,926687,928200,Low,153.1898495
2091,2091,LIS,9/3/2019,11:18:00,Cladocera,Ceriodaphnia,29,1,90,1.1,90,4,926687,928200,Low,138.8283011
2092,2092,LIS,9/3/2019,11:18:00,Cladocera,Chydorus,4,1,90,1.1,90,4,926687,928200,Low,19.14873119
2094,2094,LIS,9/3/2019,11:18:00,Cladocera,Diaphanosoma,25,1,90,1.1,90,4,926687,928200,Low,119.67957
2098,2098,LIS,9/3/2019,11:18:00,Cladocera,Ilyocryptus,26,1,90,1.1,90,4,926687,928200,Low,124.4667527
2102,2102,LIS,9/3/2019,11:18:00,Cladocera,Moina,1,1,90,1.1,90,4,926687,928200,Low,4.787182798
2105,2105,LIS,9/3/2019,11:18:00,Cladocera,Pleuroxus,11,1,90,1.1,90,4,926687,928200,Low,52.65901078
2109,2109,LIS,9/3/2019,11:18:00,Cladocera,Simocephalus,1,1,90,1.1,90,4,926687,928200,Low,4.787182798
2049,2049,LIS,9/3/2019,11:18:00,Cyclopoids,Acanthocyclops vernalis adult,2,1,90,1.1,90,4,926687,928200,Low,9.574365596
2052,2052,LIS,9/3/2019,11:18:00,Cyclopoids,Cyclopoid copepodid,50,1,90,1.1,90,4,926687,928200,Low,239.3591399
2061,2061,LIS,9/3/2019,11:18:00,Cyclopoids,Microcyclops rubellus,4,1,90,1.1,90,4,926687,928200,Low,19.14873119
2046,2046,LIS,9/3/2019,11:18:00,Microzooplankton_Nauplii,Copepod nauplii,76,1,90,1.1,90,4,926687,928200,Low,100.0521205
2047,2047,LIS,9/3/2019,11:18:00,Microzooplankton_Nauplii,Ostracods,97,1,90,1.1,90,4,926687,928200,Low,127.6981011
2045,2045,LIS,9/3/2019,11:18:00,Microzooplankton_Nauplii,Rotifers,136,1,90,1.1,90,4,926687,928200,Low,179.0406366
2152,2152,LIS,9/17/2019,10:14:00,Calanoids,Arctodiaptomus dorsalis,1,1,58,1,58,5.6,921030,921843,Low,6.315482892
2153,2153,LIS,9/17/2019,10:14:00,Calanoids,Calanoid copepodid,22,1,58,1,58,5.6,921030,921843,Low,138.9406236
2156,2156,LIS,9/17/2019,10:14:00,Cyclopoids,Ergasilus,1,1,58,1,58,5.6,921030,921843,Low,6.315482892
2162,2162,LIS,9/17/2019,10:14:00,Calanoids,Pseudodiaptomus adult,3,1,58,1,58,5.6,921030,921843,Low,18.94644867
2168,2168,LIS,9/17/2019,10:14:00,Cladocera,Alona,22,1,58,1,58,5.6,921030,921843,Low,138.9406236
2170,2170,LIS,9/17/2019,10:14:00,Cladocera,Bosmina,13,1,58,1,58,5.6,921030,921843,Low,82.10127759
2171,2171,LIS,9/17/2019,10:14:00,Cladocera,Camptocercus,1,1,58,1,58,5.6,921030,921843,Low,6.315482892
2172,2172,LIS,9/17/2019,10:14:00,Cladocera,Ceriodaphnia,26,1,58,1,58,5.6,921030,921843,Low,164.2025552
2173,2173,LIS,9/17/2019,10:14:00,Cladocera,Chydorus,3,1,58,1,58,5.6,921030,921843,Low,18.94644867
2175,2175,LIS,9/17/2019,10:14:00,Cladocera,Diaphanosoma,4,1,58,1,58,5.6,921030,921843,Low,25.26193157
2179,2179,LIS,9/17/2019,10:14:00,Cladocera,Ilyocryptus,5,1,58,1,58,5.6,921030,921843,Low,31.57741446
2180,2180,LIS,9/17/2019,10:14:00,Cladocera,Kurzia,8,1,58,1,58,5.6,921030,921843,Low,50.52386313
2182,2182,LIS,9/17/2019,10:14:00,Cladocera,Macrothrix,1,1,58,1,58,5.6,921030,921843,Low,6.315482892
2183,2183,LIS,9/17/2019,10:14:00,Cladocera,Moina,11,1,58,1,58,5.6,921030,921843,Low,69.47031181
2187,2187,LIS,9/17/2019,10:14:00,Cladocera,Pseudochydorus,3,1,58,1,58,5.6,921030,921843,Low,18.94644867
2190,2190,LIS,9/17/2019,10:14:00,Cladocera,Simocephalus,1,1,58,1,58,5.6,921030,921843,Low,6.315482892
2133,2133,LIS,9/17/2019,10:14:00,Cyclopoids,Cyclopoid copepodid,104,1,58,1,58,5.6,921030,921843,Low,656.8102207
2143,2143,LIS,9/17/2019,10:14:00,Cyclopoids,Microcyclops rubellus,5,1,58,1,58,5.6,921030,921843,Low,31.57741446
2128,2128,LIS,9/17/2019,10:14:00,Microzooplankton_Nauplii,Copepod nauplii,119,1,58,1,58,5.6,921030,921843,Low,134.2040114
2129,2129,LIS,9/17/2019,10:14:00,Microzooplankton_Nauplii,Ostracods,53,1,58,1,58,5.6,921030,921843,Low,59.77153451
2127,2127,LIS,9/17/2019,10:14:00,Microzooplankton_Nauplii,Rotifers,134,1,58,1,58,5.6,921030,921843,Low,151.1204835
2233,2233,LIS,10/1/2019,10:30:00,Calanoids,Arcodiaptomus dorsalis,3,1,48,1,48,0.1,919547,919977,Low,29.64579844
2234,2234,LIS,10/1/2019,10:30:00,Calanoids,Calanoid copepodid,31,1,48,1,48,0.1,919547,919977,Low,306.3399172
2248,2248,LIS,10/1/2019,10:30:00,Cladocera,Alona,8,1,48,1,48,0.1,919547,919977,Low,79.05546251
2251,2251,LIS,10/1/2019,10:30:00,Cladocera,Bosmina,157,1,48,1,48,0.1,919547,919977,Low,1551.463452
2253,2253,LIS,10/1/2019,10:30:00,Cladocera,Ceriodaphnia,16,1,48,1,48,0.1,919547,919977,Low,158.110925
2254,2254,LIS,10/1/2019,10:30:00,Cladocera,Chydorus,1,1,48,1,48,0.1,919547,919977,Low,9.881932813
2255,2255,LIS,10/1/2019,10:30:00,Cladocera,Daphnia,1,1,48,1,48,0.1,919547,919977,Low,9.881932813
2256,2256,LIS,10/1/2019,10:30:00,Cladocera,Diaphanosoma,2,1,48,1,48,0.1,919547,919977,Low,19.76386563
2260,2260,LIS,10/1/2019,10:30:00,Cladocera,Ilyocryptus,4,1,48,1,48,0.1,919547,919977,Low,39.52773125
2264,2264,LIS,10/1/2019,10:30:00,Cladocera,Moina,3,1,48,1,48,0.1,919547,919977,Low,29.64579844
2214,2214,LIS,10/1/2019,10:30:00,Cyclopoids,Cyclopoid copepodid,102,1,48,1,48,0.1,919547,919977,Low,1007.957147
2217,2217,LIS,10/1/2019,10:30:00,Cyclopoids,Eucyclops,3,1,48,1,48,0.1,919547,919977,Low,29.64579844
2223,2223,LIS,10/1/2019,10:30:00,Cyclopoids,Microcyclops rubellus,3,1,48,1,48,0.1,919547,919977,Low,29.64579844
2272,2272,LIS,10/1/2019,10:30:00,Harpacticoids,Harpacticoids,1,1,48,1,48,0.1,919547,919977,Low,9.881932813
2209,2209,LIS,10/1/2019,10:30:00,Microzooplankton_Nauplii,Copepod nauplii,7,1,48,1,48,0.1,919547,919977,Low,691.7352969
2208,2208,LIS,10/1/2019,10:30:00,Microzooplankton_Nauplii,Rotifers,457,1,48,1,48,0.1,919547,919977,Low,45160.43296
2315,2315,LIS,10/15/2019,12:47:00,Calanoids,Calanoid copepodid,196,1,75,0.3,75,1,918469,920000,Low,2833.283317
2322,2322,LIS,10/15/2019,12:47:00,Calanoids,Pseudodiaptomus forbesi adult,1,1,75,0.3,75,1,918469,920000,Low,14.45552713
2329,2329,LIS,10/15/2019,12:47:00,Cladocera,Alona,2,1,75,0.3,75,1,918469,920000,Low,28.91105425
2332,2332,LIS,10/15/2019,12:47:00,Cladocera,Bosmina,2,1,75,0.3,75,1,918469,920000,Low,28.91105425
2337,2337,LIS,10/15/2019,12:47:00,Cladocera,Diaphanosoma,1,1,75,0.3,75,1,918469,920000,Low,14.45552713
2341,2341,LIS,10/15/2019,12:47:00,Cladocera,Ilyocryptus,4,1,75,0.3,75,1,918469,920000,Low,57.8221085
2344,2344,LIS,10/15/2019,12:47:00,Cladocera,Macrothrix,1,1,75,0.3,75,1,918469,920000,Low,14.45552713
2295,2295,LIS,10/15/2019,12:47:00,Cyclopoids,Cyclopoid copepodid,9,1,75,0.3,75,1,918469,920000,Low,130.0997441
2310,2310,LIS,10/15/2019,12:47:00,Cyclopoids,Paracyclops fimbriatus,1,1,75,0.3,75,1,918469,920000,Low,14.45552713
2290,2290,LIS,10/15/2019,12:47:00,Microzooplankton_Nauplii,Copepod nauplii,271,1,75,0.3,75,1,918469,920000,Low,1175.234355
2291,2291,LIS,10/15/2019,12:47:00,Microzooplankton_Nauplii,Ostracods,4,1,75,0.3,75,1,918469,920000,Low,17.34663255
2289,2289,LIS,10/15/2019,12:47:00,Microzooplankton_Nauplii,Rotifers,28,1,75,0.3,75,1,918469,920000,Low,121.4264279
1744,1744,LIS-DUP,9/3/2019,11:30:00,Calanoids,Arctodiaptomus dorsalis,1,1,91,1.2,91,3.9,925195,927000,Low,3.719221597
1745,1745,LIS-DUP,9/3/2019,11:30:00,Calanoids,Calanoid copepodid,15,1,91,1.2,91,3.9,925195,927000,Low,55.78832395
1759,1759,LIS-DUP,9/3/2019,11:30:00,Cladocera,Alona,26,1,91,1.2,91,3.9,925195,927000,Low,96.69976152
1762,1762,LIS-DUP,9/3/2019,11:30:00,Cladocera,Bosmina,38,1,91,1.2,91,3.9,925195,927000,Low,141.3304207
1763,1763,LIS-DUP,9/3/2019,11:30:00,Cladocera,Camptocercus,1,1,91,1.2,91,3.9,925195,927000,Low,3.719221597
