"","Date","Year","Month","DateTime","Time","StationCode","WaterTemp","Secchi","EC","SpCnd","pH","DO","Turbidity","FlowMeterSpeed","StartMeter","EndMeter","VolMeso","SubMeso","VolMicro","SubMicro","Subsample","OrganismID","Classification","Organism","Phylum","Subphylum","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Genus","Species","TaxonName","TaxonRank","CommonName","LifeStage","Count","CPUEZoop","WYType","FlowPulseType","NetFlowDays","SamplePeriod","Region"
"1674","2015-08-04","2015",8,"8/4/2015 6:55","10:55:00","I80",22.57,0.41,718,753,7.72,2.11,19.9,"Low",620230,621419,25,1.5,25,6.5,1,90,"Cyclopoids","Eucyclops spp.","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,"Cyclopidae","Eucyclops",NA,"Eucyclops sp.","Genus","Eucyclops sp.",NA,7,8.68628450845733,"C","NF",42,"Before","Upstream"
"1675","2015-08-04","2015",8,"8/4/2015 6:55","10:55:00","I80",22.57,0.41,718,753,7.72,2.11,19.9,"Low",620230,621419,25,1.5,25,6.5,1,64,"Calanoids","Calanoid copepodids","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,NA,NA,NA,"Calanoida","Order","Calanoid","copepodid",131,162.557610086844,"C","NF",42,"Before","Upstream"
"1676","2015-08-04","2015",8,"8/4/2015 6:55","10:55:00","I80",22.57,0.41,718,753,7.72,2.11,19.9,"Low",620230,621419,25,1.5,25,6.5,1,35,"Cladocera","Bosmina","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Bosminidae","Bosmina","longirostris","Bosmina longirostris","Species","Bosmina longirostris",NA,4,4.9635911476899,"C","NF",42,"Before","Upstream"
"1677","2015-08-04","2015",8,"8/4/2015 6:55","10:55:00","I80",22.57,0.41,718,753,7.72,2.11,19.9,"Low",620230,621419,25,1.5,25,6.5,1,36,"Cladocera","Ceriodaphnia","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Daphniidae","Ceriodaphnia",NA,"Ceriodaphnia sp.","Genus","Ceriodaphnia sp.",NA,20,24.8179557384495,"C","NF",42,"Before","Upstream"
"1678","2015-08-04","2015",8,"8/4/2015 6:55","10:55:00","I80",22.57,0.41,718,753,7.72,2.11,19.9,"Low",620230,621419,25,1.5,25,6.5,1,38,"Cladocera","Chydorus","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Chydoridae","Chydorus",NA,"Chydorus sp.","Genus","Chydorus sp.",NA,16,19.8543645907596,"C","NF",42,"Before","Upstream"
"1679","2015-08-04","2015",8,"8/4/2015 6:55","10:55:00","I80",22.57,0.41,718,753,7.72,2.11,19.9,"Low",620230,621419,25,1.5,25,6.5,1,41,"Cladocera","Diaphanosoma","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Ctenopoda",NA,"Sididae","Diaphanosoma",NA,"Diaphanosoma sp.","Genus","Diaphanosoma sp.",NA,3,3.72269336076743,"C","NF",42,"Before","Upstream"
"1680","2015-08-04","2015",8,"8/4/2015 6:55","10:55:00","I80",22.57,0.41,718,753,7.72,2.11,19.9,"Low",620230,621419,25,1.5,25,6.5,1,43,"Cladocera","Alona","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Chydoridae","Alona",NA,"Alona sp.","Genus","Alona sp.",NA,23,28.5406490992169,"C","NF",42,"Before","Upstream"
"1681","2015-08-18","2015",8,"8/18/2015 7:00","11:00:00","BL5",23.53,0.53,191,196,7.8,7.84,15.4,"Low",605636,609000,112,0.3,112,2.9,1,1,"Microzooplankton_Nauplii","Rotifers","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rotifera","Phylum","Rotifer",NA,13,13.212241549606,"C","NF",42,"Before","Downstream"
"1682","2015-08-18","2015",8,"8/18/2015 7:00","11:00:00","BL5",23.53,0.53,191,196,7.8,7.84,15.4,"Low",605636,609000,112,0.3,112,2.9,1,3,"Microzooplankton_Nauplii","Copepod nauplii","Arthropoda","Crustacea","Hexanauplia","Copepoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Copepoda","Subclass","Copepod","nauplius",287,291.685640364378,"C","NF",42,"Before","Downstream"
"1683","2015-08-18","2015",8,"8/18/2015 7:00","11:00:00","BL5",23.53,0.53,191,196,7.8,7.84,15.4,"Low",605636,609000,112,0.3,112,2.9,1,6,"Microzooplankton_Nauplii","Ostracods","Arthropoda","Crustacea","Ostracoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ostracoda","Class","Ostracod",NA,6,6.09795763827968,"C","NF",42,"Before","Downstream"
"1684","2015-08-18","2015",8,"8/18/2015 7:00","11:00:00","BL5",23.53,0.53,191,196,7.8,7.84,15.4,"Low",605636,609000,112,0.3,112,2.9,1,8,"Cyclopoids","Cyclopoid copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,NA,NA,NA,"Cyclopoida","Order","Cyclopoid","copepodid",2,19.6489746122345,"C","NF",42,"Before","Downstream"
"1685","2015-08-18","2015",8,"8/18/2015 7:00","11:00:00","BL5",23.53,0.53,191,196,7.8,7.84,15.4,"Low",605636,609000,112,0.3,112,2.9,1,23,"Calanoids","Pseudodiaptomus forbesi adult","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Pseudodiaptomidae","Pseudodiaptomus","forbesi","Pseudodiaptomus forbesi","Species","Pseudodiaptomus forbesi","adult",4,39.297949224469,"C","NF",42,"Before","Downstream"
"1686","2015-08-18","2015",8,"8/18/2015 7:00","11:00:00","BL5",23.53,0.53,191,196,7.8,7.84,15.4,"Low",605636,609000,112,0.3,112,2.9,1,24,"Calanoids","Pseudodiaptomus forbesi copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Pseudodiaptomidae","Pseudodiaptomus","forbesi","Pseudodiaptomus forbesi","Species","Pseudodiaptomus forbesi","copepodid",233,2289.10554232532,"C","NF",42,"Before","Downstream"
"1687","2015-08-18","2015",8,"8/18/2015 7:00","11:00:00","BL5",23.53,0.53,191,196,7.8,7.84,15.4,"Low",605636,609000,112,0.3,112,2.9,1,36,"Cladocera","Ceriodaphnia","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Daphniidae","Ceriodaphnia",NA,"Ceriodaphnia sp.","Genus","Ceriodaphnia sp.",NA,3,29.4734619183518,"C","NF",42,"Before","Downstream"
"1688","2015-08-18","2015",8,"8/18/2015 7:00","11:00:00","BL5",23.53,0.53,191,196,7.8,7.84,15.4,"Low",605636,609000,112,0.3,112,2.9,1,100,"Cladocera","Sida","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Ctenopoda",NA,"Sididae","Sida",NA,"Sida sp.","Genus","Sida sp.",NA,2,19.6489746122345,"C","NF",42,"Before","Downstream"
"1689","2015-08-05","2015",8,"8/5/2015 7:13","11:13:00","SHR",22.85,5.33,121,126,7.62,7.84,3.3,"Low",616934,618600,60,23,60,60,1,1,"Microzooplankton_Nauplii","Rotifers","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rotifera","Phylum","Rotifer",NA,117,6.21698729287442,"C","NF",42,"Before","SHR"
"1690","2015-08-05","2015",8,"8/5/2015 7:13","11:13:00","SHR",22.85,5.33,121,126,7.62,7.84,3.3,"Low",616934,618600,60,23,60,60,1,3,"Microzooplankton_Nauplii","Copepod nauplii","Arthropoda","Crustacea","Hexanauplia","Copepoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Copepoda","Subclass","Copepod","nauplius",60,3.18819861173047,"C","NF",42,"Before","SHR"
"1691","2015-08-05","2015",8,"8/5/2015 7:13","11:13:00","SHR",22.85,5.33,121,126,7.62,7.84,3.3,"Low",616934,618600,60,23,60,60,1,8,"Cyclopoids","Cyclopoid copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,NA,NA,NA,"Cyclopoida","Order","Cyclopoid","copepodid",49,6.79224921629535,"C","NF",42,"Before","SHR"
"1692","2015-08-05","2015",8,"8/5/2015 7:13","11:13:00","SHR",22.85,5.33,121,126,7.62,7.84,3.3,"Low",616934,618600,60,23,60,60,1,64,"Calanoids","Calanoid copepodids","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,NA,NA,NA,"Calanoida","Order","Calanoid","copepodid",5,0.693086654724015,"C","NF",42,"Before","SHR"
"1693","2015-08-05","2015",8,"8/5/2015 7:13","11:13:00","SHR",22.85,5.33,121,126,7.62,7.84,3.3,"Low",616934,618600,60,23,60,60,1,35,"Cladocera","Bosmina","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Bosminidae","Bosmina","longirostris","Bosmina longirostris","Species","Bosmina longirostris",NA,125,17.3271663681004,"C","NF",42,"Before","SHR"
"1694","2015-08-05","2015",8,"8/5/2015 7:13","11:13:00","SHR",22.85,5.33,121,126,7.62,7.84,3.3,"Low",616934,618600,60,23,60,60,1,36,"Cladocera","Ceriodaphnia","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Daphniidae","Ceriodaphnia",NA,"Ceriodaphnia sp.","Genus","Ceriodaphnia sp.",NA,14,1.94064263322724,"C","NF",42,"Before","SHR"
"1695","2015-08-05","2015",8,"8/5/2015 7:13","11:13:00","SHR",22.85,5.33,121,126,7.62,7.84,3.3,"Low",616934,618600,60,23,60,60,1,43,"Cladocera","Alona","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Chydoridae","Alona",NA,"Alona sp.","Genus","Alona sp.",NA,9,1.24755597850323,"C","NF",42,"Before","SHR"
"1696","2015-08-05","2015",8,"8/5/2015 7:13","11:13:00","SHR",22.85,5.33,121,126,7.62,7.84,3.3,"Low",616934,618600,60,23,60,60,1,95,"Cladocera","Monospilus","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Chydoridae","Monospilus",NA,"Monospilus sp.","Genus","Monospilus sp.",NA,5,0.693086654724015,"C","NF",42,"Before","SHR"
"1697","2015-08-03","2015",8,"8/3/2015 7:30","11:30:00","BL5",21.15,0.41,185,200,7.21,8.14,27.2,"Low",629560,632000,455,4,455,10,1,1,"Microzooplankton_Nauplii","Rotifers","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rotifera","Phylum","Rotifer",NA,4,6.60314260560123,"C","NF",42,"Before","Downstream"
"1698","2015-08-03","2015",8,"8/3/2015 7:30","11:30:00","BL5",21.15,0.41,185,200,7.21,8.14,27.2,"Low",629560,632000,455,4,455,10,1,3,"Microzooplankton_Nauplii","Copepod nauplii","Arthropoda","Crustacea","Hexanauplia","Copepoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Copepoda","Subclass","Copepod","nauplius",43,70.9837830102132,"C","NF",42,"Before","Downstream"
"1699","2015-08-03","2015",8,"8/3/2015 7:30","11:30:00","BL5",21.15,0.41,185,200,7.21,8.14,27.2,"Low",629560,632000,455,4,455,10,1,6,"Microzooplankton_Nauplii","Ostracods","Arthropoda","Crustacea","Ostracoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ostracoda","Class","Ostracod",NA,9,14.8570708626028,"C","NF",42,"Before","Downstream"
"1700","2015-08-03","2015",8,"8/3/2015 7:30","11:30:00","BL5",21.15,0.41,185,200,7.21,8.14,27.2,"Low",629560,632000,455,4,455,10,1,8,"Cyclopoids","Cyclopoid copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,NA,NA,NA,"Cyclopoida","Order","Cyclopoid","copepodid",3,12.3808923855023,"C","NF",42,"Before","Downstream"
"1701","2015-08-03","2015",8,"8/3/2015 7:30","11:30:00","BL5",21.15,0.41,185,200,7.21,8.14,27.2,"Low",629560,632000,455,4,455,10,1,16,"Cyclopoids","Limnoithona tetraspina","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,"Cyclopettidae","Limnoithona","tetraspina","Limnoithona tetraspina","Species","Limnoithona tetraspina",NA,1,4.12696412850077,"C","NF",42,"Before","Downstream"
"1702","2015-08-03","2015",8,"8/3/2015 7:30","11:30:00","BL5",21.15,0.41,185,200,7.21,8.14,27.2,"Low",629560,632000,455,4,455,10,1,23,"Calanoids","Pseudodiaptomus forbesi adult","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Pseudodiaptomidae","Pseudodiaptomus","forbesi","Pseudodiaptomus forbesi","Species","Pseudodiaptomus forbesi","adult",9,37.1426771565069,"C","NF",42,"Before","Downstream"
"1703","2015-08-03","2015",8,"8/3/2015 7:30","11:30:00","BL5",21.15,0.41,185,200,7.21,8.14,27.2,"Low",629560,632000,455,4,455,10,1,24,"Calanoids","Pseudodiaptomus forbesi copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Pseudodiaptomidae","Pseudodiaptomus","forbesi","Pseudodiaptomus forbesi","Species","Pseudodiaptomus forbesi","copepodid",210,866.662466985161,"C","NF",42,"Before","Downstream"
"1704","2015-08-03","2015",8,"8/3/2015 7:30","11:30:00","BL5",21.15,0.41,185,200,7.21,8.14,27.2,"Low",629560,632000,455,4,455,10,1,36,"Cladocera","Ceriodaphnia","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Daphniidae","Ceriodaphnia",NA,"Ceriodaphnia sp.","Genus","Ceriodaphnia sp.",NA,16,66.0314260560123,"C","NF",42,"Before","Downstream"
"1705","2015-08-03","2015",8,"8/3/2015 7:30","11:30:00","BL5",21.15,0.41,185,200,7.21,8.14,27.2,"Low",629560,632000,455,4,455,10,1,38,"Cladocera","Chydorus","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Chydoridae","Chydorus",NA,"Chydorus sp.","Genus","Chydorus sp.",NA,1,4.12696412850077,"C","NF",42,"Before","Downstream"
"1706","2015-08-03","2015",8,"8/3/2015 7:30","11:30:00","BL5",21.15,0.41,185,200,7.21,8.14,27.2,"Low",629560,632000,455,4,455,10,1,43,"Cladocera","Alona","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Chydoridae","Alona",NA,"Alona sp.","Genus","Alona sp.",NA,1,4.12696412850077,"C","NF",42,"Before","Downstream"
"1707","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,1,"Microzooplankton_Nauplii","Rotifers","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rotifera","Phylum","Rotifer",NA,439,1966.27057116805,"C","NF",42,"Before","Upstream"
"1708","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,3,"Microzooplankton_Nauplii","Copepod nauplii","Arthropoda","Crustacea","Hexanauplia","Copepoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Copepoda","Subclass","Copepod","nauplius",30,134.369287323557,"C","NF",42,"Before","Upstream"
"1709","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,6,"Microzooplankton_Nauplii","Ostracods","Arthropoda","Crustacea","Ostracoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ostracoda","Class","Ostracod",NA,41,183.638026008861,"C","NF",42,"Before","Upstream"
"1710","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,8,"Cyclopoids","Cyclopoid copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,NA,NA,NA,"Cyclopoida","Order","Cyclopoid","copepodid",20,179.159049764743,"C","NF",42,"Before","Upstream"
"1711","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,83,"Cyclopoids","Eucyclops elegans","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,"Cyclopidae","Eucyclops","elegans","Eucyclops elegans","Species","Eucyclops elegans",NA,4,35.8318099529486,"C","NF",42,"Before","Upstream"
"1712","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,104,"Cyclopoids","Mesocyclops edax","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,"Cyclopidae","Mesocyclops","edax","Mesocyclops edax","Species","Mesocyclops edax",NA,2,17.9159049764743,"C","NF",42,"Before","Upstream"
"1713","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,84,"Cyclopoids","Microcyclops rubellus","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,"Cyclopidae","Microcyclops","rubellus","Microcyclops rubellus","Species","Microcyclops rubellus",NA,5,44.7897624411857,"C","NF",42,"Before","Upstream"
"1714","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,23,"Calanoids","Pseudodiaptomus forbesi adult","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Pseudodiaptomidae","Pseudodiaptomus","forbesi","Pseudodiaptomus forbesi","Species","Pseudodiaptomus forbesi","adult",5,44.7897624411857,"C","NF",42,"Before","Upstream"
"1715","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,24,"Calanoids","Pseudodiaptomus forbesi copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Pseudodiaptomidae","Pseudodiaptomus","forbesi","Pseudodiaptomus forbesi","Species","Pseudodiaptomus forbesi","copepodid",7,62.70566741766,"C","NF",42,"Before","Upstream"
"1716","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,35,"Cladocera","Bosmina","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Bosminidae","Bosmina","longirostris","Bosmina longirostris","Species","Bosmina longirostris",NA,2,17.9159049764743,"C","NF",42,"Before","Upstream"
"1717","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,36,"Cladocera","Ceriodaphnia","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Daphniidae","Ceriodaphnia",NA,"Ceriodaphnia sp.","Genus","Ceriodaphnia sp.",NA,32,286.654479623589,"C","NF",42,"Before","Upstream"
"1718","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,38,"Cladocera","Chydorus","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Chydoridae","Chydorus",NA,"Chydorus sp.","Genus","Chydorus sp.",NA,17,152.285192300031,"C","NF",42,"Before","Upstream"
"1719","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,41,"Cladocera","Diaphanosoma","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Ctenopoda",NA,"Sididae","Diaphanosoma",NA,"Diaphanosoma sp.","Genus","Diaphanosoma sp.",NA,2,17.9159049764743,"C","NF",42,"Before","Upstream"
"1720","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,43,"Cladocera","Alona","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Chydoridae","Alona",NA,"Alona sp.","Genus","Alona sp.",NA,13,116.453382347083,"C","NF",42,"Before","Upstream"
"1721","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,102,"Cladocera","Disparalona","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Chydoridae","Disparalona",NA,"Disparalona sp.","Genus","Disparalona sp.",NA,23,206.032907229454,"C","NF",42,"Before","Upstream"
"1722","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,44,"Cladocera","Ilyocryptus","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Ilyocryptidae","Ilyocryptus",NA,"Ilyocryptus sp.","Genus","Ilyocryptus sp.",NA,1,8.95795248823714,"C","NF",42,"Before","Upstream"
"1723","2015-08-19","2015",8,"8/19/2015 7:30","11:30:00","I80",22.4,0.4,930,978,8.08,2.55,74.2,"Low",585656,587000,68,0.5,68,1,1,89,"Cladocera","Pleuroxus","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Chydoridae","Pleuroxus",NA,"Pleuroxus sp.","Genus","Pleuroxus sp.",NA,17,152.285192300031,"C","NF",42,"Before","Upstream"
"1724","2015-08-18","2015",8,"8/18/2015 7:56","11:56:00","LIB",23.7,1.5,183,190,7.74,7.57,4.4,"Low",598531,602000,83,0.1,83,5,1,1,"Microzooplankton_Nauplii","Rotifers","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rotifera","Phylum","Rotifer",NA,156,66.0841794087894,"C","NF",42,"Before","Downstream"
"1725","2015-08-18","2015",8,"8/18/2015 7:56","11:56:00","LIB",23.7,1.5,183,190,7.74,7.57,4.4,"Low",598531,602000,83,0.1,83,5,1,6,"Microzooplankton_Nauplii","Ostracods","Arthropoda","Crustacea","Ostracoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ostracoda","Class","Ostracod",NA,12,5.08339841606072,"C","NF",42,"Before","Downstream"
"1726","2015-08-18","2015",8,"8/18/2015 7:56","11:56:00","LIB",23.7,1.5,183,190,7.74,7.57,4.4,"Low",598531,602000,83,0.1,83,5,1,8,"Cyclopoids","Cyclopoid copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Podoplea","Cyclopoida",NA,NA,NA,NA,NA,NA,"Cyclopoida","Order","Cyclopoid","copepodid",2,42.3616534671727,"C","NF",42,"Before","Downstream"
"1727","2015-08-18","2015",8,"8/18/2015 7:56","11:56:00","LIB",23.7,1.5,183,190,7.74,7.57,4.4,"Low",598531,602000,83,0.1,83,5,1,23,"Calanoids","Pseudodiaptomus forbesi adult","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Pseudodiaptomidae","Pseudodiaptomus","forbesi","Pseudodiaptomus forbesi","Species","Pseudodiaptomus forbesi","adult",14,296.531574270209,"C","NF",42,"Before","Downstream"
"1728","2015-08-18","2015",8,"8/18/2015 7:56","11:56:00","LIB",23.7,1.5,183,190,7.74,7.57,4.4,"Low",598531,602000,83,0.1,83,5,1,24,"Calanoids","Pseudodiaptomus forbesi copepodid","Arthropoda","Crustacea","Hexanauplia","Copepoda","Neocopepoda","Gymnoplea","Calanoida",NA,NA,NA,"Pseudodiaptomidae","Pseudodiaptomus","forbesi","Pseudodiaptomus forbesi","Species","Pseudodiaptomus forbesi","copepodid",272,5761.18487153548,"C","NF",42,"Before","Downstream"
"1729","2015-08-18","2015",8,"8/18/2015 7:56","11:56:00","LIB",23.7,1.5,183,190,7.74,7.57,4.4,"Low",598531,602000,83,0.1,83,5,1,36,"Cladocera","Ceriodaphnia","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Daphniidae","Ceriodaphnia",NA,"Ceriodaphnia sp.","Genus","Ceriodaphnia sp.",NA,6,127.084960401518,"C","NF",42,"Before","Downstream"
"1730","2015-08-18","2015",8,"8/18/2015 7:56","11:56:00","LIB",23.7,1.5,183,190,7.74,7.57,4.4,"Low",598531,602000,83,0.1,83,5,1,41,"Cladocera","Diaphanosoma","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Ctenopoda",NA,"Sididae","Diaphanosoma",NA,"Diaphanosoma sp.","Genus","Diaphanosoma sp.",NA,3,63.542480200759,"C","NF",42,"Before","Downstream"
"1731","2015-08-18","2015",8,"8/18/2015 7:56","11:56:00","LIB",23.7,1.5,183,190,7.74,7.57,4.4,"Low",598531,602000,83,0.1,83,5,1,43,"Cladocera","Alona","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",NA,NA,"Diplostraca","Cladocera","Anomopoda",NA,"Chydoridae","Alona",NA,"Alona sp.","Genus","Alona sp.",NA,1,21.1808267335863,"C","NF",42,"Before","Downstream"
"1732","2015-08-03","2015",8,"8/3/2015 8:10","12:10:00","LIB",22.35,0.7,199,209,7.53,8.09,10.9,"Low",626655,629000,255,0.7,255,6.7,1,1,"Microzooplankton_Nauplii","Rotifers","Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rotifera","Phylum","Rotifer",NA,4,5.74713815239986,"C","NF",42,"Before","Downstream"
"1733","2015-08-03","2015",8,"8/3/2015 8:10","12:10:00","LIB",22.35,0.7,199,209,7.53,8.09,10.9,"Low",626655,629000,255,0.7,255,6.7,1,3,"Microzooplankton_Nauplii","Copepod nauplii","Arthropoda","Crustacea","Hexanauplia","Copepoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Copepoda","Subclass","Copepod","nauplius",55,79.0231495954981,"C","NF",42,"Before","Downstream"
