Experiment,Location,Date,Cage ID,Tag,Fullness,Digestion,Total Contents Weight,Prey Taxa,LH Stage,Count,Taxa Weight,Comments
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,RF37,3,4,0.0009,Americorophium spinicorne,juvenile,1,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,RF37,3,4,0.0009,Gammaridea,juvenile,4,,
Cage Prototypes,RIVERS,2/25/2019,E,RF92,3,5,0.002,Daphnia sp.,undetermined,11,,
Cage Prototypes,RIVERS,2/25/2019,E,RF92,3,5,0.002,Ceriodaphnia sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,E,RF92,3,5,0.002,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RF92,3,5,0.002,Acanthocyclops sp.,adult,3,,
Cage Prototypes,RIVERS,2/25/2019,E,RF92,3,5,0.002,Acanthocyclops sp.,copepodid,2,,
Cage Prototypes,RIVERS,2/25/2019,C,OO27,3,5,0.003,Daphnia sp.,undetermined,8,,
Cage Prototypes,RIVERS,2/25/2019,C,OO27,3,5,0.003,Ceriodaphnia sp.,undetermined,6,,
Cage Prototypes,RIVERS,2/25/2019,C,OO27,3,5,0.003,Acanthocyclops sp.,adult,11,,
Cage Prototypes,RIVERS,2/25/2019,C,OO27,3,5,0.003,Acanthocyclops sp.,copepodid,11,,
Cage Prototypes,RIVERS,2/25/2019,C,OO27,3,5,0.003,Diaptomidae,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,C,OO27,3,5,0.003,Eucyclops sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,D,RK47,3,5,0.0019,Daphnia sp.,undetermined,5,,
Cage Prototypes,RIVERS,2/25/2019,D,RK47,3,5,0.0019,Ceriodaphnia sp.,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,D,RK47,3,5,0.0019,Acanthocyclops sp.,adult,3,,
Cage Prototypes,RIVERS,2/25/2019,D,RK47,3,5,0.0019,Acanthocyclops sp.,copepodid,6,,
Cage Prototypes,RIVERS,2/25/2019,D,RK47,3,5,0.0019,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,D,RK47,3,5,0.0019,Diaptomidae,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,D,RC39,4,4,0.0049,Daphnia sp.,undetermined,6,,
Cage Prototypes,RIVERS,2/25/2019,D,RC39,4,4,0.0049,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,D,RC39,4,4,0.0049,Simocephalus sp.,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,D,RC39,4,4,0.0049,Acanthocyclops sp.,adult,5,,
Cage Prototypes,RIVERS,2/25/2019,D,RC39,4,4,0.0049,Acanthocyclops sp.,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,D,RC39,4,4,0.0049,Ostracoda,undetermined,1,,
Cage Prototypes,Sac DWSC,5/8/2019,D,RH60,3,6,0.0017,Acanthocyclops sp.,adult,10,,0.0017
Cage Prototypes,Sac DWSC,5/8/2019,D,RH60,3,6,0.0017,Acanthocyclops sp.,copepodid,40,,
Cage Prototypes,Sac DWSC,5/8/2019,D,RH60,3,6,0.0017,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,Sac DWSC,5/8/2019,D,RH60,3,6,0.0017,Eucyclops sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,5/8/2019,D,RH60,3,6,0.0017,Eurytemora affinis,adult,3,,
Cage Prototypes,Sac DWSC,5/8/2019,D,RH60,3,6,0.0017,Sinocalanus doerrii,adult,1,,
Cage Prototypes,Sac DWSC,5/8/2019,D,RH60,3,6,0.0017,Bosmina sp.,undetermined,4,,
Cage Prototypes,Sac DWSC,5/8/2019,D,RH60,3,6,0.0017,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,5/8/2019,D,RH60,3,6,0.0017,Chydorus sp.,undetermined,11,,
Cage Prototypes,Sac DWSC,5/8/2019,D,RH60,3,6,0.0017,Daphnia sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,5/8/2019,D,RH60,3,6,0.0017,Scapholeberis sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,5/8/2019,D,RH60,3,6,0.0017,Simocephalus sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,5/8/2019,D,RH60,3,6,0.0017,Chironomidae,larva,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RN62,4,5,0.0029,Acanthocyclops sp.,adult,15,,0.0029
Cage Prototypes,Sac DWSC,3/27/2019,D,RN62,4,5,0.0029,Acanthocyclops sp.,copepodid,66,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RN62,4,5,0.0029,Eucyclops sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RN62,4,5,0.0029,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RN62,4,5,0.0029,Harpacticoida,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RN62,4,5,0.0029,Bosmina sp.,undetermined,14,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RN62,4,5,0.0029,Chydorus sp.,undetermined,12,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RN62,4,5,0.0029,Chironomidae,larva,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RN62,4,5,0.0029,Cyclopoida,copepodid,17,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RN62,4,5,0.0029,Daphnia sp.,undetermined,7,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RN62,4,5,0.0029,Eurytemora affinis,adult,8,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RN62,4,5,0.0029,Sinocalanus doerrii,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RN62,4,5,0.0029,Eurytemora affinis,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RN62,4,5,0.0029,Calanoida,copepodid,2,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RG30,3,6,0.0006,Acanthocyclops sp.,adult,2,,0.0006
Cage Prototypes,Sac DWSC,3/27/2019,C,RG30,3,6,0.0006,Acanthocyclops sp.,copepodid,6,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RG30,3,6,0.0006,Diacyclops thomasi,undetermined,17,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RG30,3,6,0.0006,Daphnia sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RG30,3,6,0.0006,Bosmina sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RG30,3,6,0.0006,Simocephalus sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RG30,3,6,0.0006,Eurytemora affinis,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG05,3,6,0.0008,Chironomidae,adult,1,,0.0008
Cage Prototypes,Sac DWSC,3/27/2019,D,RG05,3,6,0.0008,Chydorus sp.,undetermined,7,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG05,3,6,0.0008,Daphnia sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG05,3,6,0.0008,Acanthocyclops sp.,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG05,3,6,0.0008,Acanthocyclops sp.,copepodid,31,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG05,3,6,0.0008,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG05,3,6,0.0008,Eurytemora affinis,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI35,4,5,0.0027,Bosmina sp.,undetermined,20,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI35,4,5,0.0027,Chydorus sp.,undetermined,29,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI35,4,5,0.0027,Acanthocyclops sp.,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI35,4,5,0.0027,Acanthocyclops sp.,copepodid,37,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI35,4,5,0.0027,Diacyclops thomasi,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI35,4,5,0.0027,Cyclopoida,copepodid,25,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI35,4,5,0.0027,Calanoida,copepodid,14,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI35,4,5,0.0027,Eurytemora affinis,adult,4,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI35,4,5,0.0027,Diaptomidae,adult,2,,Skistodiaptomus pallidus
Cage Prototypes,Sac DWSC,3/27/2019,C,OO49,3,5,0.0029,Bosmina sp.,undetermined,17,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO49,3,5,0.0029,Chydorus sp.,undetermined,20,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO49,3,5,0.0029,Acanthocyclops sp.,adult,6,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO49,3,5,0.0029,Acanthocyclops sp.,copepodid,49,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO49,3,5,0.0029,Eucyclops sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO49,3,5,0.0029,Ceriodaphnia sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO49,3,5,0.0029,Calanoida,copepodid,2,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO49,3,5,0.0029,Cyclopoida,copepodid,6,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI89,4,5,0.0027,Bosmina sp.,undetermined,6,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI89,4,5,0.0027,Chydorus sp.,undetermined,34,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI89,4,5,0.0027,Scapholeberis sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI89,4,5,0.0027,Daphnia sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI89,4,5,0.0027,Americorophium sp.,juvenile,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI89,4,5,0.0027,Acanthocyclops sp.,adult,17,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI89,4,5,0.0027,Acanthocyclops sp.,copepodid,91,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI89,4,5,0.0027,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI89,4,5,0.0027,Cyclopoida,copepodid,28,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI89,4,5,0.0027,Eurytemora affinis,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RI89,4,5,0.0027,Eurytemora affinis,copepodid,6,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Chydorus sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Chironomidae,larva,1,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Daphnia sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Diacyclops thomasi,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Acanthocyclops sp.,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Acanthocyclops sp.,copepodid,29,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Calanoida,copepodid,3,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Eurytemora affinis,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Diaptomidae,adult,1,,Hesperodiaptomus franciscanus male
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Chydorus sp.,undetermined,16,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Bosmina sp.,undetermined,7,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Simocephalus sp.,undetermined,4,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Diacyclops thomasi,undetermined,11,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Acanthocyclops sp.,copepodid,49,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Acanthocyclops sp.,adult,4,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Cyclopoida,copepodid,9,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Diaptomidae,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Eurytemora affinis,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Eurytemora affinis,copepodid,4,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG08,3,5,0.0013,Bosmina sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG08,3,5,0.0013,Chydorus sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG08,3,5,0.0013,Acanthocyclops sp.,adult,10,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG08,3,5,0.0013,Acanthocyclops sp.,copepodid,13,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG08,3,5,0.0013,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG08,3,5,0.0013,Eurytemora affinis,copepodid,2,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RF14,3,5,0.0014,Bosmina sp.,undetermined,9,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RF14,3,5,0.0014,Chydorus sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RF14,3,5,0.0014,Acanthocyclops sp.,adult,8,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RF14,3,5,0.0014,Acanthocyclops sp.,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RF14,3,5,0.0014,Diacyclops thomasi,undetermined,10,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RF14,3,5,0.0014,Eurycercus sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RF14,3,5,0.0014,Eurytemora affinis,adult,4,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RF14,3,5,0.0014,Cyclopoida,copepodid,12,,
Cage Prototypes,Sac DWSC,3/27/2019,D,OO04,2,5,0.0011,Daphnia sp.,undetermined,5,,
Cage Prototypes,Sac DWSC,3/27/2019,D,OO04,2,5,0.0011,Acanthocyclops sp.,adult,4,,
Cage Prototypes,Sac DWSC,3/27/2019,D,OO04,2,5,0.0011,Acanthocyclops sp.,copepodid,14,,
Cage Prototypes,Sac DWSC,3/27/2019,D,OO04,2,5,0.0011,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,OO04,2,5,0.0011,Calanoida,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Chydorus sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Chironomidae,larva,1,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Daphnia sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Diacyclops thomasi,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Acanthocyclops sp.,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Acanthocyclops sp.,copepodid,29,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Calanoida,copepodid,3,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Eurytemora affinis,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RL96,3,5,0.0009,Diaptomidae,adult,1,,Hesperodiaptomus franciscanus male
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Chydorus sp.,undetermined,16,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Bosmina sp.,undetermined,7,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Simocephalus sp.,undetermined,4,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Diacyclops thomasi,undetermined,11,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Acanthocyclops sp.,adult,49,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Acanthocyclops sp.,copepodid,4,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Cyclopoida,copepodid,9,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Diaptomidae,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Eurytemora affinis,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RH18,3,5,0.0015,Eurytemora affinis,copepodid,4,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC11,3,5,0.0007,Bivalvia,juvenile,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC11,3,5,0.0007,Acanthocyclops sp.,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC11,3,5,0.0007,Acanthocyclops sp.,copepodid,17,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC11,3,5,0.0007,Eurytemora affinis,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC11,3,5,0.0007,Bosmina sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC11,3,5,0.0007,Chydorus sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC11,3,5,0.0007,Diaptomidae,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC11,3,5,0.0007,Calanoida,copepodid,2,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC11,3,5,0.0007,Cyclopoida,copepodid,7,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RJ54,5,5,0.0032,Ceriodaphnia sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RJ54,5,5,0.0032,Daphnia sp.,undetermined,4,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RJ54,5,5,0.0032,Eucyclops sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RJ54,5,5,0.0032,Diacyclops thomasi,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RJ54,5,5,0.0032,Calanoida,copepodid,9,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RJ54,5,5,0.0032,Cyclopoida,copepodid,10,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RJ54,5,5,0.0032,Acanthocyclops sp.,adult,7,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RJ54,5,5,0.0032,Acanthocyclops sp.,copepodid,78,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RJ54,5,5,0.0032,Eurytemora affinis,adult,4,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RJ54,5,5,0.0032,Eurytemora affinis,copepodid,5,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RJ54,5,5,0.0032,Sinocalanus doerrii,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RJ54,5,5,0.0032,Bosmina sp.,undetermined,15,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RJ54,5,5,0.0032,Chydorus sp.,undetermined,17,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RI67,3,5,0.0009,Bosmina sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RI67,3,5,0.0009,Chydorus sp.,undetermined,13,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RI67,3,5,0.0009,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RI67,3,5,0.0009,Leydigia sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RI67,3,5,0.0009,Acanthocyclops sp.,adult,7,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RI67,3,5,0.0009,Acanthocyclops sp.,copepodid,46,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RI67,3,5,0.0009,Diacyclops thomasi,undetermined,4,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RI67,3,5,0.0009,Eucyclops sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RI67,3,5,0.0009,Cyclopoida,copepodid,10,,
Cage Prototypes,Sac DWSC,3/27/2019,E,RI67,3,5,0.0009,Eurytemora affinis,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,E,OO66,4,5,0.0022,Chydorus sp.,undetermined,20,,
Cage Prototypes,Sac DWSC,3/27/2019,E,OO66,4,5,0.0022,Bosmina sp.,undetermined,16,,
Cage Prototypes,Sac DWSC,3/27/2019,E,OO66,4,5,0.0022,Daphnia sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,E,OO66,4,5,0.0022,Simocephalus sp.,undetermined,5,,
Cage Prototypes,Sac DWSC,3/27/2019,E,OO66,4,5,0.0022,Chironomidae,larva,1,,
Cage Prototypes,Sac DWSC,3/27/2019,E,OO66,4,5,0.0022,Cyclopoida,copepodid,9,,
Cage Prototypes,Sac DWSC,3/27/2019,E,OO66,4,5,0.0022,Diacyclops thomasi,undetermined,7,,
Cage Prototypes,Sac DWSC,3/27/2019,E,OO66,4,5,0.0022,Acanthocyclops sp.,adult,12,,
Cage Prototypes,Sac DWSC,3/27/2019,E,OO66,4,5,0.0022,Acanthocyclops sp.,copepodid,51,,
Cage Prototypes,Sac DWSC,3/27/2019,E,OO66,4,5,0.0022,Eurytemora affinis,adult,5,,
Cage Prototypes,Sac DWSC,3/27/2019,E,OO66,4,5,0.0022,Eurytemora affinis,copepodid,6,,
Cage Prototypes,Sac DWSC,3/27/2019,E,OO66,4,5,0.0022,Diaptomidae,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,E,OO66,4,5,0.0022,Sinocalanus doerrii,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO25,3,5,0.0022,Diacyclops thomasi,undetermined,12,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO25,3,5,0.0022,Daphnia sp.,undetermined,5,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO25,3,5,0.0022,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO25,3,5,0.0022,Cyclopoida,copepodid,15,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO25,3,5,0.0022,Calanoida,copepodid,11,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO25,3,5,0.0022,Acanthocyclops sp.,adult,12,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO25,3,5,0.0022,Acanthocyclops sp.,copepodid,52,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO25,3,5,0.0022,Eurytemora affinis,adult,5,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO25,3,5,0.0022,Eurytemora affinis,copepodid,2,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO25,3,5,0.0022,Sinocalanus doerrii,copepodid,3,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO25,3,5,0.0022,Bosmina sp.,undetermined,17,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO25,3,5,0.0022,Chydorus sp.,undetermined,13,,
Cage Prototypes,Sac DWSC,3/27/2019,C,OO25,3,5,0.0022,Halicyclops sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RK31,5,5,0.0035,Daphnia sp.,undetermined,8,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RK31,5,5,0.0035,Diacyclops thomasi,undetermined,14,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RK31,5,5,0.0035,Simocephalus sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RK31,5,5,0.0035,Halicyclops sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RK31,5,5,0.0035,Cyclopoida,copepodid,9,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RK31,5,5,0.0035,Calanoida,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RK31,5,5,0.0035,Acanthocyclops sp.,adult,7,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RK31,5,5,0.0035,Acanthocyclops sp.,copepodid,77,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RK31,5,5,0.0035,Eurytemora affinis,adult,12,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RK31,5,5,0.0035,Eurytemora affinis,copepodid,13,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RK31,5,5,0.0035,Sinocalanus doerrii,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RK31,5,5,0.0035,Sinocalanus doerrii,copepodid,4,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RK31,5,5,0.0035,Bosmina sp.,undetermined,22,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RK31,5,5,0.0035,Chydorus sp.,undetermined,17,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Scapholeberis sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Eucyclops sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Pseudodiaptomus forbesi,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Ostracoda,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Hemiptera,nymph,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Harpacticoida,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Acanthocyclops sp.,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Acanthocyclops sp.,copepodid,54,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Eurytemora affinis,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Eurytemora affinis,copepodid,2,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Sinocalanus doerrii,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Sinocalanus doerrii,copepodid,2,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Bosmina sp.,undetermined,15,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Chydorus sp.,undetermined,19,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Calanoida,copepodid,7,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Cyclopoida,copepodid,13,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Daphnia sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RN05,3,5,0.0024,Diacyclops thomasi,undetermined,8,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RA21,3,5,0.0012,Ceriodaphnia sp.,undetermined,1,,
