Experiment,Location,Date,Cage.ID,Tag,Contents.Weight,Fullness,Digestion,Prey.Taxa,LH.Stage,Count,Taxa,Comments,
Cage Prototypes,DWSC,3/27/2019,C,OO67,0.003,4,4,Calanoida,copepodid,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,OO67,0.003,4,4,Chydoridae,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,OO67,0.003,4,4,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,B,RA25,0.0031,4,4,Acanthocyclops sp.,adult,5,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,B,RA25,0.0031,4,4,Acanthocyclops sp.,copepodid,24,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,B,RA25,0.0031,4,4,Cyclopoida,copepodid,11,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,B,RA25,0.0031,4,4,Bosmina sp.,undetermined,8,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,B,RA25,0.0031,4,4,Chydorus sp.,undetermined,6,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,B,RA25,0.0031,4,4,Eurytemora affinis,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,B,RA25,0.0031,4,4,Eurytemora affinis,copepodid,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,B,RA25,0.0031,4,4,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,B,RA25,0.0031,4,4,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,B,RA25,0.0031,4,4,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,B,RA25,0.0031,4,4,Calanoida,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,B,RA25,0.0031,4,4,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RF37,0.0009,3,4,Americorophium spinicorne,juvenile,1,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RF37,0.0009,3,4,Gammaridea,juvenile,4,Amphipoda,,
Cage Prototypes,RVR,2/25/2019,E,RF92,0.002,3,5,Daphnia sp.,undetermined,11,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RF92,0.002,3,5,Ceriodaphnia sp.,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RF92,0.002,3,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RF92,0.002,3,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RF92,0.002,3,5,Acanthocyclops sp.,copepodid,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,OO27,0.003,3,5,Daphnia sp.,undetermined,8,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,OO27,0.003,3,5,Ceriodaphnia sp.,undetermined,6,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,OO27,0.003,3,5,Acanthocyclops sp.,adult,11,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,OO27,0.003,3,5,Acanthocyclops sp.,copepodid,11,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,OO27,0.003,3,5,Diaptomidae,copepodid,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,C,OO27,0.003,3,5,Eucyclops sp.,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RK47,0.0019,3,5,Daphnia sp.,undetermined,5,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RK47,0.0019,3,5,Ceriodaphnia sp.,undetermined,3,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RK47,0.0019,3,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RK47,0.0019,3,5,Acanthocyclops sp.,copepodid,6,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RK47,0.0019,3,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RK47,0.0019,3,5,Diaptomidae,copepodid,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,D,RC39,0.0049,4,4,Daphnia sp.,undetermined,6,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RC39,0.0049,4,4,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RC39,0.0049,4,4,Simocephalus sp.,undetermined,3,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RC39,0.0049,4,4,Acanthocyclops sp.,adult,5,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RC39,0.0049,4,4,Acanthocyclops sp.,copepodid,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RC39,0.0049,4,4,Ostracoda,undetermined,1,Ostracoda,,
Cage Prototypes,DWSC,5/8/2019,D,RH60,0.0017,3,6,Acanthocyclops sp.,adult,10,Cyclopoida,0.0017,
Cage Prototypes,DWSC,5/8/2019,D,RH60,0.0017,3,6,Acanthocyclops sp.,copepodid,40,Cyclopoida,,
Cage Prototypes,DWSC,5/8/2019,D,RH60,0.0017,3,6,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,5/8/2019,D,RH60,0.0017,3,6,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,5/8/2019,D,RH60,0.0017,3,6,Eurytemora affinis,adult,3,Calanoida,,
Cage Prototypes,DWSC,5/8/2019,D,RH60,0.0017,3,6,Sinocalanus doerrii,adult,1,Calanoida,,
Cage Prototypes,DWSC,5/8/2019,D,RH60,0.0017,3,6,Bosmina sp.,undetermined,4,Cladocera,,
Cage Prototypes,DWSC,5/8/2019,D,RH60,0.0017,3,6,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,5/8/2019,D,RH60,0.0017,3,6,Chydorus sp.,undetermined,11,Cladocera,,
Cage Prototypes,DWSC,5/8/2019,D,RH60,0.0017,3,6,Daphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,5/8/2019,D,RH60,0.0017,3,6,Scapholeberis sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,5/8/2019,D,RH60,0.0017,3,6,Simocephalus sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,5/8/2019,D,RH60,0.0017,3,6,Chironomidae,larva,1,Diptera,,
Cage Prototypes,DWSC,3/27/2019,D,RN62,0.0029,4,5,Acanthocyclops sp.,adult,15,Cyclopoida,0.0029,
Cage Prototypes,DWSC,3/27/2019,D,RN62,0.0029,4,5,Acanthocyclops sp.,copepodid,66,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RN62,0.0029,4,5,Eucyclops sp.,undetermined,3,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RN62,0.0029,4,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RN62,0.0029,4,5,Harpacticoida,adult,1,Harpacticoda,,
Cage Prototypes,DWSC,3/27/2019,D,RN62,0.0029,4,5,Bosmina sp.,undetermined,14,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RN62,0.0029,4,5,Chydorus sp.,undetermined,12,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RN62,0.0029,4,5,Chironomidae,larva,1,Diptera,,
Cage Prototypes,DWSC,3/27/2019,D,RN62,0.0029,4,5,Cyclopoida,copepodid,17,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RN62,0.0029,4,5,Daphnia sp.,undetermined,7,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RN62,0.0029,4,5,Eurytemora affinis,adult,8,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RN62,0.0029,4,5,Sinocalanus doerrii,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RN62,0.0029,4,5,Eurytemora affinis,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RN62,0.0029,4,5,Calanoida,copepodid,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,RG30,0.0006,3,6,Acanthocyclops sp.,adult,2,Cyclopoida,0.0006,
Cage Prototypes,DWSC,3/27/2019,C,RG30,0.0006,3,6,Acanthocyclops sp.,copepodid,6,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RG30,0.0006,3,6,Diacyclops thomasi,undetermined,17,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RG30,0.0006,3,6,Daphnia sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,RG30,0.0006,3,6,Bosmina sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,RG30,0.0006,3,6,Simocephalus sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,RG30,0.0006,3,6,Eurytemora affinis,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG05,0.0008,3,6,Chironomidae,adult,1,Diptera,0.0008,
Cage Prototypes,DWSC,3/27/2019,D,RG05,0.0008,3,6,Chydorus sp.,undetermined,7,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RG05,0.0008,3,6,Daphnia sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RG05,0.0008,3,6,Acanthocyclops sp.,adult,2,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG05,0.0008,3,6,Acanthocyclops sp.,copepodid,31,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG05,0.0008,3,6,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG05,0.0008,3,6,Eurytemora affinis,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RI35,0.0027,4,5,Bosmina sp.,undetermined,20,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RI35,0.0027,4,5,Chydorus sp.,undetermined,29,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RI35,0.0027,4,5,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RI35,0.0027,4,5,Acanthocyclops sp.,copepodid,37,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RI35,0.0027,4,5,Diacyclops thomasi,undetermined,2,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RI35,0.0027,4,5,Cyclopoida,copepodid,25,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RI35,0.0027,4,5,Calanoida,copepodid,14,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RI35,0.0027,4,5,Eurytemora affinis,adult,4,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RI35,0.0027,4,5,Diaptomidae,adult,2,Calanoida,,Skistodiaptomus pallidus
Cage Prototypes,DWSC,3/27/2019,C,OO49,0.0029,3,5,Bosmina sp.,undetermined,17,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,OO49,0.0029,3,5,Chydorus sp.,undetermined,20,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,OO49,0.0029,3,5,Acanthocyclops sp.,adult,6,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,OO49,0.0029,3,5,Acanthocyclops sp.,copepodid,49,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,OO49,0.0029,3,5,Eucyclops sp.,undetermined,2,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,OO49,0.0029,3,5,Ceriodaphnia sp.,undetermined,3,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,OO49,0.0029,3,5,Calanoida,copepodid,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,OO49,0.0029,3,5,Cyclopoida,copepodid,6,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RI89,0.0027,4,5,Bosmina sp.,undetermined,6,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RI89,0.0027,4,5,Chydorus sp.,undetermined,34,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RI89,0.0027,4,5,Scapholeberis sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RI89,0.0027,4,5,Daphnia sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RI89,0.0027,4,5,Americorophium sp.,juvenile,1,Amphipoda,,
Cage Prototypes,DWSC,3/27/2019,D,RI89,0.0027,4,5,Acanthocyclops sp.,adult,17,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RI89,0.0027,4,5,Acanthocyclops sp.,copepodid,91,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RI89,0.0027,4,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RI89,0.0027,4,5,Cyclopoida,copepodid,28,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RI89,0.0027,4,5,Eurytemora affinis,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RI89,0.0027,4,5,Eurytemora affinis,copepodid,6,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Chydorus sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Chironomidae,larva,1,Diptera,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Daphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Diacyclops thomasi,undetermined,2,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Acanthocyclops sp.,copepodid,29,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Calanoida,copepodid,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Eurytemora affinis,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Diaptomidae,adult,1,Calanoida,,Hesperodiaptomus franciscanus male
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Chydorus sp.,undetermined,16,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Bosmina sp.,undetermined,7,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Simocephalus sp.,undetermined,4,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Diacyclops thomasi,undetermined,11,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Acanthocyclops sp.,copepodid,49,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Acanthocyclops sp.,adult,4,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Cyclopoida,copepodid,9,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Diaptomidae,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Eurytemora affinis,adult,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Eurytemora affinis,copepodid,4,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG08,0.0013,3,5,Bosmina sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RG08,0.0013,3,5,Chydorus sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RG08,0.0013,3,5,Acanthocyclops sp.,adult,10,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG08,0.0013,3,5,Acanthocyclops sp.,copepodid,13,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG08,0.0013,3,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG08,0.0013,3,5,Eurytemora affinis,copepodid,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RF14,0.0014,3,5,Bosmina sp.,undetermined,9,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RF14,0.0014,3,5,Chydorus sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RF14,0.0014,3,5,Acanthocyclops sp.,adult,8,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RF14,0.0014,3,5,Acanthocyclops sp.,copepodid,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RF14,0.0014,3,5,Diacyclops thomasi,undetermined,10,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RF14,0.0014,3,5,Eurycercus sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RF14,0.0014,3,5,Eurytemora affinis,adult,4,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RF14,0.0014,3,5,Cyclopoida,copepodid,12,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,OO04,0.0011,2,5,Daphnia sp.,undetermined,5,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,OO04,0.0011,2,5,Acanthocyclops sp.,adult,4,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,OO04,0.0011,2,5,Acanthocyclops sp.,copepodid,14,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,OO04,0.0011,2,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,OO04,0.0011,2,5,Calanoida,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Chydorus sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Chironomidae,larva,1,Diptera,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Daphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Diacyclops thomasi,undetermined,2,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Acanthocyclops sp.,copepodid,29,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Calanoida,copepodid,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Eurytemora affinis,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,E,RL96,0.0009,3,5,Diaptomidae,adult,1,Calanoida,,Hesperodiaptomus franciscanus male
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Chydorus sp.,undetermined,16,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Bosmina sp.,undetermined,7,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Simocephalus sp.,undetermined,4,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Diacyclops thomasi,undetermined,11,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Acanthocyclops sp.,adult,49,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Acanthocyclops sp.,copepodid,4,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Cyclopoida,copepodid,9,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Diaptomidae,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Eurytemora affinis,adult,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,E,RH18,0.0015,3,5,Eurytemora affinis,copepodid,4,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,RC11,0.0007,3,5,Bivalvia,juvenile,1,Other,,
Cage Prototypes,DWSC,3/27/2019,C,RC11,0.0007,3,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RC11,0.0007,3,5,Acanthocyclops sp.,copepodid,17,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RC11,0.0007,3,5,Eurytemora affinis,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,RC11,0.0007,3,5,Bosmina sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,RC11,0.0007,3,5,Chydorus sp.,undetermined,3,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,RC11,0.0007,3,5,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,RC11,0.0007,3,5,Calanoida,copepodid,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,RC11,0.0007,3,5,Cyclopoida,copepodid,7,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RJ54,0.0032,5,5,Ceriodaphnia sp.,undetermined,3,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,RJ54,0.0032,5,5,Daphnia sp.,undetermined,4,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,RJ54,0.0032,5,5,Eucyclops sp.,undetermined,2,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RJ54,0.0032,5,5,Diacyclops thomasi,undetermined,3,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RJ54,0.0032,5,5,Calanoida,copepodid,9,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,RJ54,0.0032,5,5,Cyclopoida,copepodid,10,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RJ54,0.0032,5,5,Acanthocyclops sp.,adult,7,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RJ54,0.0032,5,5,Acanthocyclops sp.,copepodid,78,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RJ54,0.0032,5,5,Eurytemora affinis,adult,4,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,RJ54,0.0032,5,5,Eurytemora affinis,copepodid,5,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,RJ54,0.0032,5,5,Sinocalanus doerrii,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,RJ54,0.0032,5,5,Bosmina sp.,undetermined,15,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,RJ54,0.0032,5,5,Chydorus sp.,undetermined,17,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RI67,0.0009,3,5,Bosmina sp.,undetermined,3,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RI67,0.0009,3,5,Chydorus sp.,undetermined,13,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RI67,0.0009,3,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RI67,0.0009,3,5,Leydigia sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,RI67,0.0009,3,5,Acanthocyclops sp.,adult,7,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RI67,0.0009,3,5,Acanthocyclops sp.,copepodid,46,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RI67,0.0009,3,5,Diacyclops thomasi,undetermined,4,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RI67,0.0009,3,5,Eucyclops sp.,undetermined,3,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RI67,0.0009,3,5,Cyclopoida,copepodid,10,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,RI67,0.0009,3,5,Eurytemora affinis,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,E,OO66,0.0022,4,5,Chydorus sp.,undetermined,20,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,OO66,0.0022,4,5,Bosmina sp.,undetermined,16,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,OO66,0.0022,4,5,Daphnia sp.,undetermined,3,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,OO66,0.0022,4,5,Simocephalus sp.,undetermined,5,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,E,OO66,0.0022,4,5,Chironomidae,larva,1,Diptera,,
Cage Prototypes,DWSC,3/27/2019,E,OO66,0.0022,4,5,Cyclopoida,copepodid,9,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,OO66,0.0022,4,5,Diacyclops thomasi,undetermined,7,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,OO66,0.0022,4,5,Acanthocyclops sp.,adult,12,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,OO66,0.0022,4,5,Acanthocyclops sp.,copepodid,51,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,E,OO66,0.0022,4,5,Eurytemora affinis,adult,5,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,E,OO66,0.0022,4,5,Eurytemora affinis,copepodid,6,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,E,OO66,0.0022,4,5,Diaptomidae,adult,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,E,OO66,0.0022,4,5,Sinocalanus doerrii,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,OO25,0.0022,3,5,Diacyclops thomasi,undetermined,12,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,OO25,0.0022,3,5,Daphnia sp.,undetermined,5,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,OO25,0.0022,3,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,OO25,0.0022,3,5,Cyclopoida,copepodid,15,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,OO25,0.0022,3,5,Calanoida,copepodid,11,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,OO25,0.0022,3,5,Acanthocyclops sp.,adult,12,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,OO25,0.0022,3,5,Acanthocyclops sp.,copepodid,52,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,OO25,0.0022,3,5,Eurytemora affinis,adult,5,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,OO25,0.0022,3,5,Eurytemora affinis,copepodid,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,OO25,0.0022,3,5,Sinocalanus doerrii,copepodid,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,OO25,0.0022,3,5,Bosmina sp.,undetermined,17,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,OO25,0.0022,3,5,Chydorus sp.,undetermined,13,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,OO25,0.0022,3,5,Halicyclops sp.,undetermined,3,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RK31,0.0035,5,5,Daphnia sp.,undetermined,8,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,RK31,0.0035,5,5,Diacyclops thomasi,undetermined,14,Cyclopoida,,
