MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,
Phyto,5/10/2016,10:05,C10A,63,1,1.59%,0.0697,314.159,0.418478994,6,750.72,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,14.8,i,BSA.05-15,KS,Moderate sediment and detritus. Many broken diatoms.,prism on parallelogram,26.71,,,,,,,,,,
Phyto,5/10/2016,10:05,C10A,63,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1020,Carteria sp.,Soft Body,Carteria,sp.,,2,2,12.02,i,BSA.05-15,KS,Moderate sediment and detritus. Many broken diatoms.,sphere,544.34,,,,,,,,,,
Phyto,5/10/2016,10:05,C10A,63,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,9,9,7.4,i,BSA.05-15,KS,Moderate sediment and detritus. Many broken diatoms.,sphere,212.17,,,,,,,,,,
Phyto,5/10/2016,10:05,C10A,63,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1069,cf. Cosmarium sp.,Soft Body,Cosmarium,sp.,,1,1,7.4,i,BSA.05-15,KS,Moderate sediment and detritus. Many broken diatoms.,2 half ellipsoids,131.89,,,,,,,,,,
Phyto,5/10/2016,10:05,C10A,63,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1237,Desmodesmus subspicatus,Soft Body,Desmodesmus,subspicatus,,1,4,7.4,c,BSA.05-15,KS,Moderate sediment and detritus. Many broken diatoms.,prolate spheroid,13.99,,,,,,,,,,
Phyto,5/10/2016,10:05,C10A,63,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,2,2,5.6,i,BSA.05-15,KS,Moderate sediment and detritus. Many broken diatoms.,ellipsoid,21.70,,,,,,,,,,
Phyto,5/10/2016,10:05,C10A,63,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,2,2,22.2,i,BSA.05-15,KS,Moderate sediment and detritus. Many broken diatoms.,2 cones,41.96,,,,,,,,,,
Phyto,5/10/2016,10:05,C10A,63,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1136,Monoraphidium griffithii,Soft Body,Monoraphidium,griffithii,,1,1,81.5,i,BSA.05-15,KS,Moderate sediment and detritus. Many broken diatoms.,2 cones,154.05,,,,,,,,,,
Phyto,5/10/2016,10:05,C10A,63,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,4,4,5.6,i,BSA.05-15,KS,Moderate sediment and detritus. Many broken diatoms.,2 cones,10.59,,,,,,,,,,
Phyto,5/10/2016,10:05,C10A,63,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1349,Cryptomonas ovata,Soft Body,Cryptomonas,ovata,,2,2,18.5,i,BSA.05-15,KS,Moderate sediment and detritus. Many broken diatoms.,prolate spheroid,837.79,,,,,,,,,,
Phyto,5/10/2016,10:05,C10A,63,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.05-15,KS,Moderate sediment and detritus. Many broken diatoms.,cone + half sphere,314.74,,,,,,,,,,
Phyto,5/10/2016,10:05,C10A,63,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,361,1290,0.8,c,BSA.05-15,KS,Moderate sediment and detritus. Many broken diatoms.,sphere,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,
Phyto,5/10/2016,10:05,C10A,63,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1471,Merismopedia tenuissima,Soft Body,Merismopedia,tenuissima,,1,32,0.9,c,BSA.05-15,KS,Moderate sediment and detritus. Many broken diatoms.,cube,0.73,,,,,,,,,,
Phyto,5/10/2016,10:05,C10A,63,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1643,Klebsormidium subtile,Soft Body,Klebsormidium,subtile,,29,54,9.3,f,BSA.05-15,KS,Moderate sediment and detritus. Many broken diatoms.,cylinder,99.99,,,,,,,,,,
