MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,
Phyto,1/4/2016,13:48,EZ2SJR,63,5,7.94%,0.0697,314.159,0.627718491,9,100.10,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,3,3,11.1,i,BSA.01-13,DK,High sediment. Many broken diatoms.,cylinder,483.84,,,,,,,,,,
Phyto,1/4/2016,13:48,EZ2SJR,63,5,7.94%,0.0697,314.159,0.627718491,9,100.10,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,14.8,i,BSA.01-13,DK,High sediment. Many broken diatoms.,prolate spheroid,424.35,,,,,,,,,,
Phyto,1/4/2016,13:48,EZ2SJR,63,5,7.94%,0.0697,314.159,0.627718491,9,100.10,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,i,BSA.01-13,DK,High sediment. Many broken diatoms.,cone + half sphere,337.38,,,,,,,,,,
Phyto,1/4/2016,13:48,EZ2SJR,63,5,7.94%,0.0697,314.159,0.627718491,9,100.10,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,399,844,0.64,c,BSA.01-13,DK,High sediment. Many broken diatoms.,sphere,0.07,0.07,0.11,0.11,0.27,0.11,0.18,0.27,0.07,0.27,
Phyto,1/6/2016,15:20,EZ6SAC,65,3,4.62%,0.0697,314.159,0.488225493,7,214.49,74,Amphora sp.,Diatom,Amphora,sp.,,2,2,18.5,i,BSA.01-14,DK,Obscured by detritus. High sediment.,cymbelloid,45.64,,,,,,,,,,
Phyto,1/6/2016,15:20,EZ6SAC,65,3,4.62%,0.0697,314.159,0.488225493,7,214.49,99,cf. Bacillaria paxillifera,Diatom,Bacillaria,paxillifera,,1,1,22.2,i,BSA.01-14,DK,Fragment. High sediment.,box,204.24,,,,,,,,,,
Phyto,1/6/2016,15:20,EZ6SAC,65,3,4.62%,0.0697,314.159,0.488225493,7,214.49,280,Diploneis elliptica,Diatom,Diploneis,elliptica,,1,1,25,i,BSA.01-14,DK,High sediment.,elliptic prism,3487.16,,,,,,,,,,
Phyto,1/6/2016,15:20,EZ6SAC,65,3,4.62%,0.0697,314.159,0.488225493,7,214.49,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,50,i,BSA.01-14,DK,High sediment.,elliptic prism,20820.89,,,,,,,,,,
Phyto,1/6/2016,15:20,EZ6SAC,65,3,4.62%,0.0697,314.159,0.488225493,7,214.49,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,3,3,9.3,i,BSA.01-14,DK,High sediment.,cylinder,271.72,,,,,,,,,,
Phyto,1/6/2016,15:20,EZ6SAC,65,3,4.62%,0.0697,314.159,0.488225493,7,214.49,1007,Ulnaria cf. ulna,Diatom,Ulnaria,ulna,,9,9,16.7,i,BSA.01-14,DK,Fragment. High sediment.,elliptic prism,485.30,,,,,,,,,,
Phyto,1/6/2016,15:20,EZ6SAC,65,3,4.62%,0.0697,314.159,0.488225493,7,214.49,1365,Rhodomonas cf. lacustris,Soft Body,Rhodomonas,lacustris,,2,2,13.9,i,BSA.01-14,DK,High sediment.,cone + half sphere,1122.93,,,,,,,,,,
Phyto,1/6/2016,15:20,EZ6SAC,65,3,4.62%,0.0697,314.159,0.488225493,7,214.49,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,329,689,0.66,c,BSA.01-14,DK,High sediment.,sphere,0.07,0.11,0.07,0.11,0.27,0.27,0.11,0.18,0.27,0.18,
Phyto,1/6/2016,15:20,EZ6SAC,65,3,4.62%,0.0697,314.159,0.488225493,7,214.49,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,113,127,2.8,c,BSA.01-14,DK,High sediment.,sphere,11.49,,,,,,,,,,
Phyto,1/4/2016,13:00,EZ6SJR,61,5,8.20%,0.0697,314.159,0.488225493,7,128.69,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,14.8,i,BSA.01-15,DK,Fragment. High sediment.,elliptic prism,216.20,,,,,,,,,,
Phyto,1/4/2016,13:00,EZ6SJR,61,5,8.20%,0.0697,314.159,0.488225493,7,128.69,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,11.1,i,BSA.01-15,DK,High sediment.,elliptic prism,129.03,,,,,,,,,,
Phyto,1/4/2016,13:00,EZ6SJR,61,5,8.20%,0.0697,314.159,0.488225493,7,128.69,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,53.7,i,BSA.01-15,DK,High sediment.,elliptic prism,18726.08,,,,,,,,,,
Phyto,1/4/2016,13:00,EZ6SJR,61,5,8.20%,0.0697,314.159,0.488225493,7,128.69,1812,cf. Fragilariopsis pseudonana,Diatom,Fragilariopsis,pseudonana,,3,3,16.7,i,BSA.01-15,DK,High sediment.,elliptic prism,97.06,,,,,,,,,,
Phyto,1/4/2016,13:00,EZ6SJR,61,5,8.20%,0.0697,314.159,0.488225493,7,128.69,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,5,5,3.7,i,BSA.01-15,DK,High sediment.,cylinder,21.50,,,,,,,,,,
Phyto,1/4/2016,13:00,EZ6SJR,61,5,8.20%,0.0697,314.159,0.488225493,7,128.69,1007,Ulnaria cf. ulna,Diatom,Ulnaria,ulna,,6,6,7.4,i,BSA.01-15,DK,Fragment. High sediment.,elliptic prism,97.64,,,,,,,,,,
Phyto,1/4/2016,13:00,EZ6SJR,61,5,8.20%,0.0697,314.159,0.488225493,7,128.69,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,2,2,13,i,BSA.01-15,DK,High sediment.,cone + half sphere,902.58,,,,,,,,,,
Phyto,1/4/2016,13:00,EZ6SJR,61,5,8.20%,0.0697,314.159,0.488225493,7,128.69,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,342,710,0.61,c,BSA.01-15,DK,High sediment.,sphere,0.07,0.07,0.27,0.11,0.07,0.11,0.18,0.07,0.27,0.11,
Phyto,1/4/2016,13:00,EZ6SJR,61,5,8.20%,0.0697,314.159,0.488225493,7,128.69,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,124,153,2.8,c,BSA.01-15,DK,High sediment.,sphere,11.49,,,,,,,,,,
Phyto,1/5/2016,14:40,MD10A,62,10,16.13%,0.0697,314.159,1.046197485,15,30.03,91,Aulacoseira granulata,Diatom,Aulacoseira,granulata,,3,3,13,c,BSA.01-16,DK,Fragment. Low sediment.,cylinder,559.11,,,,,,,,,,
Phyto,1/5/2016,14:40,MD10A,62,10,16.13%,0.0697,314.159,1.046197485,15,30.03,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,16.7,i,BSA.01-16,DK,Low sediment.,elliptic prism,267.57,,,,,,,,,,
Phyto,1/5/2016,14:40,MD10A,62,10,16.13%,0.0697,314.159,1.046197485,15,30.03,155,Craticula cf. elkab,Diatom,Craticula,elkab,,1,1,21.3,i,BSA.01-16,DK,Low sediment.,elliptic prism,281.05,,,,,,,,,,
Phyto,1/5/2016,14:40,MD10A,62,10,16.13%,0.0697,314.159,1.046197485,15,30.03,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,12,12,5.6,i,BSA.01-16,DK,Low sediment.,cylinder,73.89,,,,,,,,,,
Phyto,1/5/2016,14:40,MD10A,62,10,16.13%,0.0697,314.159,1.046197485,15,30.03,631,cf. Navicula sp.,Diatom,Navicula,sp.,,2,2,18.5,i,BSA.01-16,DK,Girdle view. Low sediment.,elliptic prism,268.80,,,,,,,,,,
Phyto,1/5/2016,14:40,MD10A,62,10,16.13%,0.0697,314.159,1.046197485,15,30.03,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,1,1,6.5,i,BSA.01-16,DK,Low sediment.,prolate spheroid,143.79,,,,,,,,,,
Phyto,1/5/2016,14:40,MD10A,62,10,16.13%,0.0697,314.159,1.046197485,15,30.03,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,15,15,11.1,i,BSA.01-16,DK,Low sediment.,cone + half sphere,567.71,,,,,,,,,,
Phyto,1/5/2016,14:40,MD10A,62,10,16.13%,0.0697,314.159,1.046197485,15,30.03,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,30,30,7.4,i,BSA.01-16,DK,Low sediment.,cone + half sphere,159.13,,,,,,,,,,
Phyto,1/5/2016,14:40,MD10A,62,10,16.13%,0.0697,314.159,1.046197485,15,30.03,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,357,799,0.63,c,BSA.01-16,DK,Low sediment.,sphere,0.11,0.27,0.18,0.11,0.07,0.07,0.07,0.27,0.11,0.18,
Phyto,1/5/2016,14:40,MD10A,62,10,16.13%,0.0697,314.159,1.046197485,15,30.03,1505,Planktothrix suspensa,Soft Body,Planktothrix,suspensa,,1,17,3.7,f,BSA.01-16,DK,Low sediment.,cylinder,22.78,,,,,,,,,,
Phyto,1/5/2016,16:03,P8,61,10,16.39%,0.0697,314.159,0.348732495,5,90.09,91,Aulacoseira granulata,Diatom,Aulacoseira,granulata,,6,6,13,i,BSA.01-17,DK,Fragment. Moderate sediment.,cylinder,743.30,,,,,,,,,,
Phyto,1/5/2016,16:03,P8,61,10,16.39%,0.0697,314.159,0.348732495,5,90.09,99,cf. Bacillaria paxillifera,Diatom,Bacillaria,paxillifera,,1,1,16.7,i,BSA.01-17,DK,Fragment. Moderate sediment.,box,434.20,,,,,,,,,,
Phyto,1/5/2016,16:03,P8,61,10,16.39%,0.0697,314.159,0.348732495,5,90.09,1651,Cyclotella cf. striata,Diatom,Cyclotella,striata,,1,1,20.4,i,BSA.01-17,DK,Obscured by detritus. Moderate sediment.,cylinder,3268.51,,,,,,,,,,
Phyto,1/5/2016,16:03,P8,61,10,16.39%,0.0697,314.159,0.348732495,5,90.09,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,7.4,i,BSA.01-17,DK,Moderate sediment.,cylinder,172.03,,,,,,,,,,
Phyto,1/5/2016,16:03,P8,61,10,16.39%,0.0697,314.159,0.348732495,5,90.09,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,2,2,7.4,i,BSA.01-17,DK,Moderate sediment.,prolate spheroid,212.17,,,,,,,,,,
Phyto,1/5/2016,16:03,P8,61,10,16.39%,0.0697,314.159,0.348732495,5,90.09,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,1,1,11.1,i,BSA.01-17,DK,Moderate sediment.,cone + half sphere,596.74,,,,,,,,,,
Phyto,1/5/2016,16:03,P8,61,10,16.39%,0.0697,314.159,0.348732495,5,90.09,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,311,696,0.65,c,BSA.01-17,DK,Moderate sediment.,sphere,0.11,0.07,0.27,0.11,0.18,0.18,0.07,0.27,0.18,0.11,
Phyto,1/5/2016,16:03,P8,61,10,16.39%,0.0697,314.159,0.348732495,5,90.09,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,81,81,3.7,c,BSA.01-17,DK,Moderate sediment.,sphere,26.52,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
