MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,
Phyto,2/7/14,12:40,D28A,64,10,15.63%,0.0697,314.159,1.115943984,16,28.15,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,20,20,8.4,i,BSA.02-12,KS,Low sediment. Moderate detritus. Diatom fragments.,cone + half sphere,258.62,,,,,,,,,,
Phyto,2/7/14,12:40,D28A,64,10,15.63%,0.0697,314.159,1.115943984,16,28.15,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,384,790,0.85,c,BSA.02-12,KS,Low sediment. Moderate detritus. Diatom fragments.,sphere,0.27,0.38,0.27,0.38,0.27,0.38,0.27,0.38,0.27,0.38,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,2,2,13.1,i,BSA.02-13,KS,"Low sediment, moderate detritus, diatom fragments.",elliptic prism,106.59,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,74,cf. Amphora sp.,Diatom,Amphora,sp.,,1,1,11.2,i,BSA.02-13,KS,"Low sediment, moderate detritus, diatom fragments.",cymbelloid,29.27,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,88,Aulacoseira alpigena,Diatom,Aulacoseira,alpigena,,2,2,6.5,i,BSA.02-13,KS,"Low sediment, moderate detritus, diatom fragments.",cylinder,122.78,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,99,Bacillaria paxillifer,Diatom,Bacillaria,paxillifer,,1,1,16.8,i,BSA.02-13,KS,"Fragment. Low sediment, moderate detritus, diatom fragments.",box,292.15,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,12,12,5.6,i,BSA.02-13,KS,"Low sediment, moderate detritus, diatom fragments.",cylinder,86.21,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,693,Nitzschia cf. dissipata,Diatom,Nitzschia,dissipata,,1,1,26.2,i,BSA.02-13,KS,"Low sediment, moderate detritus, diatom fragments.",prism on parallelogram,179.34,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,29.9,i,BSA.02-13,KS,"Fragment. Low sediment, moderate detritus, diatom fragments.",prism on parallelogram,309.76,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,52.3,i,BSA.02-13,KS,"Low sediment, moderate detritus, diatom fragments.",prism on parallelogram,357.99,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,931,Stephanocyclus meneghiniana,Diatom,Stephanocyclus,meneghiniana,,22,22,15,i,BSA.02-13,KS,"Low sediment, moderate detritus, diatom fragments.",cylinder,989.60,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,976,Synedra ulna,Diatom,Synedra,ulna,,11,11,5.6,i,BSA.02-13,KS,"Fragment. Low sediment, moderate detritus, diatom fragments.",box,60.21,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,1132,Monoraphidium arcuatum,Soft Body,Monoraphidium,arcuatum,,2,2,31.8,i,BSA.02-13,KS,"Low sediment, moderate detritus, diatom fragments.",2 cones,60.11,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,1668,cf. Monoraphidium obtusum,Soft Body,Monoraphidium,obtusum,,1,1,65,i,BSA.02-13,KS,"Low sediment, moderate detritus, diatom fragments.",2 cones,1067.30,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,3,3,7.5,i,BSA.02-13,KS,"Low sediment, moderate detritus, diatom fragments.",prolate spheroid,220.89,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,1667,Kephyrion rubri-claustri,Soft Body,Kephyrion,rubri-claustri,,1,1,7.5,i,BSA.02-13,KS,"Low sediment, moderate detritus, diatom fragments.",prolate spheroid,123.15,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,9.3,i,BSA.02-13,KS,"Low sediment, moderate detritus, diatom fragments.",cone + half sphere,337.38,,,,,,,,,,
Phyto,2/5/14,9:30,C3A,60,10,16.67%,0.0697,314.159,0.488225493,7,64.35,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,349,927,0.85,c,BSA.02-13,KS,"Low sediment, moderate detritus, diatom fragments.",sphere,0.27,0.27,0.38,0.38,0.27,0.38,0.38,0.27,0.27,0.38,
Phyto,2/12/14,9:40,D41A,59,10,16.95%,0.0697,314.159,0.836957988,12,37.54,1646,Coscinodiscus sp.,Diatom,Coscinodiscus,sp.,,2,2,16.8,i,BSA.02-14,KS,"Fragment. High sediment and very high detritus, diatom fragments.",cylinder,2061.54,,,,,,,,,,
Phyto,2/12/14,9:40,D41A,59,10,16.95%,0.0697,314.159,0.836957988,12,37.54,152,Craticula buderi,Diatom,Craticula,buderi,,1,1,26.2,i,BSA.02-14,KS,"High sediment and very high detritus, diatom fragments.",elliptic prism,895.12,,,,,,,,,,
Phyto,2/12/14,9:40,D41A,59,10,16.95%,0.0697,314.159,0.836957988,12,37.54,159,Craticula molestiformis,Diatom,Craticula,molestiformis,,1,1,16.8,i,BSA.02-14,KS,"High sediment and very high detritus, diatom fragments.",elliptic prism,229.46,,,,,,,,,,
Phyto,2/12/14,9:40,D41A,59,10,16.95%,0.0697,314.159,0.836957988,12,37.54,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,6,6,15,i,BSA.02-14,KS,"High sediment and very high detritus, diatom fragments.",cylinder,989.60,,,,,,,,,,
Phyto,2/12/14,9:40,D41A,59,10,16.95%,0.0697,314.159,0.836957988,12,37.54,766,Paralia sulcata,Diatom,Paralia,sulcata,,3,3,13.1,i,BSA.02-14,KS,"High sediment and very high detritus, diatom fragments.",cylinder,1010.87,,,,,,,,,,
Phyto,2/12/14,9:40,D41A,59,10,16.95%,0.0697,314.159,0.836957988,12,37.54,983,Thalassionema nitzschioides,Diatom,Thalassionema,nitzschioides,,1,1,41.1,i,BSA.02-14,KS,"High sediment and very high detritus, diatom fragments.",box,562.66,,,,,,,,,,
Phyto,2/12/14,9:40,D41A,59,10,16.95%,0.0697,314.159,0.836957988,12,37.54,984,Thalassionema sp.,Diatom,Thalassionema,sp.,,1,1,16.8,i,BSA.02-14,KS,"Fragment. High sediment and very high detritus, diatom fragments.",box,229.99,,,,,,,,,,
Phyto,2/12/14,9:40,D41A,59,10,16.95%,0.0697,314.159,0.836957988,12,37.54,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,5,5,13.1,i,BSA.02-14,KS,"Fragment. High sediment and very high detritus, diatom fragments.",cylinder,1010.87,,,,,,,,,,
Phyto,2/12/14,9:40,D41A,59,10,16.95%,0.0697,314.159,0.836957988,12,37.54,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,,1,1,5.6,i,BSA.02-14,KS,"High sediment and very high detritus, diatom fragments.",ellipsoid,40.14,,,,,,,,,,
Phyto,2/12/14,9:40,D41A,59,10,16.95%,0.0697,314.159,0.836957988,12,37.54,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,417,865,0.85,c,BSA.02-14,KS,"High sediment and very high detritus, diatom fragments.",sphere,0.27,0.38,0.27,0.38,0.27,0.38,0.27,0.38,0.27,0.38,
Phyto,2/12/14,10:45,D41,65,10,15.38%,0.0697,314.159,1.115943984,16,28.15,57,Adlafia sp.,Diatom,Adlafia,sp.,,1,1,7.5,i,BSA.02-15,KS,"Low sediment, moderate detritus.",elliptic prism,41.41,,,,,,,,,,
Phyto,2/12/14,10:45,D41,65,10,15.38%,0.0697,314.159,1.115943984,16,28.15,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,1,16.8,i,BSA.02-15,KS,"Fragment. Low sediment, moderate detritus.",cylinder,1141.21,,,,,,,,,,
Phyto,2/12/14,10:45,D41,65,10,15.38%,0.0697,314.159,1.115943984,16,28.15,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,9.3,i,BSA.02-15,KS,"Fragment. Low sediment, moderate detritus.",elliptic prism,251.34,,,,,,,,,,
Phyto,2/12/14,10:45,D41,65,10,15.38%,0.0697,314.159,1.115943984,16,28.15,1646,Coscinodiscus sp.,Diatom,Coscinodiscus,sp.,,1,1,24.3,i,BSA.02-15,KS,"Fragment. Low sediment, moderate detritus.",cylinder,9553.65,,,,,,,,,,
Phyto,2/12/14,10:45,D41,65,10,15.38%,0.0697,314.159,1.115943984,16,28.15,156,Craticula halophila,Diatom,Craticula,halophila,,1,1,26,i,BSA.02-15,KS,"Low sediment, moderate detritus.",elliptic prism,382.88,,,,,,,,,,
Phyto,2/12/14,10:45,D41,65,10,15.38%,0.0697,314.159,1.115943984,16,28.15,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,9,9,4.7,i,BSA.02-15,KS,"Low sediment, moderate detritus.",cylinder,32.96,,,,,,,,,,
Phyto,2/12/14,10:45,D41,65,10,15.38%,0.0697,314.159,1.115943984,16,28.15,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,18.7,i,BSA.02-15,KS,"Low sediment, moderate detritus.",elliptic prism,304.31,,,,,,,,,,
Phyto,2/12/14,10:45,D41,65,10,15.38%,0.0697,314.159,1.115943984,16,28.15,984,Thalassionema sp.,Diatom,Thalassionema,sp.,,1,1,15,i,BSA.02-15,KS,"Fragment. Low sediment, moderate detritus.",box,205.35,,,,,,,,,,
Phyto,2/12/14,10:45,D41,65,10,15.38%,0.0697,314.159,1.115943984,16,28.15,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,1,1,4.7,i,BSA.02-15,KS,"Low sediment, moderate detritus.",prolate spheroid,54.36,,,,,,,,,,
Phyto,2/12/14,10:45,D41,65,10,15.38%,0.0697,314.159,1.115943984,16,28.15,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,,1,1,5.6,i,BSA.02-15,KS,"Low sediment, moderate detritus.",ellipsoid,40.14,,,,,,,,,,
Phyto,2/12/14,10:45,D41,65,10,15.38%,0.0697,314.159,1.115943984,16,28.15,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,19,19,9.3,i,BSA.02-15,KS,"Low sediment, moderate detritus.",cone + half sphere,317.00,,,,,,,,,,
Phyto,2/12/14,10:45,D41,65,10,15.38%,0.0697,314.159,1.115943984,16,28.15,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,378,774,0.85,c,BSA.02-15,KS,"Low sediment, moderate detritus.",sphere,0.27,0.38,0.27,0.27,0.38,0.38,0.27,0.38,0.27,0.38,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
