MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,
Phyto,4/3/2017,11:50,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,3,3,7.4,i,BSA.04-14,DK,High sediment. Moderate detritus. Broken diatoms present.,2 cones,13.99,,,,,,,,,,
Phyto,4/3/2017,11:50,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,7.4,c,BSA.04-14,DK,High sediment. Moderate detritus. Broken diatoms present.,prolate spheroid,30.38,,,,,,,,,,
Phyto,4/3/2017,11:50,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,27.8,i,BSA.04-14,DK,High sediment. Moderate detritus. Broken diatoms present.,prolate spheroid,2812.37,,,,,,,,,,
Phyto,4/3/2017,11:50,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1357,cf. Hemiselmis sp.,Soft Body,Hemiselmis,sp.,,9,9,4.6,i,BSA.04-14,DK,High sediment. Moderate detritus. Broken diatoms present.,prolate spheroid,32.97,,,,,,,,,,
Phyto,4/3/2017,11:50,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1649,Rhodomonas salina,Soft Body,Rhodomonas,salina,,2,2,14.8,i,BSA.04-14,DK,High sediment. Moderate detritus. Broken diatoms present.,cone + half sphere,1382.00,,,,,,,,,,
Phyto,4/3/2017,11:50,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,900,1848,0.65,c,BSA.04-14,DK,High sediment. Moderate detritus. Broken diatoms present.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/3/2017,11:50,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1421,Chroococcus minutus,Soft Body,Chroococcus,minutus,,1,2,4.2,c,BSA.04-14,DK,High sediment. Moderate detritus. Broken diatoms present.,sphere,38.79,,,,,,,,,,
Phyto,4/3/2017,11:50,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1759,cf. Glaucospira sp.,Soft Body,Glaucospira,sp.,,1,11,0.9,f,BSA.04-14,DK,High sediment. Moderate detritus. Broken diatoms present.,cylinder,0.25,,,,,,,,,,
Phyto,4/3/2017,11:50,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,5,61,0.9,f,BSA.04-14,DK,High sediment. Moderate detritus. Broken diatoms present.,cylinder,0.57,,,,,,,,,,
Phyto,4/3/2017,11:50,C9,62,1.5,2.42%,0.0697,314.159,0.348732495,5,600.57,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,121,152,3.7,i,BSA.04-14,DK,High sediment. Moderate detritus. Broken diatoms present.,sphere,50.96,26.52,11.49,26.52,50.96,11.49,26.52,50.96,26.52,11.49,
Phyto,4/7/2017,10:15,D6,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,74,cf. Amphora sp.,Diatom,Amphora,sp.,,1,1,29.6,i,BSA.04-15,DK,Moderate sediment. Low detritus. Sample contains mucilagenous detritus. Ciliates present.,cymbelloid,3048.50,,,,,,,,,,
Phyto,4/7/2017,10:15,D6,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,7.4,i,BSA.04-15,DK,Moderate sediment. Low detritus. Sample contains mucilagenous detritus. Ciliates present.,cylinder,120.42,,,,,,,,,,
Phyto,4/7/2017,10:15,D6,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,5,5,18.5,c,BSA.04-15,DK,Moderate sediment. Low detritus. Sample contains mucilagenous detritus. Ciliates present.,cylinder + 2 half spheres,198.91,,,,,,,,,,
Phyto,4/7/2017,10:15,D6,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,30,30,2.8,i,BSA.04-15,DK,Moderate sediment. Low detritus. Sample contains mucilagenous detritus. Ciliates present.,sphere,11.49,,,,,,,,,,
Phyto,4/7/2017,10:15,D6,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,22.2,i,BSA.04-15,DK,Moderate sediment. Low detritus. Sample contains mucilagenous detritus. Ciliates present.,2 cones,41.96,,,,,,,,,,
Phyto,4/7/2017,10:15,D6,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,1,1,5.6,i,BSA.04-15,DK,Moderate sediment. Low detritus. Sample contains mucilagenous detritus. Ciliates present.,prolate spheroid,91.95,,,,,,,,,,
Phyto,4/7/2017,10:15,D6,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,11,11,5.6,i,BSA.04-15,DK,Moderate sediment. Low detritus. Sample contains mucilagenous detritus. Ciliates present.,cone + half sphere,68.96,,,,,,,,,,
Phyto,4/7/2017,10:15,D6,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,445,925,0.65,c,BSA.04-15,DK,Moderate sediment. Low detritus. Sample contains mucilagenous detritus. Ciliates present.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/7/2017,10:15,D6,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,2,18,2.8,f,BSA.04-15,DK,Moderate sediment. Low detritus. Sample contains mucilagenous detritus. Ciliates present.,cylinder,1.78,,,,,,,,,,
Phyto,4/7/2017,10:15,D6,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,60,68,2.8,i,BSA.04-15,DK,Moderate sediment. Low detritus. Sample contains mucilagenous detritus. Ciliates present.,sphere,11.49,,,,,,,,,,
Phyto,4/7/2017,11:05,D41,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,51,Actinoptychus senarius,Diatom,Actinoptychus,senarius,,1,1,17.6,i,BSA.04-16,DK,Moderate sediment. Moderate detritus. Sample contains mucilaginous detritus.,cylinder,1800.31,,,,,,,,,,
Phyto,4/7/2017,11:05,D41,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.04-16,DK,Moderate sediment. Moderate detritus. Sample contains mucilaginous detritus.,cylinder,91.13,,,,,,,,,,
Phyto,4/7/2017,11:05,D41,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,730,Nitzschia palea,Diatom,Nitzschia,palea,,1,1,33.3,i,BSA.04-16,DK,Moderate sediment. Moderate detritus. Sample contains mucilaginous detritus.,prism on parallelogram,214.45,,,,,,,,,,
Phyto,4/7/2017,11:05,D41,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,2,2,11.1,i,BSA.04-16,DK,Moderate sediment. Moderate detritus. Sample contains mucilaginous detritus.,cylinder + 2 half spheres,119.35,,,,,,,,,,
Phyto,4/7/2017,11:05,D41,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,976,Synedra cf. ulna,Diatom,Synedra,ulna,,1,1,16.7,i,BSA.04-16,DK,Fragment. Moderate sediment. Moderate detritus. Sample contains mucilaginous detritus.,box,543.53,,,,,,,,,,
Phyto,4/7/2017,11:05,D41,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,32,32,2.8,i,BSA.04-16,DK,Moderate sediment. Moderate detritus. Sample contains mucilaginous detritus.,sphere,11.49,,,,,,,,,,
Phyto,4/7/2017,11:05,D41,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,6,6,5.6,i,BSA.04-16,DK,Moderate sediment. Moderate detritus. Sample contains mucilaginous detritus.,cone + half sphere,91.95,,,,,,,,,,
Phyto,4/7/2017,11:05,D41,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,10,10,5.6,i,BSA.04-16,DK,Moderate sediment. Moderate detritus. Sample contains mucilaginous detritus.,cone + half sphere,76.35,,,,,,,,,,
Phyto,4/7/2017,11:05,D41,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,1,1,11.1,i,BSA.04-16,DK,Moderate sediment. Moderate detritus. Sample contains mucilaginous detritus.,cone + half sphere,625.77,,,,,,,,,,
Phyto,4/7/2017,11:05,D41,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,538,1094,0.65,c,BSA.04-16,DK,Moderate sediment. Moderate detritus. Sample contains mucilaginous detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/7/2017,11:05,D41,62,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,108,142,3.7,i,BSA.04-16,DK,Moderate sediment. Moderate detritus. Sample contains mucilaginous detritus.,sphere,50.96,50.96,50.96,26.52,26.52,26.52,26.52,11.49,11.49,11.49,
Phyto,4/4/2017,8:45,D24,65,0.5,0.77%,0.0697,314.159,0.418478994,6,1501.43,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.04-17,DK,Low detritus. Sample contains mucilaginous detritus.,cylinder,137.93,,,,,,,,,,
Phyto,4/4/2017,8:45,D24,65,0.5,0.77%,0.0697,314.159,0.418478994,6,1501.43,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,22,22,1.9,i,BSA.04-17,DK,Low detritus. Sample contains mucilaginous detritus.,sphere,3.59,,,,,,,,,,
Phyto,4/4/2017,8:45,D24,65,0.5,0.77%,0.0697,314.159,0.418478994,6,1501.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,329,694,0.65,c,BSA.04-17,DK,Low detritus. Sample contains mucilaginous detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/4/2017,8:45,D24,65,0.5,0.77%,0.0697,314.159,0.418478994,6,1501.43,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,19,0.9,f,BSA.04-17,DK,Low detritus. Sample contains mucilaginous detritus.,cylinder,0.57,,,,,,,,,,
Phyto,4/4/2017,8:45,D24,65,0.5,0.77%,0.0697,314.159,0.418478994,6,1501.43,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,47,56,4.6,i,BSA.04-17,DK,Low detritus. Sample contains mucilaginous detritus.,sphere,50.96,,,,,,,,,,
Phyto,4/6/2017,11:05,D7,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,3.7,i,BSA.04-18,DK,Moderate sediment. Low detritus. Broken diatoms present.,cylinder,20.43,,,,,,,,,,
Phyto,4/6/2017,11:05,D7,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,1,1,46.3,i,BSA.04-18,DK,Fragment. Moderate sediment. Low detritus. Broken diatoms present.,prism on parallelogram,162.74,,,,,,,,,,
Phyto,4/6/2017,11:05,D7,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,7.4,i,BSA.04-18,DK,Moderate sediment. Low detritus. Broken diatoms present.,sphere,160.56,,,,,,,,,,
Phyto,4/6/2017,11:05,D7,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,30,30,2.8,i,BSA.04-18,DK,Moderate sediment. Low detritus. Broken diatoms present.,sphere,11.49,,,,,,,,,,
Phyto,4/6/2017,11:05,D7,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,5.6,i,BSA.04-18,DK,Moderate sediment. Low detritus. Broken diatoms present.,cylinder + 2 cones,3.85,,,,,,,,,,
Phyto,4/6/2017,11:05,D7,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,2,2,25.9,i,BSA.04-18,DK,Moderate sediment. Low detritus. Broken diatoms present.,2 cones,48.96,,,,,,,,,,
Phyto,4/6/2017,11:05,D7,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13.9,i,BSA.04-18,DK,Moderate sediment. Low detritus. Broken diatoms present.,prolate spheroid,896.72,,,,,,,,,,
Phyto,4/6/2017,11:05,D7,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,461,961,0.65,c,BSA.04-18,DK,Moderate sediment. Low detritus. Broken diatoms present.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/6/2017,11:05,D7,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,19,1.9,f,BSA.04-18,DK,Moderate sediment. Low detritus. Broken diatoms present.,cylinder,1.21,,,,,,,,,,
Phyto,4/6/2017,11:05,D7,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,68,72,3.7,i,BSA.04-18,DK,Moderate sediment. Low detritus. Broken diatoms present.,sphere,26.52,,,,,,,,,,
Phyto,4/4/2017,11:10,MD10A,59,1,1.69%,0.0697,314.159,0.627718491,9,500.48,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,14.8,i,BSA.04-19,DK,Low detritus. Sample contains mucilagenous detritus. Broken diatoms present.,cylinder,1118.22,,,,,,,,,,
Phyto,4/4/2017,11:10,MD10A,59,1,1.69%,0.0697,314.159,0.627718491,9,500.48,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,4,4,1.9,i,BSA.04-19,DK,Low detritus. Sample contains mucilagenous detritus. Broken diatoms present.,sphere,3.59,,,,,,,,,,
Phyto,4/4/2017,11:10,MD10A,59,1,1.69%,0.0697,314.159,0.627718491,9,500.48,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,4,4,6.5,i,BSA.04-19,DK,Low detritus. Sample contains mucilagenous detritus. Broken diatoms present.,cone + half sphere,112.82,,,,,,,,,,
Phyto,4/4/2017,11:10,MD10A,59,1,1.69%,0.0697,314.159,0.627718491,9,500.48,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,364,770,0.65,c,BSA.04-19,DK,Low detritus. Sample contains mucilagenous detritus. Broken diatoms present.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,
Phyto,4/4/2017,11:10,MD10A,59,1,1.69%,0.0697,314.159,0.627718491,9,500.48,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,36,42,3.7,i,BSA.04-19,DK,Low detritus. Sample contains mucilagenous detritus. Broken diatoms present.,sphere,26.52,,,,,,,,,,
