MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,12/16/2021,11:00,D41,64,3,4.69%,0.0683,314.159,3.415,50,30.66,943,cf. Stephanodiscus sp.,Diatom,Stephanodiscus,sp.,,1,1,79.6,i,BSA.12-20,AB,Cannot meet tally in 50 fields.,cylinder,149789.77,,,,,,,,,
Phyto,12/16/2021,11:00,D41,64,3,4.69%,0.0683,314.159,3.415,50,30.66,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,2,2,4,i,BSA.12-20,AB,Cannot meet tally in 50 fields.,2 cones,4.71,,,,,,,,,
Phyto,12/16/2021,11:00,D41,64,3,4.69%,0.0683,314.159,3.415,50,30.66,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,11.1,i,BSA.12-20,AB,Cannot meet tally in 50 fields.,prolate spheroid,318.26,,,,,,,,,
Phyto,12/16/2021,11:00,D41,64,3,4.69%,0.0683,314.159,3.415,50,30.66,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,5,5,9.5,i,BSA.12-20,AB,Cannot meet tally in 50 fields.,cone + half sphere,267.20,,,,,,,,,
Phyto,12/16/2021,11:00,D41,64,3,4.69%,0.0683,314.159,3.415,50,30.66,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,354,708,0.8,c,BSA.12-20,AB,Cannot meet tally in 50 fields.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,12/14/2021,12:20,D8,61,2,3.28%,0.0683,314.159,1.5709,23,99.99,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.4,i,BSA.12-21,AB,Moderate detritus. ,cylinder,105.67,,,,,,,,,
Phyto,12/14/2021,12:20,D8,61,2,3.28%,0.0683,314.159,1.5709,23,99.99,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,796,0.8,c,BSA.12-21,AB,Moderate detritus. ,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,12/9/2021,11:25,EZ2-SJR,61,3,4.92%,0.0683,314.159,1.9807,29,52.87,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,8.4,i,BSA.12-22,AB,Low sediment and detritus.,cylinder,249.38,,,,,,,,,
Phyto,12/9/2021,11:25,EZ2-SJR,61,3,4.92%,0.0683,314.159,1.9807,29,52.87,631,cf. Navicula sp.,Diatom,Navicula,sp.,,1,1,13,i,BSA.12-22,AB,Low sediment and detritus.,elliptic prism,25.73,,,,,,,,,
Phyto,12/9/2021,11:25,EZ2-SJR,61,3,4.92%,0.0683,314.159,1.9807,29,52.87,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,416,832,0.8,c,BSA.12-22,AB,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,12/9/2021,10:35,EZ6-SJR,61,6,9.84%,0.0683,314.159,1.5026,22,34.85,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,20.1,i,BSA.12-23,AB,,elliptic prism,328.36,,,,,,,,,
Phyto,12/9/2021,10:35,EZ6-SJR,61,6,9.84%,0.0683,314.159,1.5026,22,34.85,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,9.5,i,BSA.12-23,AB,,cylinder,396.94,,,,,,,,,
Phyto,12/9/2021,10:35,EZ6-SJR,61,6,9.84%,0.0683,314.159,1.5026,22,34.85,1732,Entomoneis paludosa,Diatom,Entomoneis,paludosa,,1,1,40.7,i,BSA.12-23,AB,,elliptic prism,1334.57,,,,,,,,,
Phyto,12/9/2021,10:35,EZ6-SJR,61,6,9.84%,0.0683,314.159,1.5026,22,34.85,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,70.4,i,BSA.12-23,AB,,elliptic prism,2454.96,,,,,,,,,
Phyto,12/9/2021,10:35,EZ6-SJR,61,6,9.84%,0.0683,314.159,1.5026,22,34.85,366,Eunotia sp.,Diatom,Eunotia,sp.,,1,1,37,i,BSA.12-23,AB,,sickle-shaped prism (elliptic prism),2432.30,,,,,,,,,
Phyto,12/9/2021,10:35,EZ6-SJR,61,6,9.84%,0.0683,314.159,1.5026,22,34.85,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,8,i,BSA.12-23,AB,,cone + half sphere,201.06,,,,,,,,,
Phyto,12/9/2021,10:35,EZ6-SJR,61,6,9.84%,0.0683,314.159,1.5026,22,34.85,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,401,802,0.8,c,BSA.12-23,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,12/16/2021,12:30,NZ004,56,4,7.14%,0.0683,314.159,1.1611,17,67.64,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,13,i,BSA.12-24,AB,,cylinder,237.04,,,,,,,,,
Phyto,12/16/2021,12:30,NZ004,56,4,7.14%,0.0683,314.159,1.1611,17,67.64,744,Nitzschia cf. sigma,Diatom,Nitzschia,sigma,,1,1,216.7,i,BSA.12-24,AB,,prism on parallelogram,6045.93,,,,,,,,,
Phyto,12/16/2021,12:30,NZ004,56,4,7.14%,0.0683,314.159,1.1611,17,67.64,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,12.1,i,BSA.12-24,AB,,cone + half sphere,693.77,,,,,,,,,
Phyto,12/16/2021,12:30,NZ004,56,4,7.14%,0.0683,314.159,1.1611,17,67.64,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,5.6,i,BSA.12-24,AB,,cone + half sphere,76.35,,,,,,,,,
Phyto,12/16/2021,12:30,NZ004,56,4,7.14%,0.0683,314.159,1.1611,17,67.64,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,404,808,0.8,c,BSA.12-24,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,12/13/2021,13:25,EZ6,63,2,3.17%,0.0683,314.159,1.5709,23,99.99,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,11.1,i,BSA.12-25,AB,Moderate sediment and detritus.,cylinder,290.44,,,,,,,,,
Phyto,12/13/2021,13:25,EZ6,63,2,3.17%,0.0683,314.159,1.5709,23,99.99,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,10.4,c,BSA.12-25,AB,Moderate sediment and detritus.,prolate spheroid,34.03,,,,,,,,,
Phyto,12/13/2021,13:25,EZ6,63,2,3.17%,0.0683,314.159,1.5709,23,99.99,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,404,804,0.8,c,BSA.12-25,AB,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,12/15/2021,13:15,NZ032,63,2,3.17%,0.0683,314.159,2.5954,38,60.52,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.5,i,BSA.12-26,AB,Moderate detritus.,cylinder,130.45,,,,,,,,,
Phyto,12/15/2021,13:15,NZ032,63,2,3.17%,0.0683,314.159,2.5954,38,60.52,1806,Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,1,1,3.7,i,BSA.12-26,AB,Moderate detritus.,prolate spheroid,23.73,,,,,,,,,
Phyto,12/15/2021,13:15,NZ032,63,2,3.17%,0.0683,314.159,2.5954,38,60.52,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,i,BSA.12-26,AB,Moderate detritus.,cone + half sphere,186.37,,,,,,,,,
Phyto,12/15/2021,13:15,NZ032,63,2,3.17%,0.0683,314.159,2.5954,38,60.52,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,397,794,0.8,c,BSA.12-26,AB,Moderate detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
